"","varcode","nro","wave","russian","english"
"843","pe9.4.1a",843,"h20","В течение последних 30 дней Ваша семья пользовалась услугами по ремонту автомобиля; мотоцикла; включая покупку запчастей?","In the last 30 days your family used the services of the Vehicle; motorcycle; including the purchase of spare parts?"
"844","pe9.4.1b",844,"h20","Сколько всего рублей Ваша семья заплатила за услуги по ремонту автомобиля; мотоцикла; включая покупку запчастей?","How many rubles Your family paid for the car repair services; motorcycle; including the purchase of spare parts?"
"845","pe9.5a",845,"h20","В течение последних 30 дней Ваша семья пользовалась прачечной; химчисткой; баней; парикмахерской?","In the last 30 days your family enjoyed the facilities; dry cleaning; bath; barber shop?"
"846","pe9.5b",846,"h20","Сколько всего рублей Ваша семья заплатила за услуги прачечной; химчистки; бани; парикмахерской?","How many rubles Your family paid for laundry; dry cleaning; bath; barber shop?"
"847","pe9.6a",847,"h20","В течение последних 30 дней Ваша семья пользовалась почтово- телеграфными услугами; включая междугородные телефонные переговоры (БЕЗ УЧЕТА МОБИЛЬНОЙ СОТОВОЙ СВЯЗИ)?","In the last 30 days your family enjoyed the postal and telegraph services; including long-distance telephone calls (excluding mobile communications)?"
"848","pe9.6b",848,"h20","Сколько всего рублей Ваша семья заплатила за почтово-телеграфные услуги; включая междугородные телефонные переговоры?","How many rubles Your family paid for the postal and telegraph services; including long-distance phone calls?"
"849","pe9.8a",849,"h20","В течение последних 30 дней Ваша семья пользовалась услугами мобильной сотовой связи?","In the last 30 days your family used the services of mobile communications?"
"850","pe9.8b",850,"h20","Сколько всего рублей Ваша семья заплатила за услуги мобильной сотовой связи?","How many rubles Your family paid for the services of mobile communications?"
"851","pe9.9a",851,"h20","В течение последних 30 дней Ваша семья пользовалась услугами Интернета?","In the last 30 days your family used the services of the Internet?"
"852","pe9.9b",852,"h20","Сколько всего рублей Ваша семья заплатила за услуги Интернета?","How many rubles in your family pay for the services of the Internet?"
"853","pe9.10a",853,"h20","В течение последних 30 дней Ваша семья пользовалась услугами юристов; нотариусов; риэлторов?","In the last 30 days your family used the services of lawyers; notaries; Realtor?"
"854","pe9.10b",854,"h20","Сколько всего рублей Ваша семья заплатила за услуги юристов; нотариусов; риэлторов?","How many rubles in your family has paid for legal services; notaries; Realtor?"
"855","pe9.7a",855,"h20","В течение последних 30 дней Ваша семья пользовалась ритуальными услугами: загс; похоронное бюро?","In the last 30 days your family enjoyed the ritual services: the registry office; funeral home?"
"856","pe9.7b",856,"h20","Сколько всего рублей Ваша семья заплатила за ритуальные услуги: загс; похоронное бюро?","How many rubles Your family paid for funeral services: registry office; funeral home?"
"857","pe10",857,"h20","Ваша семья в течение последних 30 дней платила за жилье; то есть за квартиру и коммунальные услуги?","Your family in the last 30 days to pay for housing; that is, the rent and utilities?"
"858","pe11",858,"h20","Сколько рублей Ваша семья факт. заплатила в теч.посл. 30 дней за квартиру и коммун.услуги: водопровод; гор.воду;центр. отопл.; эл.энергию; магистр.газ; радиоточку;также за телефон;исключая межд.пеpегов.;сотов.связь; Интернет?","How many rubles fact your family. Pay tech.posl. 30 days for an apartment and kommun.uslugi: water; gor.voda; center. otopl .; electric power; magistr.gaz; radios; as for the phone, except mezhd.pepegov.; sotov.svyaz; The Internet?"
"859","pe12",859,"h20","Ваша семья имеет неоплаченные счета за жилье; то есть за квартиру и коммунальные услуги?","Your family has unpaid bills for housing; that is, the rent and utilities?"
"860","pe12.1",860,"h20","Сколько рублей Ваша семья должна заплатить за квартиру и коммунальные услуги по неоплаченным счетам?","How many rubles Your family must pay the rent and utilities for unpaid bills?"
"861","pe12.2",861,"h20","Если вспомнить последние 3 месяца; сколько рублей в среднем в месяц должна была платить Ваша семья за квартиру и коммунальные услуги; за вычетом субсидий и льгот; если они у Вас есть?","If you recall the last 3 months; how many rubles per month on average had to pay your family for an apartment and utilities; net of subsidies and incentives; if you have them?"
"862","pe12.3",862,"h20","Сколько киловатт электроэнергии Ваша семья потребила в течение сентября текущего года?","How many kilowatts of electricity your household consumed during September this year?"
"863","pe13.1a",863,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на содержание и оплату занятий детей в дошкольных учреждениях; школах; секциях; кружках; на оплату частных  уроков; репетиторов; в том числе и на подарки педагогам?","Does your family spend in the last 30 days money on maintenance and payment of employment of children in preschool; schools; sections; mugs; to pay for private lessons; tutors; including gifts to teachers?"
"864","pe13.1b",864,"h20","Сколько всего рублей Ваша семья истратила на содержание и оплату занятий детей в дошкольных учреждениях; школах; секциях; кружках; на оплату частных уроков; репетиторов; в том числе и на подарки педагогам?","How many rubles in your family has spent on the maintenance and payment of employment of children in preschool; schools; sections; mugs; to pay for private lessons; tutors; including gifts to teachers?"
"865","pe13.2a",865,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на путевки в санатории; дома отдыха; детские лагеря; на туристические поездки и другое; исключая расходы на транспорт?","Does your family spend in the last 30 days money on trips to resorts; rest homes; camps for children; the tourist trips and more; excluding transport costs?"
"866","pe13.2b",866,"h20","Сколько всего рублей Ваша семья истратила на путевки в санатории; дома отдыха; детские лагеря; на туристические поездки и другое; исключая расходы на транспорт?","How many rubles spent on your family trips to resorts; rest homes; camps for children; the tourist trips and more; excluding transport costs?"
"867","pe13.21a",867,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на билеты: в театр; цирк; кино; на концерты; в парки культуры и другие развлекательные мероприятия?","Does your family spend in the last 30 days money for tickets: theater; circus; movie; concerts; in parks and other recreational activities?"
"868","pe13.21b",868,"h20","Сколько всего рублей Ваша семья истратила на билеты: в театр; цирк; кино; на концерты; в парки культуры и другие развлекательные мероприятия?","How many rubles spent on your family tickets: theater; circus; movie; concerts; in parks and other recreational activities?"
"869","pe13.22a",869,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на лечение; обследование в стационарных лечебных учреждениях: больницах; госпиталях; клиниках; исключая покупку лекарств?","Does your family spend in the last 30 days money for treatment; examination in patient health facilities: hospitals; hospitals; clinics; excluding the purchase of medicines?"
"870","pe13.22b",870,"h20","Сколько всего рублей Ваша семья истратила на лечение; обследование в стационарных лечебных учреждениях: больницах; госпиталях; клиниках; исключая покупку лекарств?","How many rubles in your household spent on treatment; examination in patient health facilities: hospitals; hospitals; clinics; excluding the purchase of medicines?"
"871","pe13.23a",871,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на лечение; обследование в поликлиниках; амбулаториях; исключая покупку лекарств?","Does your family spend in the last 30 days money for treatment; examination in clinics; clinics; excluding the purchase of medicines?"
"872","pe13.23b",872,"h20","Сколько всего рублей Ваша семья истратила на лечение; обследование в поликлиниках; амбулаториях; исключая покупку лекарств?","How many rubles in your household spent on treatment; examination in clinics; clinics; excluding the purchase of medicines?"
"873","pe13.24a",873,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на лечение; протезирование зубов; исключая покупку лекарств?","Does your family spend in the last 30 days money for treatment; prosthetics; excluding the purchase of medicines?"
"874","pe13.24b",874,"h20","Сколько всего рублей Ваша семья истратила на лечение; протезирование зубов; исключая покупку лекарств?","How many rubles in your household spent on treatment; prosthetics; excluding the purchase of medicines?"
"875","pe13.31a",875,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на лекарства; включая витамины и другие медикаменты?","Does your family spend in the last 30 days money on drugs; including vitamins and other medications?"
"876","pe13.31b",876,"h20","Сколько всего рублей Ваша семья истратила на лекарства; включая витамины и другие медикаменты?","How many rubles in your household spent on drugs; including vitamins and other medications?"
"877","pe13.32a",877,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на моющие средства; например хозяйственное мыло; стиральный порошок и другие?","Does your family spend in the last 30 days money on detergents; for example soap; washing powder and other?"
"878","pe13.32b",878,"h20","Сколько всего рублей Ваша семья истратила на моющие средства; например; хозяйственное мыло; стиральный порошок и другие?","How many rubles spent on your family detergents; for example; laundry soap; washing powder and other?"
"879","pe13.33a",879,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на средства личной гигиены; например; туалетное мыло; шампунь; зубная паста; туалетная бумага; салфетки; памперсы; прокладки?","Does your family spend in the last 30 days the money for personal hygiene; for example; toilet soap; shampoo; toothpaste; toilet paper; napkins; diapers; gaskets?"
"880","pe13.33b",880,"h20","Сколько всего рублей Ваша семья истратила на средства личной гигиены; например; туалетное мыло; шампунь; зубную пасту; туалетную бумагу; салфетки; памперсы; прокладки?","How many rubles your family spent on personal care; for example; toilet soap; shampoo; toothpaste; toilet paper; napkins; diapers; gaskets?"
"881","pe13.34a",881,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на косметику и парфюмерию?","Does your family spend in the last 30 days money on cosmetics and perfumes?"
"882","pe13.34b",882,"h20","Сколько всего рублей Ваша семья истратила на косметику и парфюмерию?","How many rubles in your household spent on cosmetics and perfumes?"
"883","pe13.4a",883,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на оплату занятий взрослых членов семьи в различных секциях; на курсах; у преподавателей?","Does your family spend in the last 30 days money to pay for training adult family members in different sections; courses; the teachers?"
"884","pe13.4b",884,"h20","Сколько всего рублей Ваша семья истратила оплату занятий взрослых членов семьи в различных секциях; на курсах; у преподавателей?","How many rubles your family spent paying occupations adult family members in different sections; courses; the teachers?"
"885","pe13.5a",885,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на приобретение акций; облигаций; других ценных бумаг?","Does your family spend in the last 30 days the money for the purchase of shares; bonds; other securities?"
"886","pe13.5b",886,"h20","Сколько всего рублей Ваша семья истратила на приобретение акций; облигаций; других ценных бумаг?","How many rubles in your family has spent on the purchase of shares; bonds; other securities?"
"887","pe13.6a",887,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на уплату любых страховых взносов: за страхование жизни; здоровья; машины; жилища и другого?","Does your family spend in the last 30 days the money for the payment of any insurance premiums: for life insurance; health; machine; home and other?"
"888","pe13.6b",888,"h20","Сколько всего рублей Ваша семья истратила на уплату любых страховых взносов: за страхование жизни; здоровья; машины; жилища и другого?","How many rubles your family spent on the payment of any insurance premiums: for life insurance; health; machine; home and other?"
"889","pe13.71a",889,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на уплату долгов частным лицам?","Does your family spend in the last 30 days the money for the payment of debts to private individuals?"
"890","pe13.71b",890,"h20","Сколько всего рублей Ваша семья истратила на уплату долгов частным лицам?","How many rubles your family spent on payment of debts to private individuals?"
"891","pe13.72a",891,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на погашение кредита; возврат ссуд?","Does your family spend in the last 30 days the money to repay the loan; Repayment of loan?"
"892","pe13.72b",892,"h20","Сколько всего рублей Ваша семья истратила на погашение кредита; возврат ссуд?","How many rubles spent your family to repay the loan; Repayment of loan?"
"893","pe13.8a",893,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на уплату алиментов?","Does your family spend in the last 30 days money to pay child support?"
"894","pe13.8b",894,"h20","Сколько всего рублей Ваша семья истратила на уплату алиментов?","How many rubles your family spent on the payment of alimony?"
"895","pe13.9a",895,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на уплату налогов на недвижимость и транспорт; оплату лицензии; членских взносов; пошлин за оформление документов; кроме налогов на доходы и землю?","Does your family spend in the last 30 days the money for the payment of property taxes, and transportation; payment of the license; membership fees; fees for the processing of documents; other than taxes on income and on the ground?"
"896","pe13.9b",896,"h20","Сколько всего рублей Ваша семья истратила на уплату налогов на недвижимость и транспорт; оплату лицензии; членских взносов; пошлин за оформление справок и виз; бланков документов; кроме налогов на доходы и землю?","How many rubles your family spent on the payment of property taxes, and transportation; payment of the license; membership fees; fees for registration certificates and visas; blank documents; other than taxes on income and on the ground?"
"897","pe13.10a",897,"h20","Тратила ли Ваша семья в течение последних 30 дней деньги на покупку валюты с целью сбережений?","Does your family spend in the last 30 days the money to buy currency to savings?"
"898","pe13.10b",898,"h20","Сколько всего рублей Ваша семья истратила на покупку валюты с целью сбережений?","How many rubles in your family has spent on the purchase of currency for the purpose of saving?"
"899","pe14",899,"h20","Ваша семья в течение последних 30 дней давала деньги в долг?","Your family in the last 30 days to lend money to?"
"900","pe15",900,"h20","Сколько рублей Ваша семья отдала в долг в течение последних 30 дней?","How many rubles Your family gave in debt over the past 30 days?"
"901","pe16",901,"h20","Ваша семья в течение последних 30 дней откладывала сбережения?","Your family in the last 30 days put aside savings?"
"902","pe17",902,"h20","Сколько рублей Ваша семья отложила в течение последних 30 дней?","How many rubles set aside your family for the past 30 days?"
"903","pe20.1a",903,"h20","Ваша семья помогала деньгами или товарами родителям Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","Your family helped with money or goods to your parents or spouse (s); not members of your household?"
"904","pe20.1b",904,"h20","Как регулярно Ваша семья помогала деньгами или товарами родителям Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","How regularly helped your family money or goods to your parents or spouse (s); not members of your household?"
"905","pe20.1c",905,"h20","В последние 30 дней Ваша семья помогала деньгами или товарами родителям Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","In the last 30 days your family helped with money or goods to your parents or spouse (s); not members of your household?"
"906","pe20.1d",906,"h20","В течение последних 30 дней сколько составляла в рублях помощь родителям Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","Over the past 30 days, how many was in rubles help your parents or spouse (s); not members of your household?"
"907","pe20.2a",907,"h20","Ваша семья помогала деньгами или товарами детям Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","Your family helped with money or goods to your children or spouse (s); not members of your household?"
"908","pe20.2b",908,"h20","Как регулярно Ваша семья помогала деньгами или товарами детям Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","How regularly helped your family money or goods to your children or spouse (s); not members of your household?"
"909","pe20.2c",909,"h20","В последние 30 дней Ваша семья помогала деньгами или товарами детям Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","In the last 30 days your family helped with money or goods to your children or spouse (s); not members of your household?"
"910","pe20.2d",910,"h20","В течение последних 30 дней сколько составляла в рублях помощь детям Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","Over the past 30 days, how many was in rubles help your children or spouse (s); not members of your household?"
"911","pe20.3a",911,"h20","Ваша семья помогала деньгами или товарами бабушкам и дедушкам Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","Your family helped with money or goods grandparents or your spouse (s); not members of your household?"
"912","pe20.3b",912,"h20","Как регулярно Ваша семья помогала деньгами или товарами бабушкам и дедушкам Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","How regularly helped your family money or goods grandparents or your spouse (s); not members of your household?"
"913","pe20.3c",913,"h20","В последние 30 дней Ваша семья помогала деньгами или товарами бабушкам и дедушкам Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","In the last 30 days your family helped with money or goods grandparents or your spouse (s); not members of your household?"
"914","pe20.3d",914,"h20","В течение последних 30 дней сколько составляла в рублях помощь бабушкам и дедушкам Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","Over the past 30 days, how many was in rubles help grandparents or your spouse (s); not members of your household?"
"915","pe20.4a",915,"h20","Ваша семья помогала деньгами или товарами внукам Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","Your family helped with money or goods to your grandchildren or spouse (s); not members of your household?"
"916","pe20.4b",916,"h20","Как регулярно Ваша семья помогала деньгами или товарами внукам Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","How regularly helped your family money or goods to your grandchildren or spouse (s); not members of your household?"
"917","pe20.4c",917,"h20","В последние 30 дней Ваша семья помогала деньгами или товарами внукам Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","In the last 30 days your family helped with money or goods grandchildren or your spouse (s); not members of your household?"
"918","pe20.4d",918,"h20","В течение последних 30 дней сколько составляла в рублях помощь внукам Вашим или супруга(и); не являющимся членами Вашего домохозяйства?","Over the past 30 days, how many was in rubles help your grandchildren or spouse (s); not members of your household?"
"919","pe20.5a",919,"h20","Ваша семья помогала деньгами или товарами другим людям; не являющимся членами Вашего домохозяйства?","Your family helped with money or goods to other people; not members of your household?"
"920","pe20.5b",920,"h20","Как регулярно Ваша семья помогала деньгами или товарами другим людям; не являющимся членами Вашего домохозяйства?","How regularly helped your family money or goods to other people; not members of your household?"
"921","pe20.5c",921,"h20","В последние 30 дней Ваша семья помогала деньгами или товарами другим людям; не являющимся членами Вашего домохозяйства?","In the last 30 days your family helped with money or goods to other people; not members of your household?"
"922","pe20.5d",922,"h20","В течение последних 30 дней сколько составляла в рублях помощь другим людям; не являющимся членами Вашего домохозяйства?","Over the past 30 days, how many was in rubles helping others; not members of your household?"
"923","pf3",923,"h20","Получала Ваша семья в течение последних 30 дней какие-либо дотации на топливо: газ; керосин; уголь; дрова; торф и другое?","Your family has received in the last 30 days any subsidies for fuel: gas; kerosene; coal; firewood; Peat and other?"
"924","pf4",924,"h20","Сколько денег доплатили Вашей семье на топливо в течение последних 30 дней?","How much money is paid in addition to your family for fuel in the last 30 days?"
"925","pf5",925,"h20","Кто-нибудь из членов Вашего домохозяйства должен получать пособия на детей?","Are any of the members of your household should receive benefits for children?"
"926","pf6.1",926,"h20","Кто-нибудь из членов Вашего домохозяйства получил пособия на детей в возрасте до полутора лет деньгами; продуктами или другими товарами в течение последних 30 дней?","Are any of the members of your household received benefits for children under the age of eighteen money; products or other goods in the last 30 days?"
"927","pf7.1",927,"h20","Сколько всего денег или на какую сумму продуктов или товаров получили члены Вашей семьи в течение последних 30 дней в качестве пособий на детей в возрасте до полутора лет?","How much money or how much the products or goods given to the members of your family for the past 30 days as the benefits for children under the age of one and a half years?"
"928","pf6.2",928,"h20","Кто-нибудь из членов Вашего домохозяйства в течение последних 30 дней получил пособия на детей в возрасте от полутора до 16 лет или; если они учатся в общеобразовательном учреждении; до 18 лет?","Are any of the members of your household over the past 30 days received benefits for children between the ages of one and a half to 16 years, or; if they are enrolled in educational institution; 18 years?"
"929","pf7.2",929,"h20","Сколько всего денег или на какую сумму продуктов или товаров получили члены Вашей семьи в течение последних 30 дней в качестве пособий на детей в возрасте от 1;5 до 16лет или; если они учатся в общеобраз. учрежд.;до 18лет?","How much money or how much the products or goods given to the members of your family for the past 30 days as the benefits for children between the ages of 1 and 5 to 16 years, or; if they are enrolled in obscheobraz. established.; up to 18 years?"
"930","pf8",930,"h20","Получали члены Вашей семьи в течение послед.30 дней безвозмездно как-либо деньги или товары от людей; не явл. чл. Ваш. д-ва: от детей; родит.; друзей; посторон. лиц; гос. или негосуд. организаций?","Received the members of your family for posled.30 days free as any money or goods from people; not yavl. tsp. Your. Dr. wa from children; give birth .; friends; outsiders. persons; state. or negosud. organizations?"
"931","pf9.1a",931,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней от родителей Ваших или супруга(и)?","Your family received donated money or goods in the last 30 days from your parents or spouse (s)?"
"932","pf9.1b",932,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней от родителей Ваших или супруга(и)?","Rate in rubles received much your family donated within the last 30 days from your parents or spouse (s)?"
"933","pf9.2a",933,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней от детей Ваших или супруга(и)?","Your family received donated money or goods in the last 30 days of your children or spouse (s)?"
"934","pf9.2b",934,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней от детей Ваших или супруга(и)?","Rate in rubles received much your family donated within the last 30 days of your children or spouse (s)?"
"935","pf9.3a",935,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней от бабушек и дедушек Ваших или супруга(и)?","Your family received donated money or goods in the last 30 days from the grandparents or your spouse (s)?"
"936","pf9.3b",936,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней от бабушек и дедушек Ваших или супруга(и)?","Rate in rubles received much your family donated within the last 30 days from the grandparents or your spouse (s)?"
"937","pf9.4a",937,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней от внуков Ваших или супруга(и)?","Your family received donated money or goods in the last 30 days of your grandchildren or spouse (s)?"
"938","pf9.4b",938,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней от внуков Ваших или супруга(и)?","Rate in rubles received much your family donated within the last 30 days of your grandchildren or spouse (s)?"
"939","pf9.5a",939,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней от других родственников Ваших или супруга(и)?","Your family received donated money or goods in the last 30 days from other relatives or your spouse (s)?"
"940","pf9.5b",940,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней от других родственников Ваших или супруга(и)?","Rate in rubles received much your family donated within the last 30 days, from other relatives or your spouse (s)?"
"941","pf9.6a",941,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней от друзей?","Your family received donated money or goods in the last 30 days from your friends?"
"942","pf9.6b",942,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней от друзей?","Rate in rubles received much your family donated within the last 30 days from your friends?"
"943","pf9.7a",943,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней с прежнего места работы кого-либо из членов Вашей семьи?","Your family received donated money or goods in the last 30 days from the previous place of work of any of your family members?"
"944","pf9.7b",944,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней с прежнего места работы кого-либо из членов Вашей семьи?","Rate in rubles received much your family donated within the last 30 days from the previous place of work of any of your family members?"
"945","pf9.8a",945,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней от церкви; мечети; синагоги?","Your family received donated money or goods in the last 30 days of the church; mosque; synagogue?"
"946","pf9.8b",946,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней от церкви; мечети; синагоги?","Rate in rubles received much your family donated within the last 30 days of the church; mosque; synagogue?"
"947","pf9.9a",947,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней от зарубежных и международных организаций?","Your family received donated money or goods in the last 30 days from the foreign and international organizations?"
"948","pf9.9b",948,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней от зарубежных и международных организаций?","Rate in rubles received much your family donated within the last 30 days from the foreign and international organizations?"
"949","pf9.91a",949,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней от социальных органов государства; кроме пенсии и пособия на детей?","Your family received donated money or goods in the last 30 days from the social organs of the state; except for pensions and benefits for children?"
"950","pf9.91b",950,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней от социальных органов государства; не включая пенсии и пособия на детей?","Rate in rubles received much your family donated within the last 30 days from the social organs of the state; not including pensions and benefits for children?"
"951","pf9.10a",951,"h20","Получала Ваша семья безвозмездно деньги или товары в течение последних 30 дней от других организаций и частных лиц?","Your family received donated money or goods in the last 30 days from other organizations and individuals?"
"952","pf9.10b",952,"h20","Оцените в рублях сколько получила Ваша семья безвозмездно в течение последних 30 дней от других организаций и частных лиц?","Rate in rubles received much your family donated within the last 30 days from other organizations and individuals?"
"953","pf9.11.1",953,"h20","В течение последних 30 дней помогали Вашей семье в уходе за детьми; ведении хозяйства родители Ваши или супруга(и)?","Over the past 30 days have helped your family in the care of children; housekeeping parents or your spouse (s)?"
"954","pf9.11.2",954,"h20","В течение последних 30 дней помогали Вашей семье в уходе за детьми; ведении хозяйства дети Ваши или супруга(и)?","Over the past 30 days have helped your family in the care of children; housekeeping children or your spouse (s)?"
"955","pf9.11.3",955,"h20","В течение последних 30 дней помогали Вашей семье в уходе за детьми; ведении хозяйства бабушки или дедушки Ваши или супруга(и)?","Over the past 30 days have helped your family in the care of children; housekeeping your grandparent or spouse (s)?"
"956","pf9.11.4",956,"h20","В течение последних 30 дней помогали Вашей семье в уходе за детьми; ведении хозяйства внуки Ваши или супруга(и)?","Over the past 30 days have helped your family in the care of children; housekeeping grandchildren or your spouse (s)?"
"957","pf9.11.5",957,"h20","В течение последних 30 дней помогали Вашей семье в уходе за детьми; ведении хозяйства другие люди?","Over the past 30 days have helped your family in the care of children; housekeeping other people?"
"958","pf10",958,"h20","В течение последних 30 дней Ваша семья получала зарплату или какие-либо другие выплаты по основному или дополнительному месту работы в виде денег; товаров или услуг?","In the last 30 days your family received a salary or any other payments on the principal or additional jobs in the form of money; goods or services?"
"959","pf11",959,"h20","Сколько получила Ваша семья за вычетом налогов и других отчислений в течение последних 30 дней. Если оплата производилась в форме товаров или услуг; оцените; сколько это; примерно; будет в рублях?","How was your family after taxes and other deductions in the last 30 days. If payment is made in the form of goods or services; vote; how much it; about; will be in rubles?"
"960","pf11.2",960,"h20","Обращался ли кто-либо из членов Вашего домохозяйства когда- нибудь за получением субсидии на оплату жилья и коммунальных услуг?","Addressed whether any member of your household someday for obtaining subsidies for housing and utilities?"
"961","pf11.3",961,"h20","Получает ли Ваша семья в настоящее время субсидию на оплату жилья и коммунальных услуг?","Does your family currently subsidy for housing and utilities?"
"962","pf11.4",962,"h20","На какую сумму была предоставлена Вашему домохозяйству субсидия на оплату жилья и коммун. услуг за посл. 30 дней; то есть; на какую сумму был уменьшен Ваш платеж за жилье и коммунальные услуги?","How much was given to your household subsidy for housing and communal. services for last. 30 days; ie; for what amount was reduced payment for your housing and utilities?"
"963","pf12.1aa",963,"h20","Ваша семья получала в течение последних 30 дней ежемесячные денежные выплаты взамен натуральных льгот?","Your family has received in the last 30 days monthly payments instead of in-kind benefits?"
"964","pf12.1ab",964,"h20","Сколько в рублях ежемесячных денежных выплат взамен натуральных льгот получила Ваша семья в течение последних 30 дней?","How many rubles monthly payments instead of in-kind benefits received your family for the past 30 days?"
