"","nro","varcode","wave","russian","english"
"1097",243,"qj72.4e2","i21","В каком году окончили/ушли из техникума; медицинского; музыкального; педагогического; художественного училища? (второй)","In what year graduated / left the College; health; music; teacher; Art School? (second)"
"1098",244,"qj72.4h2","i21","Вы учитесь в техникуме; училище очно? (второй)","You learn in college; school full-time? (second)"
"1099",245,"qj72.4i2","i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (второй)","You learn in the same locality; where they lived before the training? (second)"
"1100",246,"qj72.5a","i21","Вы учились или учитесь в институте; университете; академии? (первый) (первый)","You have studied or are studying at the institute; University; Academy? (first) (first)"
"1101",247,"qJ725dac","i21","Код профессии по ISCO88 первой специальности института","Code profession ISCO88 first specialty institute"
"1102",248,"qj72.5c","i21","Получили ли диплом в институте; университете; академии? (первый)","Have a diploma at the Institute; University; Academy? (first)"
"1103",249,"qj72.5e","i21","В каком году окончили/ушли из института; университета; академии? (первый)","In what year graduated / left the institute; University; Academy? (first)"
"1104",250,"qj72.5h","i21","Вы учитесь в институте; университете; академии очно? (первый)","You learn at the institute; University; Academy internally? (first)"
"1105",251,"qj72.5i","i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (первый)","You learn in the same locality; where they lived before the training? (first)"
"1106",252,"qj72.5a2","i21","Вы учились или учитесь в институте; университете; академии? (второй)","You have studied or are studying at the institute; University; Academy? (second)"
"1107",253,"qj72.5b2","i21","Сколько лет Вы проучились в институте; университете; академии? (второй)","How long have you been studying at the institute; University; Academy? (second)"
"1108",254,"qJ725dbc","i21","Код профессии по ISCO88 второй специальности института","Code profession ISCO88 second specialty institute"
"1109",255,"qj72.5c2","i21","Получили ли диплом в институте; университете; академии? (второй)","Have a diploma at the Institute; University; Academy? (second)"
"1110",256,"qj72.5e2","i21","В каком году окончили/ушли из института; университета; академии? (второй)","In what year graduated / left the institute; University; Academy? (second)"
"1111",257,"qj72.5h2","i21","Вы учитесь в институте; университете; академии очно? (второй)","You learn at the institute; University; Academy internally? (second)"
"1112",258,"qj72.5i2","i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (второй)","You learn in the same locality; where they lived before the training? (second)"
"1113",259,"qj72.51","i21","Во время обучения в ВУЗе Вы (работали / работаете)?","While studying at the university you (work / work)?"
"1114",260,"qj72.6a","i21","Вы учились или учитесь в аспирантуре; ординатуре? (первая)","You have studied or studying in graduate school; residency? (first)"
"1115",261,"qj72.6b","i21","Сколько лет Вы проучились в аспирантуре; ординатуре? (первая)","How long have you been studying in graduate school; residency? (first)"
"1116",262,"qJ726dac","i21","Код профессии по ISCO88 первой специальности аспирантуры","Code profession ISCO88 first specialty postgraduate"
"1117",263,"qj72.6c","i21","Получили ли диплом аспирантуре; ординатуре? (первая)","Did postgraduate diploma; residency? (first)"
"1118",264,"qj72.6e","i21","В каком году окончили/ушли из аспирантуры; ординатуры? (первая)","In what year finished / gone from graduate school; residency? (first)"
"1119",265,"qj72.6h","i21","Вы учитесь в аспирантуре; ординатуре очно? (первая)","You learn in graduate school; residency in person? (first)"
"1120",266,"qj72.6i","i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (первая)","You learn in the same locality; where they lived before the training? (first)"
"1121",267,"qj72.6a2","i21","Вы учились или учитесь в аспирантуре; ординатуре? (вторая)","You have studied or studying in graduate school; residency? (second)"
"1122",268,"qj72.6b2","i21","Сколько лет Вы проучились в аспирантуре; ординатуре? (вторая)","How long have you been studying in graduate school; residency? (second)"
"1123",269,"qJ726dbc","i21","Код профессии по ISCO88 второй специальности аспирантуры","Code profession ISCO88 second specialty postgraduate"
"1124",270,"qj72.6c2","i21","Получили ли диплом аспирантуре; ординатуре? (вторая)","Did postgraduate diploma; residency? (second)"
"1125",271,"qj72.6e2","i21","В каком году окончили/ушли из аспирантуры; ординатуры? (вторая)","In what year finished / gone from graduate school; residency? (second)"
"1126",272,"qj72.6h2","i21","Вы учитесь в аспирантуре; ординатуре очно? (вторая)","You learn in graduate school; residency in person? (second)"
"1127",273,"qj72.6i2","i21","Вы учитесь в том же населенном пункте; где проживали до начала обучения? (вторая)","You learn in the same locality; where they lived before the training? (second)"
"1128",274,"qj72.18a","i21","Какой у Вас самый высокий уровень образования; по которому Вы получили аттестат; свидетельство; диплом?","What is your highest level of education; on which you received the certificate; certificate; diploma?"
"1129",275,"qj69.1","i21","Представьте себе «лестницу профессионального мастерства»; состоящую из 9 ступеней; где 1 ступенька – это уровень начинающего; ученика; а 9 – это уровень «профессионала высокого класса». На какую из них Вы поместили бы себя?","Imagine a ""ladder of professional skills""; 9 steps consisting of; where 1 step - a novice level; student; and 9 - is the level of ""high-class professional."" On which one would you put yourself?"
"1130",276,"qj60.1","i21","Скажите; пожалуйста; Вы когда-нибудь пытались организовать свое собственное предприятие; начать свое собственное дело?","tell me; please; Have you ever tried to organize his own company; start your own business?"
"1131",277,"qj72.11","i21","В течение последних 12 месяцев Вы учились или учитесь на профессиональных курсах; курсах повышения квалификации или любых других курсах; включая курсы иностранных языков; обучение на рабочем месте?","During the past 12 months, have you studied or studying in professional courses; training courses or any other courses; including foreign language courses; training in the workplace?"
"1132",278,"qj72121ac","i21","Код профессии по ISCO88 специальности профессиональных курсов за последние 12 месяцев.","Code profession ISCO88 specialty professional courses in the last 12 months."
"1133",279,"qj72121c","i21","Сколько календарных дней Вы проучились на курсах?","How many days you have studied on the course?"
"1134",280,"qj371","i21","Сколько часов в среднем продолжался Ваш обычный день обучения на курсах?","How many hours on average, continue your regular day of the courses?"
"1135",281,"qj72121b","i21","Эта специальность совпадает  с той; которая была у Вас к моменту поступления на курсы?","This specialty coincides with that; which was with you at the time of admission to the course?"
"1136",282,"qj72121d","i21","За счет каких средств Вы обучались на курсах?","What means did you study in school?"
"1137",283,"qj72.151","i21","Собираетесь ли Вы продолжить образование на курсах; в техникуме; ВУЗе в течение ближайших трех лет?","Are you going to continue education courses; in college; University over the next three years?"
"1138",284,"qj72a.1","i21","Вы собираетесь в течение ближайших трех лет учиться: на профессиональных курсах?","You are going for the next three years to learn: in professional courses?"
"1139",285,"qj72a.2","i21","Вы собираетесь в течение ближайших трех лет учиться: в техникуме?","You are going for the next three years to learn: in college?"
"1140",286,"qj72a.3","i21","Вы собираетесь в течение ближайших трех лет учиться: в ВУЗе; в том числе в магистратуре; аспирантуре; докторантуре?","You are going for the next three years to learn: at the university; including a master's degree; graduate; doctorate?"
"1141",287,"qj260","i21","Скажите; пожалуйста; Вы владеете каким-либо иностранным языком; помимо языков бывших республик СССР?","tell me; please; You own some foreign language; than the languages of the former Soviet republics?"
"1142",288,"qj262","i21","В какой степени Вы владеете иностранным языком?","To what extent do you speak a foreign language?"
"1143",289,"qj72.161","i21","Приходилось ли Вам в течение последних 12 месяцев пользоваться персональным компьютером в любых целях?","Have you in the past 12 months to use a personal computer for any purpose?"
"1144",290,"qj721621","i21","В течение последних 12 месяцев Вы пользовались персональным компьютером у себя дома?","During the past 12 months, have you used a personal computer at home?"
"1145",291,"qj721622","i21","В течение последних 12 месяцев Вы пользовались персональным компьютером по месту работы; учебы?","During the past 12 months, have you used a personal computer in the workplace; studies?"
"1146",292,"qj721623","i21","В течение последних 12 месяцев Вы пользовались персональным компьютером в других местах?","During the past 12 months, have you used a personal computer in other places?"
"1147",293,"qj72160","i21","В течение последних 12 месяцев Вы пользовались персональным компьютером для работы или учебы?","During the past 12 months, have you used a personal computer for work or study?"
"1148",294,"qj123","i21","Приходилось ли Вам в течение последних 12 месяцев пользоваться Интернетом?","Have you in the past 12 months to use the Internet?"
"1149",295,"qj124.1","i21","В течение последних 12 месяцев Вы пользовались Интернетом у себя дома?","During the past 12 months, have you used the Internet at home?"
"1150",296,"qj124.2","i21","В течение последних 12 месяцев Вы пользовались Интернетом по месту работы; учебы?","During the past 12 months, have you used the Internet in the workplace; studies?"
"1151",297,"qj124.3","i21","В течение последних 12 месяцев Вы пользовались Интернетом в Интернет-кафе?","During the past 12 months, have you used the Internet at Internet cafes?"
"1152",298,"qj124.4","i21","В течение последних 12 месяцев Вы пользовались Интернетом в других местах?","During the past 12 months, have you used the Internet in other places?"
"1153",299,"qj359.1","i21","Вы пользуетесь для выхода в Интернет ноутбуком; лэптопом","You use to access the Internet laptop; laptop"
"1154",300,"qj359.4","i21","Вы пользуетесь для выхода в Интернет планшетом","You use to access the Internet Tablet"
"1155",301,"qj359.3","i21","Вы пользуетесь для выхода в Интернет мобильным телефоном или смартфоном","You use to access the Internet mobile phone or smartphone"
"1156",302,"qj125.1","i21","Вы пользовались Интернетом в течение последних 12 месяцев для учебы?","You used the Internet in the last 12 months to study?"
"1157",303,"qj125.2","i21","Вы пользовались Интернетом в течение последних 12 месяцев для работы?","You used the Internet in the last 12 months to work?"
"1158",304,"qj125.3","i21","Вы пользовались Интернетом в течение последних 12 месяцев для развлечений?","You used the Internet in the last 12 months for entertainment?"
"1159",305,"qj125.4","i21","Вы пользовались Интернетом в течение последних 12 месяцев для общения с другими людьми?","You used the Internet in the last 12 months to communicate with other people?"
"1160",306,"qj125.5","i21","Вы пользовались Интернетом в течение последних 12 месяцев для получения информации о новостях?","You used the Internet in the last 12 months to get information about news?"
"1161",307,"qj125.6","i21","Вы пользовались Интернетом в течение последних 12 месяцев для расширения кругозора; повышения своего культурного уровня?","You used the Internet in the last 12 months to expand the horizons; improve their cultural level?"
"1162",308,"qj125.7","i21","Вы пользовались Интернетом в течение последних 12 месяцев для получения справочных материалов?","You used the Internet in the last 12 months for reference materials?"
"1163",309,"qj125.8","i21","Вы пользовались Интернетом в течение последних 12 месяцев для покупок; получения товаров и услуг?","You used the Internet in the last 12 months for purchases; receipt of goods and services?"
"1164",310,"qj125.10","i21","Вы пользовались Интернетом в течение последних 12 месяцев для посещения сайтов социальных сетей?","You used the Internet in the last 12 months to visit social networking sites?"
"1165",311,"qj125.9","i21","Вы пользовались Интернетом в течение последних 12 месяцев для чего-то еще?","You used the Internet in the last 12 months for something else?"
"1166",312,"qj401.1a","i21","Вы посейщаете  социальную сеть Одноклассники?","You poseyschaete social network Odnoklassniki?"
"1167",313,"qj401.1b","i21","Сколько лет Вы посейщаете  социальную сеть Одноклассники?","How many years have you poseyschaete social network Odnoklassniki?"
"1168",314,"qj401.2a","i21","Вы посейщаете  социальную сеть Вконтакте?","You poseyschaete social network Vkontakte?"
"1169",315,"qj401.2b","i21","Сколько лет Вы посейщаете  социальную сеть Вконтакте?","How many years have you poseyschaete social network Vkontakte?"
"1170",316,"qj401.3a","i21","Вы посейщаете  социальную сеть Фейсбук?","You poseyschaete social network Facebook?"
"1171",317,"qj401.3b","i21","Сколько лет Вы посейщаете  социальную сеть Фейсбук?","How many years have you poseyschaete social network Facebook?"
"1172",318,"qj401.4a","i21","Вы посейщаете  социальную сеть Живой Журнал?","You poseyschaete social network LiveJournal?"
"1173",319,"qj401.4b","i21","Сколько лет Вы посейщаете  социальную сеть Живой Журнал?","How many years have you poseyschaete social network LiveJournal?"
"1174",320,"qj401.5a","i21","Вы посейщаете  социальную сеть Твиттер?","You poseyschaete social network Twitter?"
"1175",321,"qj401.5b","i21","Сколько лет Вы посейщаете  социальную сеть Твиттер?","How many years have you poseyschaete social network Twitter?"
"1176",322,"qj360.5","i21","У Вас лично есть планшет?","Do you personally have a tablet?"
"1177",323,"qj360.3","i21","У Вас лично есть компьютер переносной:ноутбук; лэптоп или нетбук?","Do you personally have a portable computer: laptop; laptop or netbook?"
"1178",324,"qj360.2","i21","У Вас лично есть смартфон; коммуникатор; i-phone (ай-фон)?","Do you personally have a smartphone; communicator; i-phone (ai background)?"
"1179",325,"qj184","i21","У Вас лично есть мобильный сотовый телефон?","Do you personally have a mobile cell phone?"
"1180",326,"qj322","i21","Состоите ли Вы в зарегистрированном браке?","Are you a member registered marriage?"
"1181",327,"qj323m","i21","Когда Вы зарегистрировали этот брак? (МЕСЯЦ)","When you register the marriage? (Months)"
"1182",328,"qj323y","i21","Когда Вы зарегистрировали этот брак? (ГОД)","When you register the marriage? (Year)"
"1183",329,"qj324","i21","Возможно; Вы проживаете вместе с (партнером/партнершей); но не регистрируете свои отношения?","possible; Do you live with (partner / partner); but do not register their relationship?"
"1184",330,"qj324s","i21","ДРУГОЕ к вопросу qj324","To each question qj324"
"1185",331,"qj325m","i21","Когда Вы впервые начали жить вместе с (Вашим мужем/партнером)/(Вашей женой/партнершей)? (МЕСЯЦ)","When you first started to live together with (your husband / partner) / (your wife / partner)? (Months)"
"1186",332,"qj325y","i21","Когда Вы впервые начали жить вместе с (Вашим мужем/партнером)/(Вашей женой/партнершей)? (ГОД)","When you first started to live together with (your husband / partner) / (your wife / partner)? (Year)"
"1187",333,"qj72.18","i21","В нашем обществе в последнее время много говорят о религии. А каково Ваше отношение к религии?","In our society in recent years has been much talk about religion. And what are your views on religion?"
"1188",334,"qj72.19","i21","К какой религии Вы себя относите?","Which religion do you belong?"
"1189",335,"qj721631","i21","Имеете ли Вы или Ваша семья возможность при желании улучшить свои жилищные условия - купить комнату; квартиру; дом?","Do you or your family if you want the opportunity to improve their living conditions - to buy a room; apartment; house?"
"1190",336,"qj721632","i21","Имеете ли Вы или Ваша семья возможность при желании оплачивать дополнительные занятия детей - музыкальную школу; иностранные языки; спортивные секции; кружки и т.п.?","Do you or your family if you want the opportunity to pay for tutoring children - music school; foreign languages; sports clubs; mugs, etc.?"
"1191",337,"qj721633","i21","Имеете ли Вы или Ваша семья возможность при желании откладывать деньги на крупные покупки - машину; дачу?","Do you or your family if you want the opportunity to save for a major purchase - car; cottage?"
"1192",338,"qj721634","i21","Имеете ли Вы или Ваша семья возможность при желании провести всей семьей отпуск за границей?","Do you or your family if you want the opportunity to spend a family holiday abroad?"
"1193",339,"qj721635","i21","Имеете ли Вы или Ваша семья возможность при желании оплачивать учебу ребенка в ВУЗе?","Do you or your family if you want the opportunity to pay for the child's education at the university?"
"1194",340,"qj72.171","i21","У Вас есть дети; родные или официально усыновленные?","Do you have children; relatives or officially adopted?"
"1195",341,"qj72.172","i21","Сколько  всего у Вас детей?","How many children do you have?"
"1196",342,"qj72.173","i21","А сколько из них моложе 18 лет?","And how many of those under age 18?"
"1197",343,"qj73","i21","Вы сейчас получаете пенсию? Не учитывайте; пожалуйста; пенсии на детей","You now get a pension? Do not count; please; pension for children"
"1198",344,"qj73.3y","i21","Сколько полных лет и месяцев составлял Ваш общий трудовой стаж; то есть стаж; по которому рассчитывалась Ваша пенсия; когда Вы выходили на пенсию? Не включайте в него время учебы на дневном отделении ВУЗа или техникума (ЛЕТ)","How many full years and months was your total seniority; ie seniority; is used to calculate your pension; when you retire? Do not turn it while studying full time at university or college (s)"
"1199",345,"qj73.3m","i21","Сколько полных лет и месяцев составлял Ваш общий трудовой стаж; то есть стаж; по которому рассчитывалась Ваша пенсия; когда Вы выходили на пенсию?","How many full years and months was your total seniority; ie seniority; is used to calculate your pension; when you retire?"
"1200",346,"qj259","i21","Если на момент оформления пенсии у Вас был стаж; который давал право на досрочное оформление пенсии; то сколько полных лет он составлял?","If at the time of registration of the pension you had experience; which gave the right to early retirement clearance; how many full years he was?"
"1201",347,"qj73.4y","i21","Сколько полных лет и месяцев Вы отработали уже после выхода на пенсию? (ЛЕТ)","How many full years and months you have worked after retirement? (S)"
"1202",348,"qj73.4m","i21","Сколько полных лет и месяцев Вы отработали уже после выхода на пенсию? (МЕСЯЦЕВ)","How many full years and months you have worked after retirement? (Months)"
"1203",349,"qj74.1a","i21","Какую именно пенсию Вы получаете сейчас?","What kind of retirement you get now?"
"1204",350,"qj74.1b","i21","Какую именно пенсию Вы получаете сейчас?","What kind of retirement you get now?"
"1205",351,"qj74.1c","i21","Какую именно пенсию Вы получаете сейчас?","What kind of retirement you get now?"
"1206",352,"qj74.1s","i21","Какую именно другую пенсию Вы получаете?","What kind of retirement you get another?"
"1207",353,"qj74.22","i21","Вы планируете переход с этого вида трудовой пенсии на другой вид трудовой пенсии?","You plan to transition to this type of labor pension to another type of labor pension?"
"1208",354,"qj74.23","i21","На какую трудовую пенсию Вы собираетесь перейти?","What kind of retirement pension you are going to go?"
"1209",355,"qj73.1am","i21","Когда именно Вам была назначена пенсия; которую Вы сейчас получаете? Вспомните; пожалуйста; месяц","Exactly when you were granted a pension; Now you get? Remember; please; month"
"1210",356,"qj73.1ay","i21","Когда именно Вам была назначена пенсия; которую Вы сейчас получаете? Вспомните; пожалуйста; год","Exactly when you were granted a pension; Now you get? Remember; please; year"
"1211",357,"qj75","i21","Вы получали пенсию в течение последних 30 дней на руки или на сберкнижку?","Did you receive a pension for the last 30 days on your hands or savings account?"
"1212",358,"qj363","i21","Сколько денег Вы получили в качестве пенсии в теч.посл.30 дней? Учитывайте и основную пенсию и доплаты к ней","How much money you received as a pension in tech.posl.30 days? Understand and basic pension and supplements thereto"
"1213",359,"qj187","i21","У Вас есть карточка пенсионного страхования; т.е. страховое пенсионное свидетельство?","Do you have a pension insurance card; ie pension insurance certificate?"
"1214",360,"qj77","i21","Есть ли работа у респондента?","Does it work the respondent?"
"1215",361,"qj78","i21","Вы работали когда-нибудь?","You ever worked?"
"1216",362,"qj80a","i21","В каком году Вы ушли с Вашей последней работы; перестали работать?","In what year did you leave your last job; stopped working?"
"1217",363,"qj80b","i21","В каком месяце Вы ушли с Вашей последней работы; перестали работать?","In what month did you leave your last job; stopped working?"
"1218",364,"qj80.1","i21","По какой основной причине Вы перестали работать на Вашей последней работе?","For some the main reason you stopped working at your last job?"
"1219",365,"qj80.2c","i21","Код профессии по ISCO88 последней работы до ухода","Code profession ISCO88 last job before retiring"
"1220",366,"qj85","i21","Вы зарегистрированы в государственной службе занятости как безработный(ая)?","You are registered in the State Employment Service as unemployed (aq)?"
"1221",367,"qj86","i21","Сколько дней тому назад Вы зарегистрировались в государственной службе занятости?","How many days ago did you enter the civil service employment?"
"1222",368,"qj87","i21","Вы получаете пособие по безработице?","You get unemployment benefits?"
"1223",369,"qj88","i21","Вы получили пособие по безработице в последние 30 дней?","You have received unemployment benefits in the last 30 days?"
"1224",370,"qj89","i21","Сколько денег Вы получили в качестве пособия по безработице в течение последних 30 дней?","How much money you got as unemployment benefits in the last 30 days?"
"1225",371,"qj89.1","i21","Служба занятости в течение трех последних месяцев Вам помогала трудоустроиться; пройти обучение или переобучение; оказывала психологическую помощь?","Employment Service over the last three months to help you find a job; undergo training or retraining; psychological assistance?"
"1226",372,"qj161.1y","i21","Сколько полных лет и месяцев составлял Ваш официально оформленный общий трудовой стаж до 1 января 2002 года; не считая времени учебы на дневном отделении ВУЗа или техникума? ЛЕТ","How many full years and months was either formalized general seniority prior to 1 January 2002; not counting the time studying full time at university or college? YEARS"
"1227",373,"qj161.1m","i21","Сколько полных лет и месяцев составлял Ваш официально оформленный общий трудовой стаж до 1 января 2002 года; не считая времени учебы на дневном отделении ВУЗа или техникума?МЕСЯЦЕВ","How many full years and months was either formalized general seniority prior to 1 January 2002; not counting the time studying full time at university or college? MONTHS"
"1228",374,"qj161.2y","i21","Сколько полных лет и месяцев составляет Ваш официально оформленный общий трудовой стаж после 1 января 2002 года; не считая времени учёбы на дневном отделении вуза или техникума?ЛЕТ","How many full years and months of your formalized general seniority after January 1, 2002; not counting the time studying full time at university or college? YEARS"
"1229",375,"qj161.2m","i21","Сколько полных лет и месяцев составляет Ваш официально оформленный общий трудовой стаж после 1 января 2002 года; не считая времени учёбы на дневном отделении вуза или техникума?МЕСЯЦЕВ","How many full years and months of your formalized general seniority after January 1, 2002; not counting the time studying full time at university or college? MONTHS"
"1230",376,"qj81","i21","Хотели бы Вы найти (другую) работу?","Would you like to find (another) job?"
"1231",377,"qj81.1","i21","Сколько времени Вы ищете (другую) работу? (НЕДЕЛЬ)","How much time you are looking for (another) job? (Weeks)"
"1232",378,"qj81.2","i21","Представьте; что Вам сегодня предложили работу. Какую минимальную зарплату Вам должны платить на этой новой работе; чтобы Вы согласились на нее? Сколько рублей?","Imagine; that you are offered a job today. What is the minimum salary you have to pay for this new work; You agreed to it? How many rubles?"
"1233",379,"qj82","i21","Вы обращались куда-нибудь или к кому-нибудь в поисках работы в течение последних 30 дней?","You accessed anywhere or to anyone in search of work in the last 30 days?"
"1234",380,"qj83.1","i21","Вы обращались в поисках работы в государственные службы занятости; на биржи труда?","You turned in search of work in the public employment services; labor exchanges?"
"1235",381,"qj83.2","i21","Вы обращались в поисках работы в негосударственные службы занятости?","You turned in search of work in the non employment service?"
"1236",382,"qj83.3","i21","Вы обращались в поисках работы к друзьям; знакомым?","You turned in search of work to friends; familiar?"
"1237",383,"qj83.4","i21","Вы обращались в поисках работы к родственникам?","You turned in search of work to relatives?"
"1238",384,"qj83.5","i21","Вы обращались в поисках работы непосредственно на предприятия?","You turned in search of work directly on the enterprise?"
"1239",385,"qj83.6","i21","Вы обращались в поисках работы к рекламным объявлениям?","You turned in search of work to the advertisements?"
"1240",386,"qj83.7","i21","Вы обращались в поисках работы к рекламным объявлениям в Интернете?","You turned in search of work to the advertisements on the Internet?"
"1241",387,"qj136","i21","Вы обращались куда-нибудь или к кому-нибудь в поисках работы в течение последних 7 дней?","You accessed anywhere or to anyone in search of work in the last 7 days?"
"1242",388,"qj84.1","i21","Если бы на прошлой неделе Вам предложили подходящую работу; Вы смогли бы приступить к ней сразу?","If last week you were offered a suitable job; You could start it at once?"
"1243",389,"qj84.2","i21","Как Вы считаете; сколько примерно времени Вам необходимо; чтобы найти (другую) работу? (ДНЕЙ)","What do you think; approximately how much time you need; to find (another) job? (DAYS)"
"1244",390,"qj90","i21","Какой ответ лучше всего описывает Ваше основное занятие в настоящее время?","Which answer best describes your main current occupation?"
"1245",391,"qj188","i21","Вы проходили срочную службу в армии?","You were serving in the army?"
"1246",392,"qj189a","i21","С какого года Вы проходили срочную службу в армии?","Since what year you were serving in the army?"
"1247",393,"qj189b","i21","По какой год Вы проходили срочную службу в армии?","By what year you were serving in the army?"
"1248",394,"qj170.1","i21","Вы пользуетесь следующими видами добровольного страхования: страхование жизни и от несчастного случая?","Do you use the following types of voluntary insurance: life insurance and accident?"
"1249",395,"qj170.2","i21","Вы пользуетесь следующими видами добровольного страхования: страхование квартиры; дома?","Do you use the following types of voluntary insurance: apartment; at home?"
"1250",396,"qj170.31","i21","Вы пользуетесь следующими видами добровольного страхования: страхование дачи?","Do you use the following types of voluntary insurance: garden?"
"1251",397,"qj170.32","i21","Вы пользуетесь следующими видами добровольного страхования: страхование автомобиля - помимо обязательного страхования автогражданской ответственности?","Do you use the following types of voluntary insurance: car insurance - in addition to the compulsory third party liability insurance?"
"1252",398,"qj170.4","i21","Вы пользуетесь следующими видами добровольного страхования: страхование сельхозимущества; скота?","Do you use the following types of voluntary insurance: selhozimuschestva; cattle?"
"1253",399,"qj197","i21","У Вас есть банковская пластиковая карта?","Do you have a Credit card?"
"1254",400,"qj198.1","i21","Вы получили пластиковые карты для перечисления на нее заработной платы; пенсии или стипендии","You got the cards to transfer her salary; pensions or scholarships"
"1255",401,"qj198.2","i21","Вы получили пластиковые карты для того чтобы пользоваться деньгами со своих (других) вкладов в банках","You got the cards to use money from their (other) deposits in banks"
"1256",402,"qj198.3","i21","Вы получили пластиковые карты для того чтобы получить кредит в банке","You got a plastic card to get a bank loan"
"1257",403,"qj199","i21","Как Вы пользуетесь своими  банковскими пластиковыми картами?","How do you use your bank cards?"
"1258",404,"qj200","i21","Вы собираетесь взять кредит в ближайшие 12 месяцев?","You're going to take out a loan in the next 12 months?"
"1259",405,"qj201.01","i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ ЖИЛЬЯ (КВАРТИРЫ; ДОМА)","For what purpose you are going to take out a loan in the next 12 months? The purchase of housing (apartment, home)"
"1260",406,"qj201.02","i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ ДРУГОЙ НЕДВИЖИМОСТИ (ЗЕМЛЯ; ДАЧА; ГАРАЖ)","For what purpose you are going to take out a loan in the next 12 months? BUY ANOTHER property (land, COTTAGE, GARAGE)"
"1261",407,"qj201.03","i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ АВТОМОБИЛЯ","For what purpose you are going to take out a loan in the next 12 months? To buy a car"
"1262",408,"qj201.04","i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ПОКУПКУ БЫТОВОЙ ТЕХНИКИ; МЕБЕЛИ И Т.Д.","For what purpose you are going to take out a loan in the next 12 months? To purchase household appliances; Furniture, etc."
"1263",409,"qj201.05","i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ОПЛАТУ ОБРАЗОВАНИЯ (ВАШЕГО ИЛИ ДЕТЕЙ)","For what purpose you are going to take out a loan in the next 12 months? To pay for education (YOUR CHILDREN OR)"
"1264",410,"qj201.06","i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ЛЕЧЕНИЕ","For what purpose you are going to take out a loan in the next 12 months? FOR TREATMENT"
"1265",411,"qj201.07","i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ОТДЫХ","For what purpose you are going to take out a loan in the next 12 months? to rest"
"1266",412,"qj201.08","i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ТЕКУЩИЕ РАСХОДЫ","For what purpose you are going to take out a loan in the next 12 months? For current expenses"
"1267",413,"qj201.09","i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ВОЗВРАТ ДОЛГОВ","For what purpose you are going to take out a loan in the next 12 months? RETURN DEBT"
"1268",414,"qj201.10","i21","На какие цели Вы собираетесь взять кредит в ближайшие 12 месяцев? НА ЧТО-ТО ДРУГОЕ","For what purpose you are going to take out a loan in the next 12 months? FOR SOMETHING ELSE"
"1269",415,"ql2.2","i21","У Вас есть договор на дополнительное добровольное медицинское страхование; обслуживание с какой-нибудь страховой фирмой; поликлиникой; больницей; медицинским центром?","Do you have a contract for additional voluntary health insurance; service with any insurance company; polyclinic; hospital; medical center?"
"1270",416,"ql3.1.1a","i21","Вы сами оплачиваете этот договор на дополнительное медицинское страхование?","You pay for the contract for additional medical insurance?"
"1271",417,"ql3.1.1b","i21","Сколько за год заплатили в рублях?","How much per year paid in rubles?"
"1272",418,"ql3.1.2a","i21","Ваше предприятие; организация оплачивает этот договор на дополнительное медицинское страхование?","Your company; organization pays the contract for additional medical insurance?"
"1273",419,"ql3.1.2b","i21","Сколько за год заплатили в рублях?","How much per year paid in rubles?"
"1274",420,"ql3.1.4a","i21","Этот договор на дополнительное медицинское страхование оплачивает кто-то другой (не Вы сами и не Ваше предприятие)?","This contract for additional health insurance pays someone else (not you yourself and your company)?"
"1275",421,"ql3.1.4s","i21","ДРУГОЕ к вопросу l3.1.4","To each question l3.1.4"
"1276",422,"ql5.0","i21","Cкажите; пожалуйста; как часто Вы посещаете врача в течение года?","Ckazhite; please; how often do you visit the doctor for a year?"
"1277",423,"ql83","i21","Сколько раз Вы себе или кто-нибудь для Вас вызывал «Скорую помощь» в течение последних 12 месяцев?","How many times have you yourself or someone for you called ""emergency"" in the past 12 months?"
"1278",424,"ql841.1a","i21","Платили ли Вы за вызовы Скорой помощи официально с оформлением документов на оплату в течение последних 12 месяцев?","Did you pay for ambulance calls officially with the paperwork for payment in the last 12 months?"
