"","X","nro","varcode","wave","russian","english"
"2137",590,590,"qd14.3a","h21","Производила ли Ваша семья в течение последних 12 месяцев мед?","Does your family for the past 12 months, honey?"
"2138",591,591,"qd14.3b","h21","Сколько всего килограмм произвели? Меда?","How many pounds produced? Honey?"
"2139",592,592,"qd14.3c","h21","Сколько килограмм израсходовали на потребление в семье в натуральном или переработанном виде? Меда","How many pounds spent on consumption in the home in natural or processed form? honey"
"2140",593,593,"qd14.3d","h21","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Меда","How many pounds have given free relatives and other people in natural and processed form? honey"
"2141",594,594,"qd14.3e","h21","Сколько килограмм продали в натуральном или переработанном виде? Меда","How many pounds sold in natural or processed form? honey"
"2142",595,595,"qd14.4a","h21","Производила ли Ваша семья в течение последних 12 месяцев шерсть; пух?","Does your family for the past 12 months wool; fluff?"
"2143",596,596,"qd14.4b","h21","Сколько всего килограмм произвели? Шерсти; пуха?","How many pounds produced? wool; fluff?"
"2144",597,597,"qd14.4c","h21","Сколько килограмм израсходовали на потребление в семье в натуральном или  переработанном виде? Шерсти; пуха","How many pounds spent on consumption in the home in natural or processed form? wool; down"
"2145",598,598,"qd14.4d","h21","Сколько килограмм отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Шерсти; пуха","How many pounds have given free relatives and other people in natural and processed form? wool; down"
"2146",599,599,"qd14.4e","h21","Сколько килограмм продали в натуральном или переработанном виде? Шерсти; пуха","How many pounds sold in natural or processed form? wool; down"
"2147",600,600,"qd14.5a","h21","Производила ли Ваша семья в течение последних 12 месяцев молоко?","Does your family for the past 12 months the milk?"
"2148",601,601,"qd14.5b","h21","Сколько всего литров произвели? Молока?","How many liters produced? Milk?"
"2149",602,602,"qd14.5c","h21","Сколько литров израсходовали на потребление в семье в натуральном или переработанном виде? Молока","How many liters of spent on consumption in the home in natural or processed form? milk"
"2150",603,603,"qd14.5d","h21","Сколько литров отдали бесплатно родственникам и другим людям в натуральном и  переработанном виде? Молока","How many liters of giving away free relatives and other people in natural and processed form? milk"
"2151",604,604,"qd14.5e","h21","Сколько литров продали в натуральном или переработанном виде? Молока","How many liters sold in natural or processed form? milk"
"2152",605,605,"qd14.6a","h21","Производила ли Ваша семья в течение последних 12 месяцев яйца?","Does your family for the past 12 months the eggs?"
"2153",606,606,"qd14.6b","h21","Сколько всего штук произвели? Яиц?","How many pieces produced? Eggs?"
"2154",607,607,"qd14.6c","h21","Сколько штук израсходовали на потребление в семье в натуральном или переработанном виде? Яиц","How many pieces have spent on consumption in the home in natural or processed form? eggs"
"2155",608,608,"qd14.6d","h21","Сколько штук отдали бесплатно родственникам и другим людям в натуральном и переработанном виде? Яиц","How many pieces have given free relatives and other people in natural and processed form? eggs"
"2156",609,609,"qd14.6e","h21","Сколько штук продали в натуральном или переработанном виде? Яиц","How many pieces sold in natural or processed form? eggs"
"2157",610,610,"qd14.7a","h21","Производила ли Ваша семья в течение последних 12 месяцев шкуры?","Does your family for the past 12 months skins?"
"2158",611,611,"qd14.7b","h21","Сколько всего штук произвели? Шкур?","How many pieces produced? Skins?"
"2159",612,612,"qd14.7c","h21","Сколько штук израсходовали на потребление в семье в натуральном или переработанном виде? Шкур","How many pieces have spent on consumption in the home in natural or processed form? skins"
"2160",613,613,"qd14.7d","h21","Сколько штук отдали бесплатно родственникам и другим людям в натуральном и переработанном виде? Шкур","How many pieces have given free relatives and other people in natural and processed form? skins"
"2161",614,614,"qd14.7e","h21","Сколько штук продали в натуральном или переработанном виде? Шкур","How many pieces sold in natural or processed form? skins"
"2162",615,615,"qd15","h21","В течение последних 30 дней Вы продавали что-либо из продукции животноводства; птицеводства; пчеловодства; произведенной в Вашем хозяйстве за последние 12 месяцев?","Over the past 30 days, you sold any of livestock products; poultry; beekeeping; produced on your farm in the past 12 months?"
"2163",616,616,"qd16","h21","Сколько денег Ваша семья выручила в течение последних 30 дней от продажи продукции животноводства; птицеводства; пчеловодства; произведенной в Вашем хозяйстве за последние 12 месяцев?","How much money your family to help out in the last 30 days from the sale of livestock products; poultry; beekeeping; produced on your farm in the past 12 months?"
"2164",617,617,"qd17","h21","Вы потратили в течение последних 30 дней какие-то деньги на семена; удобрения; корма; наем техники; рабочей силы; на что-нибудь другое; необходимое для ведения хозяйства; за исключением расходов на топливо?","You've spent in the last 30 days some money for seeds; fertilizers; feed; hiring of equipment; workforce; on something else; necessary for farming; excluding the cost of fuel?"
"2165",618,618,"qd18","h21","Сколько денег Ваша семья потратила в течение последних 30 дней на семена; удобрения; корма; наем техники; рабочей силы; другое?","How much money your family has spent over the past 30 days for seeds; fertilizers; feed; hiring of equipment; workforce; other?"
"2166",619,619,"qd19","h21","Собирали члены Вашей семьи в течение последних 12 месяцев грибы; дикорастущие орехи; ягоды; травы? Может быть; Вы или другие члены Вашей семьи охотились или ловили рыбу?","Collected by members of your family for the past 12 months mushrooms; wild nuts; berries; grass? May be; You or other members of your family or hunted fished?"
"2167",620,620,"qd20","h21","В течение последних 30 дней Ваша семья продавала  что-либо из собранных грибов; орехов; ягод; выловленной рыбы; убитой дичи?","In the last 30 days your family to sell any of the collected mushrooms; nuts; berries; fish caught; killed game?"
"2168",621,621,"qd21","h21","Сколько денег в течение последних 30 дней Ваша семья выручила от продажи собранного; пойманного?","How much money in the last 30 days of your family gain from the sale of collected; The catch?"
"2169",622,622,"qe1.1a","h21","Ваша семья покупала за последние 7 дней белый хлеб?","Your family bought in the last 7 days of white bread?"
"2170",623,623,"qe1.1b","h21","Сколько килограмм белого хлеба Ваша семья купила в течение последних 7 дней?","How many pounds of white bread your family bought in the last 7 days?"
"2171",624,624,"qe1.1c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за белый хлеб?","How many rubles Your family paid for the last 7 days for white bread?"
"2172",625,625,"qe1.2a","h21","Ваша семья покупала за последние 7 дней черный хлеб?","Your family bought in the last 7 days of black bread?"
"2173",626,626,"qe1.2b","h21","Сколько килограмм черного хлеба Ваша семья купила в течение последних 7 дней?","How many pounds of black bread your family bought in the last 7 days?"
"2174",627,627,"qe1.2c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за черный хлеб?","How many rubles Your family paid for the last 7 days for black bread?"
"2175",628,628,"qe1.3a","h21","Ваша семья покупала за последние 7 дней рис; другую крупу?","Your family bought in the last 7 days rice; other cereals?"
"2176",629,629,"qe1.3b","h21","Сколько килограмм риса; другой крупы Ваша семья купила в течение последних 7 дней?","How many pounds of rice; other cereals your family bought in the last 7 days?"
"2177",630,630,"qe1.3c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за рис; другую крупу?","How many rubles Your family paid for the last 7 days for rice; other cereals?"
"2178",631,631,"qe1.4a","h21","Ваша семья покупала за последние 7 дней муку?","Your family bought in the last 7 days flour?"
"2179",632,632,"qe1.4b","h21","Сколько килограмм муки Ваша семья купила в течение последних 7 дней?","How many pounds of flour your family bought in the last 7 days?"
"2180",633,633,"qe1.4c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за муку?","How many rubles Your family paid for the last 7 days for flour?"
"2181",634,634,"qe1.5a","h21","Ваша семья покупала за последние 7 дней макаронные изделия?","Your family bought in the last 7 days pasta?"
"2182",635,635,"qe1.5b","h21","Сколько килограмм макаронных изделий Ваша семья купила в течение последних 7 дней?","How many pounds of pasta your family bought in the last 7 days?"
"2183",636,636,"qe1.5c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за макаронные изделия?","How many rubles Your family paid for the last 7 days for pasta?"
"2184",637,637,"qe1.6a","h21","Ваша семья покупала за последние 7 дней картофель?","Your family bought in the last 7 days potatoes?"
"2185",638,638,"qe1.6b","h21","Сколько килограмм картофеля Ваша семья купила в течение последних 7 дней?","How many pounds of potatoes your family bought in the last 7 days?"
"2186",639,639,"qe1.6c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за картофель?","How many rubles Your family paid for the last 7 days for potatoes?"
"2187",640,640,"qe1.7a","h21","Ваша семья покупала за последние 7 дней овощные консервы; без солений?","Your family bought in the last 7 days, canned vegetables; without pickles?"
"2188",641,641,"qe1.7b","h21","Сколько килограмм овощных консервов; без солений; Ваша семья купила в течение последних 7 дней?","How many pounds of canned vegetables; without pickles; Your family bought in the last 7 days?"
"2189",642,642,"qe1.7c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за овощные консервы; без солений?","How many rubles Your family paid for the last 7 days for canned vegetables; without pickles?"
"2190",643,643,"qe1.8a","h21","Ваша семья покупала за последние 7 дней капусту; включая квашеную?","Your family bought in the last 7 days cabbage; including sauerkraut?"
"2191",644,644,"qe1.8b","h21","Сколько килограмм капусты; включая квашеную; Ваша семья купила в течение последних 7 дней?","How many pounds of cabbage; including sauerkraut; Your family bought in the last 7 days?"
"2192",645,645,"qe1.8c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за капусту; включая квашеную?","How many rubles Your family paid for the last 7 days for cabbage; including sauerkraut?"
"2193",646,646,"qe1.9a","h21","Ваша семья покупала за последние 7 дней огурцы; включая соленые?","Your family bought in the last 7 days cucumbers; including salted?"
"2194",647,647,"qe1.9b","h21","Сколько килограмм огурцов; включая соленые; Ваша семья купила в течение последних 7 дней?","How many kilograms of cucumbers; including salt; Your family bought in the last 7 days?"
"2195",648,648,"qe1.9c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за огурцы; включая соленые?","How many rubles Your family paid for the last 7 days for cucumbers; including salted?"
"2196",649,649,"qe1.10a","h21","Ваша семья покупала за последние 7 дней помидоры; включая соленые?","Your family bought in the last 7 days tomatoes; including salted?"
"2197",650,650,"qe1.10b","h21","Сколько килограмм помидоров; включая соленые; Ваша семья купила в течение последних 7 дней?","How many pounds of tomatoes; including salt; Your family bought in the last 7 days?"
"2198",651,651,"qe1.10c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за помидоры; включая соленые?","How many rubles Your family paid for the last 7 days for tomatoes; including salted?"
"2199",652,652,"qe1.11a","h21","Ваша семья покупала за последние 7 дней свеклу; морковь и другие корнеплоды?","Your family bought in the last 7 days beets; carrots and other root vegetables?"
"2200",653,653,"qe1.11b","h21","Сколько килограмм свеклы; моркови и других корнеплодов Ваша семья купила в течение последних 7 дней?","How many pounds of beets; carrots and other root vegetables your family bought in the last 7 days?"
"2201",654,654,"qe1.11c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свеклу; морковь и другие корнеплоды?","How many rubles Your family paid for the last 7 days for beet; carrots and other root vegetables?"
"2202",655,655,"qe1.12a","h21","Ваша семья покупала за последние 7 дней лук; чеснок?","Your family bought in the last 7 days onions; garlic?"
"2203",656,656,"qe1.12b","h21","Сколько килограмм лука; чеснока Ваша семья купила в течение последних 7 дней?","How many pounds of onions; Your garlic family bought in the last 7 days?"
"2204",657,657,"qe1.12c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за лук; чеснок?","How many rubles Your family paid for the last 7 days for onions; garlic?"
"2205",658,658,"qe1.13a","h21","Ваша семья покупала за последние 7 дней кабачки; тыквы и тому подобное?","Your family bought in the last 7 days zucchini; pumpkins and the like?"
"2206",659,659,"qe1.13b","h21","Сколько килограмм кабачков; тыквы и тому подобного Ваша семья купила в течение последних 7 дней?","How many pounds of zucchini; pumpkins and the like your family has bought in the last 7 days?"
"2207",660,660,"qe1.13c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за кабачки; тыквы и тому подобное?","How many rubles Your family paid for the last 7 days for zucchini; pumpkins and the like?"
"2208",661,661,"qe1.14a","h21","Ваша семья покупала за последние 7 дней другие овощи?","Your family bought in the last 7 days, other vegetables?"
"2209",662,662,"qe1.14b","h21","Сколько килограмм других овощей Ваша семья купила в течение последних 7 дней?","How many pounds of other vegetables your family bought in the last 7 days?"
"2210",663,663,"qe1.14c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за другие овощи?","How many rubles Your family paid for the last 7 days for other vegetables?"
"2211",664,664,"qe1.15a","h21","Ваша семья покупала за последние 7 дней арбузы; дыни; включая соленые и сушеные?","Your family bought in the last 7 days watermelons; melon; including salted and dried?"
"2212",665,665,"qe1.15b","h21","Сколько килограмм арбузов; дынь; включая соленые и сушеные; Ваша семья купила в течение последних 7 дней?","How many pounds of watermelons; melons; including salted and dried; Your family bought in the last 7 days?"
"2213",666,666,"qe1.15c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за арбузы; дыни; включая соленые и сушеные?","How many rubles Your family paid for the last 7 days for watermelons; melon; including salted and dried?"
"2214",667,667,"qe1.16a","h21","Ваша семья покупала за последние 7 дней фруктово-ягодные консервы?","Your family bought in the last 7 days, fruit and berry preserves?"
"2215",668,668,"qe1.16b","h21","Сколько килограмм фруктово-ягодных консервов Ваша семья купила в течение последних 7 дней?","How many pounds of fruit preserves your family bought in the last 7 days?"
"2216",669,669,"qe1.16c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за фруктово- ягодные консервы?","How many rubles Your family paid for the last 7 days for berry-fruit preserves?"
"2217",670,670,"qe1.17a","h21","Ваша семья покупала за последние 7 дней свежие ягоды?","Your family bought in the last 7 days fresh berries?"
"2218",671,671,"qe1.17b","h21","Сколько килограмм свежих ягод Ваша семья купила в течение последних 7 дней?","How many pounds of fresh berries Your family bought in the last 7 days?"
"2219",672,672,"qe1.17c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свежие ягоды?","How many rubles Your family paid for the last 7 days for fresh berries?"
"2220",673,673,"qe1.18a","h21","Ваша семья покупала за последние 7 дней свежие фрукты?","Your family bought in the last 7 days fresh fruit?"
"2221",674,674,"qe1.18b","h21","Сколько килограмм свежих фруктов Ваша семья купила в течение последних 7 дней?","How many pounds of fresh fruits your family bought in the last 7 days?"
"2222",675,675,"qe1.18c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свежие фрукты?","How many rubles Your family paid for the last 7 days for fresh fruit?"
"2223",676,676,"qe1.19a","h21","Ваша семья покупала за последние 7 дней сушеные фрукты и ягоды?","Your family bought in the last 7 days, dried fruit and berries?"
"2224",677,677,"qe1.19b","h21","Сколько килограмм сушеных фруктов и ягод Ваша семья купила в течение последних 7 дней?","How many kilograms of dried fruits and berries Your family bought in the last 7 days?"
"2225",678,678,"qe1.19c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сушеные фрукты и ягоды?","How many rubles Your family paid for the last 7 days for dried fruits and berries?"
"2226",679,679,"qe1.20a","h21","Ваша семья покупала за последние 7 дней орехи; семечки?","Your family bought in the last 7 days nuts; seeds?"
"2227",680,680,"qe1.20b","h21","Сколько килограмм орехов; семечек Ваша семья купила в течение последних 7 дней?","How many pounds of nuts; Your family bought the seeds in the last 7 days?"
"2228",681,681,"qe1.20c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за орехи; семечки?","How many rubles Your family paid for the last 7 days for nuts; seeds?"
"2229",682,682,"qe1.21a","h21","Ваша семья покупала за последние 7 дней мясные консервы?","Your family bought in the last 7 days, canned meat?"
"2230",683,683,"qe1.21b","h21","Сколько килограмм мясных консервов Ваша семья купила в течение последних 7 дней?","How many pounds of canned meat your family bought in the last 7 days?"
"2231",684,684,"qe1.21c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мясные консервы?","How many rubles Your family paid for the last 7 days for canned meat?"
"2232",685,685,"qe1.22a","h21","Ваша семья покупала за последние 7 дней говядину; телятину?","Your family bought in the last 7 days beef; veal?"
"2233",686,686,"qe1.22b","h21","Сколько килограмм говядины; телятины Ваша семья купила в течение последних 7 дней?","How many pounds of beef; Veal Your family bought in the last 7 days?"
"2234",687,687,"qe1.22c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за говядину; телятину?","How many rubles Your family paid for the last 7 days for beef; veal?"
"2235",688,688,"qe1.23a","h21","Ваша семья покупала за последние 7 дней баранину; козлятину?","Your family bought in the last 7 days mutton; goat?"
"2236",689,689,"qe1.23b","h21","Сколько килограмм баранины; козлятины Ваша семья купила в течение последних 7 дней?","How many pounds of mutton; Your family bought a goat for the past 7 days?"
"2237",690,690,"qe1.23c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за баранину; козлятину?","How many rubles Your family paid for the last 7 days for mutton; goat?"
"2238",691,691,"qe1.24a","h21","Ваша семья покупала за последние 7 дней свинину?","Your family bought in the last 7 days pork?"
"2239",692,692,"qe1.24b","h21","Сколько килограмм свинины Ваша семья купила в течение последних 7 дней?","How many pounds of pork Your family bought in the last 7 days?"
"2240",693,693,"qe1.24c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за свинину?","How many rubles Your family paid for the last 7 days for pork?"
"2241",694,694,"qe1.25a","h21","Ваша семья покупала за последние 7 дней субпродукты: печень; почки и так далее?","Your family bought in the last 7 days offal: liver; kidneys, and so on?"
"2242",695,695,"qe1.25b","h21","Сколько килограмм субпродуктов: печени; почек и так далее Ваша семья купила в течение последних 7 дней?","How many kilograms of offal: liver; kidney and so on Your family bought in the last 7 days?"
"2243",696,696,"qe1.25c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за субпродукты: печень; почки и так далее?","How many rubles Your family paid for the last 7 days of offal: liver; kidneys, and so on?"
"2244",697,697,"qe1.26a","h21","Ваша семья покупала за последние 7 дней птицу?","Your family bought in the last 7 days of the bird?"
"2245",698,698,"qe1.26b","h21","Сколько килограмм птицы Ваша семья купила в течение последних 7 дней?","How many pounds of poultry Your family bought in the last 7 days?"
"2246",699,699,"qe1.26c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за птицу?","How many rubles Your family paid for the last 7 days for a bird?"
"2247",700,700,"qe1.27a","h21","Ваша семья покупала за последние 7 дней сало; другие животные жиры?","Your family bought in the last 7 days fat; Other animal fats?"
"2248",701,701,"qe1.27b","h21","Сколько килограмм сала; других животных жиров Ваша семья купила в течение последних 7 дней?","How many pounds of fat; other animal fats your family bought in the last 7 days?"
"2249",702,702,"qe1.27c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сало; другие животные жиры?","How many rubles Your family paid for the last 7 days for fat; Other animal fats?"
"2250",703,703,"qe1.28a","h21","Ваша семья покупала за последние 7 дней колбасные изделия; копчености?","Your family bought in the last 7 days sausages; smoked?"
"2251",704,704,"qe1.28b","h21","Сколько килограмм колбасных изделий; копченостей Ваша семья купила в течение последних 7 дней?","How many pounds of sausages; Your family bought smoked in the last 7 days?"
"2252",705,705,"qe1.28c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за колбасные изделия; копчености?","How many rubles Your family paid for the last 7 days for meat products; smoked?"
"2253",706,706,"qe1.29a","h21","Ваша семья покупала за последние 7 дней мясные полуфабрикаты?","Your family bought in the last 7 days meat products?"
"2254",707,707,"qe1.29b","h21","Сколько килограмм мясных полуфабрикатов Ваша семья купила в течение последних 7 дней?","How many pounds of meat semis Your family bought in the last 7 days?"
"2255",708,708,"qe1.29c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мясные полуфабрикаты?","How many rubles Your family paid for the last 7 days for meat products?"
"2256",709,709,"qe1.30a","h21","Ваша семья покупала за последние 7 дней молочные консервы; сухое молоко?","Your family bought in the last 7 days canned milk; milk powder?"
"2257",710,710,"qe1.30b","h21","Сколько килограмм молочных консервов; сухого молока Ваша семья купила в течение последних 7 дней?","How many pounds of canned milk; dry milk your family bought in the last 7 days?"
"2258",711,711,"qe1.30c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за молочные консервы; сухое молоко?","How many rubles Your family paid for the last 7 days for canned milk; milk powder?"
"2259",712,712,"qe1.31a","h21","Ваша семья покупала за последние 7 дней молоко; кроме сухого?","Your family bought in the last 7 days milk; except dry?"
"2260",713,713,"qe1.31b","h21","Сколько литров молока; кроме сухого; Ваша семья купила в течение последних 7 дней?","How many liters of milk; except dry; Your family bought in the last 7 days?"
"2261",714,714,"qe1.31c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за молоко; кроме сухого?","How many rubles Your family paid for the last 7 days for milk; except dry?"
"2262",715,715,"qe1.32a","h21","Ваша семья покупала за последние 7 дней кисломолочные продукты: кефир; йогурт и другие?","Your family bought in the last 7 days milk products: yogurt; yogurt and others?"
"2263",716,716,"qe1.32b","h21","Сколько литров кисломолочных продуктов: кефира; йогурта и других Ваша семья купила в течение последних 7 дней?","How many liters of milk products: yogurt; Your yogurt and other family bought in the last 7 days?"
"2264",717,717,"qe1.32c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за кисломолочные продукты: кефир; йогурт и другие?","How many rubles Your family paid for the last 7 days for milk products: yogurt; yogurt and others?"
"2265",718,718,"qe1.33a","h21","Ваша семья покупала за последние 7 дней сметану; сливки?","Your family bought in the last 7 days cream; cream?"
"2266",719,719,"qe1.33b","h21","Сколько литров сметаны; сливок Ваша семья купила в течение последних 7 дней?","How many liters of sour cream; cream your family bought in the last 7 days?"
"2267",720,720,"qe1.33c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сметану; сливки?","How many rubles Your family paid for the last 7 days for sour cream; cream?"
"2268",721,721,"qe1.34a","h21","Ваша семья покупала за последние 7 дней масло животное?","Your family bought in the last 7 days butter?"
"2269",722,722,"qe1.34b","h21","Сколько килограмм масла животного Ваша семья купила в течение последних 7 дней?","How many pounds of butter your family bought in the last 7 days?"
"2270",723,723,"qe1.34c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за масло животное?","How many rubles Your family paid for the last 7 days for butter?"
"2271",724,724,"qe1.35a","h21","Ваша семья покупала за последние 7 дней творог; сырковую массу?","Your family bought in the last 7 days curd; syrkovoy mass?"
"2272",725,725,"qe1.35b","h21","Сколько килограмм творога; сырковой массы Ваша семья купила в течение последних 7 дней?","How many pounds of cheese; syrkovoy weight your family bought in the last 7 days?"
"2273",726,726,"qe1.35c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за творог; сырковую массу?","How many rubles Your family paid for the last 7 days for cheese; syrkovoy mass?"
"2274",727,727,"qe1.36a","h21","Ваша семья покупала за последние 7 дней сыр; брынзу?","Your family bought in the last 7 days cheese; cheese?"
"2275",728,728,"qe1.36b","h21","Сколько килограмм сыра; брынзы Ваша семья купила в течение последних 7 дней?","How many pounds of cheese; Your family bought cheese in the last 7 days?"
"2276",729,729,"qe1.36c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сыр; брынзу?","How many rubles Your family paid for the last 7 days for cheese; cheese?"
"2277",730,730,"qe1.37a","h21","Ваша семья покупала за последние 7 дней мороженое?","Your family bought in the last 7 days of ice cream?"
"2278",731,731,"qe1.37b","h21","Сколько килограмм мороженого Ваша семья купила в течение последних 7 дней?","How many pounds of ice cream Your family bought in the last 7 days?"
"2279",732,732,"qe1.37c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мороженое?","How many rubles Your family paid for the last 7 days for ice cream?"
"2280",733,733,"qe1.38a","h21","Ваша семья покупала за последние 7 дней масло растительное?","Your family bought in the last 7 days of vegetable oil?"
"2281",734,734,"qe1.38b","h21","Сколько литров масла растительного Ваша семья купила в течение последних 7 дней?","How many liters of vegetable oil your family bought in the last 7 days?"
"2282",735,735,"qe1.38c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за масло растительное?","How many rubles Your family paid for the last 7 days for vegetable oil?"
"2283",736,736,"qe1.39a","h21","Ваша семья покупала за последние 7 дней маргарин?","Your family bought in the last 7 days margarine?"
"2284",737,737,"qe1.39b","h21","Сколько килограмм маргарина Ваша семья купила в течение последних 7 дней?","How many pounds of margarine Your family bought in the last 7 days?"
"2285",738,738,"qe1.39c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за маргарин?","How many rubles Your family paid for the last 7 days for margarine?"
"2286",739,739,"qe1.40a","h21","Ваша семья покупала за последние 7 дней сахар?","Your family bought in the last 7 days of sugar?"
"2287",740,740,"qe1.40b","h21","Сколько килограмм сахара Ваша семья купила в течение последних 7 дней?","How many pounds of sugar your family bought in the last 7 days?"
"2288",741,741,"qe1.40c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за сахар?","How many rubles Your family paid for the last 7 days for sugar?"
"2289",742,742,"qe1.41a","h21","Ваша семья покупала за последние 7 дней конфеты; шоколад?","Your family bought in the last 7 days candies; chocolate?"
"2290",743,743,"qe1.41b","h21","Сколько килограмм конфет; шоколада Ваша семья купила в течение последних 7 дней?","How many pounds of candy; Your chocolate family bought in the last 7 days?"
"2291",744,744,"qe1.41c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за конфеты; шоколад?","How many rubles Your family paid for the last 7 days for candy; chocolate?"
"2292",745,745,"qe1.42a","h21","Ваша семья покупала за последние 7 дней варенье; джем?","Your family bought in the last 7 days jam; jam?"
"2293",746,746,"qe1.42b","h21","Сколько килограмм варенья; джема Ваша семья купила в течение последних 7 дней?","How many pounds of jam; jam your family bought in the last 7 days?"
"2294",747,747,"qe1.42c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за варенье; джем?","How many rubles Your family paid for the last 7 days for jam; jam?"
"2295",748,748,"qe1.43a","h21","Ваша семья покупала за последние 7 дней мед?","Your family bought in the last 7 days, honey?"
"2296",749,749,"qe1.43b","h21","Сколько литров меда Ваша семья купила в течение последних 7 дней?","How many liters of honey Your family bought in the last 7 days?"
"2297",750,750,"qe1.43c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за мед?","How many rubles Your family paid for the last 7 days for honey?"
"2298",751,751,"qe1.44a","h21","Ваша семья покупала за последние 7 дней печенье; пирожные; торты; вафли; пряники; сдобные булочки?","Your family bought in the last 7 days of the liver; cakes; cakes; waffles; gingerbread; buns?"
"2299",752,752,"qe1.44b","h21","Сколько килограмм печенья; пирожных; тортов; вафель; пряников; сдобных булочек Ваша семья купила в течение последних 7 дней?","How many pounds of cookies; cakes; cakes; waffles; gingerbread; muffins Your family bought in the last 7 days?"
"2300",753,753,"qe1.44c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за печенье; пирожные; торты; вафли; пряники; сдобные булочки?","How many rubles Your family paid for the last 7 days for cookies; cakes; cakes; waffles; gingerbread; buns?"
"2301",754,754,"qe1.45a","h21","Ваша семья покупала за последние 7 дней яйца?","Your family bought in the last 7 days the eggs?"
"2302",755,755,"qe1.45b","h21","Сколько штук яиц Ваша семья купила в течение последних 7 дней?","How many eggs your family bought in the last 7 days?"
"2303",756,756,"qe1.45c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за яйца?","How many rubles Your family paid for the last 7 days for eggs?"
"2304",757,757,"qe1.46a","h21","Ваша семья покупала за последние 7 дней рыбу свежую; мороженую; соленую; сушеную; рыбные полуфабрикаты?","Your family bought in the last 7 days fresh fish; frozen; salt; dried; fish semifinished products?"
"2305",758,758,"qe1.46b","h21","Сколько килограмм рыбы свежей; мороженой; соленой; сушеной; рыбных полуфабрикатов Ваша семья купила в течение последних 7 дней?","How many pounds of fresh fish; frozen; salt; dried; Your family semi-finished fish bought in the last 7 days?"
"2306",759,759,"qe1.46c","h21","Сколько всего рублей Ваша семья заплатила в течение последних 7 дней за рыбу; свежую мороженую; соленую сушеную; рыбные полуфабрикаты?","How many rubles Your family paid for the last 7 days for the fish; fresh frozen; dried salted; fish semifinished products?"
"2307",760,760,"qe1.47a","h21","Ваша семья покупала за последние 7 дней рыбные консервы?","Your family bought in the last 7 days of canned fish?"
"2308",761,761,"qe1.47b","h21","Сколько килограмм рыбных консервов Ваша семья купила в течение последних 7 дней?","How many pounds of canned fish your family bought in the last 7 days?"
