"","nro","varcode","wave","russian","english"
"1019",1084,"rh23_4","h22","В каком году 4-й ребенок пошел в (эти ясли/ этот детский сад/ эту школу)?","In what year was the 4th child went to (these nursery / kindergarten this / this school)?"
"1020",1046,"rh241.1","h22","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 1-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ)","0 - there was COSTS OF RECEIPTS OF 1ST CHILD (these KINDERGARTEN / THIS KINDERGARTEN / this school)"
"1021",1047,"rh2411.1","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  1-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме","In the last 12 months of your family were the costs associated with the arrival of the 1st child in (these nursery / kindergarten this / that school): Entry fee including in the form of donations or in-kind"
"1022",1049,"rh2411.2","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  1-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","In the last 12 months of your family were the costs associated with the arrival of the 1st child in (these nursery / kindergarten this / that school): Fee for training courses in (your manger / kindergarten school)"
"1023",1051,"rh2411.3","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  1-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","In the last 12 months of your family were the costs associated with the arrival of the 1st child in (these nursery / kindergarten this / that school): Fee for preparatory courses outside (your crèche / kindergarten school)"
"1024",1053,"rh2411.4","h22","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступл.1-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)","In the last 12 months of your family were spending svyaz.s postupl.1 second child in (these nurseries / det.sad / school): Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1025",1055,"rh2411.6","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  1-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое","In the last 12 months of your family were the costs associated with the arrival of the 1st child in (these nursery / kindergarten this / that school): Other"
"1026",1056,"rh24116s","h22","Другое;что именно к h2411.6:","Another what to h2411.6:"
"1027",1059,"rh241.2","h22","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 2-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ)","0 - there was COSTS OF RECEIPTS 2nd child in (these KINDERGARTEN / THIS KINDERGARTEN / this school)"
"1028",1060,"rh2412.1","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  2-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме","In the last 12 months of your family were the costs associated with the receipt of the 2nd child in (these nursery / kindergarten this / that school): Entry fee including in the form of donations or in-kind"
"1029",1062,"rh2412.2","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  2-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","In the last 12 months of your family were the costs associated with the receipt of the 2nd child in (these nursery / kindergarten this / that school): Fee for training courses in (your manger / kindergarten school)"
"1030",1064,"rh2412.3","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  2-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","In the last 12 months of your family were the costs associated with the receipt of the 2nd child in (these nursery / kindergarten this / that school): Fee for preparatory courses outside (your crèche / kindergarten school)"
"1031",1066,"rh2412.4","h22","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступл.2-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)","In the last 12 months of your family were spending svyaz.s postupl.2 second child in (these nurseries / det.sad / school): Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1032",1068,"rh2412.6","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  2-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое","In the last 12 months of your family were the costs associated with the receipt of the 2nd child in (these nursery / kindergarten this / that school): Other"
"1033",1069,"rh24126s","h22","Другое;что именно к h2412.6","Another what to h2412.6"
"1034",1072,"rh241.3","h22","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 3-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ)","0 - there was COSTS OF RECEIPTS OF 3RD CHILD (these KINDERGARTEN / THIS KINDERGARTEN / this school)"
"1035",1073,"rh2413.1","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме","In the last 12 months of your family were the costs associated with entering the 3rd child in (these nursery / kindergarten this / that school): Entry fee including in the form of donations or in-kind"
"1036",1075,"rh2413.2","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","In the last 12 months of your family were the costs associated with entering the 3rd child in (these nursery / kindergarten this / that school): Fee for training courses in (your manger / kindergarten school)"
"1037",1077,"rh2413.3","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","In the last 12 months of your family were the costs associated with entering the 3rd child in (these nursery / kindergarten this / that school): Fee for preparatory courses outside (your crèche / kindergarten school)"
"1038",1079,"rh2413.4","h22","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступл.3-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)","In the last 12 months of your family were spending svyaz.s postupl.3 second child in (these nurseries / det.sad / school): Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1039",1081,"rh2413.6","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое","In the last 12 months of your family were the costs associated with entering the 3rd child in (these nursery / kindergarten this / that school): Other"
"1040",1082,"rh24136s","h22","Другое;что именно к h2413.6","Another what to h2413.6"
"1041",1085,"rh241.4","h22","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 4-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ)","0 - there was COSTS OF RECEIPTS 4th child in (these KINDERGARTEN / THIS KINDERGARTEN / this school)"
"1042",1086,"rh2414.1","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме","In the last 12 months of your family were the costs associated with the receipt of the 4th child in (these nursery / kindergarten this / that school): Entry fee including in the form of donations or in-kind"
"1043",1088,"rh2414.2","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","In the last 12 months of your family were the costs associated with the receipt of the 4th child in (these nursery / kindergarten this / that school): Fee for training courses in (your manger / kindergarten school)"
"1044",1090,"rh2414.3","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","In the last 12 months of your family were the costs associated with the receipt of the 4th child in (these nursery / kindergarten this / that school): Fee for preparatory courses outside (your crèche / kindergarten school)"
"1045",1092,"rh2414.4","h22","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступл.4-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)","In the last 12 months of your family were spending svyaz.s postupl.4 second child in (these nurseries / det.sad / school): Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1046",1094,"rh2414.6","h22","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое","In the last 12 months of your family were the costs associated with the receipt of the 4th child in (these nursery / kindergarten this / that school): Other"
"1047",1095,"rh24146s","h22","Другое;что именно к h2414.6","Another what to h2414.6"
"1048",1048,"rh2421.1","h22","Оцените Ваши затраты в рублях: Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме","Estimate your costs in rubles: Entrance fee including in the form of donations or in-kind"
"1049",1050,"rh2421.2","h22","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","Estimate your costs in rubles: Fee for training courses in (your creche / nursery school school)"
"1050",1052,"rh2421.3","h22","Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","Estimate your costs in rubles: Fee for preparatory courses outside (your creche / kindergarten school)"
"1051",1054,"rh2421.4","h22","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)","Estimate your costs in rubles: Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1052",1057,"rh2421.6","h22","Оцените Ваши затраты в рублях: Другое.","Estimate your costs in rubles: Other."
"1053",1061,"rh2422.1","h22","Оцените Ваши затраты в рублях: Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме","Estimate your costs in rubles: Entrance fee including in the form of donations or in-kind"
"1054",1063,"rh2422.2","h22","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","Estimate your costs in rubles: Fee for training courses in (your creche / nursery school school)"
"1055",1065,"rh2422.3","h22","Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","Estimate your costs in rubles: Fee for preparatory courses outside (your creche / kindergarten school)"
"1056",1067,"rh2422.4","h22","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)","Estimate your costs in rubles: Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1057",1070,"rh2422.6","h22","Оцените Ваши затраты в рублях: Другое","Estimate your costs in rubles: Other"
"1058",1074,"rh2423.1","h22","Оцените Ваши затраты в рублях): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме","Estimate your costs in rubles): Entry fee including in the form of donations or in-kind"
"1059",1076,"rh2423.2","h22","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","Estimate your costs in rubles: Fee for training courses in (your creche / nursery school school)"
"1060",1078,"rh2423.3","h22","Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","Estimate your costs in rubles: Fee for preparatory courses outside (your creche / kindergarten school)"
"1061",1080,"rh2423.4","h22","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)","Estimate your costs in rubles: Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1062",1083,"rh2423.6","h22","Оцените Ваши затраты в рублях: Другое","Estimate your costs in rubles: Other"
"1063",1087,"rh2424.1","h22","Оцените Ваши затраты в рублях: Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме","Estimate your costs in rubles: Entrance fee including in the form of donations or in-kind"
"1064",1089,"rh2424.2","h22","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","Estimate your costs in rubles: Fee for training courses in (your creche / nursery school school)"
"1065",1091,"rh2424.3","h22","Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","Estimate your costs in rubles: Fee for preparatory courses outside (your creche / kindergarten school)"
"1066",1093,"rh2424.4","h22","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)","Estimate your costs in rubles: Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1067",1096,"rh2424.6","h22","Оцените Ваши затраты в рублях: Другое","Estimate your costs in rubles: Other"
"1068",1097,"rh25.1.1","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?","How exactly to make payments in (your nursery / det.sad / school) for the 1st child: On the bank account or accounts (nurseries / kindergarten / school) with the issuance of the payment?"
"1069",1098,"rh25.1.2","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?","How exactly to make payments in (your nursery / det.sad / school) for the 1st child: some goods or materials in (nursery / kindergarten / school)?"
"1070",1099,"rh25.1.3","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: Просто в руки кому-то из сотрудников?","How exactly to make payments in (your nursery / det.sad / school) for the 1st child: Just to hand someone from the staff?"
"1071",1100,"rh25.1.6","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: По-другому?","How exactly to make payments in (your nursery / det.sad / school) for the 1st child: different?"
"1072",1101,"rh25.16s","h22","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка;как именно:","In another way to make payments in (your nursery / det.sad / school) for the 1st child as follows:"
"1073",1102,"rh25.2.1","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?","How exactly to make payments in (your nursery / det.sad / school) for the 2nd child: On the bank account or accounts (creche / kindergarten / school) with the issuance of the payment?"
"1074",1103,"rh25.2.2","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?","How exactly to make payments in (your nursery / det.sad / school) for the 2nd child: some goods or materials in (nursery / kindergarten / school)?"
"1075",1104,"rh25.2.3","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: Просто в руки кому-то из сотрудников?","How exactly to make payments in (your nursery / det.sad / school) for the 2nd child: Just to hand someone from the staff?"
"1076",1105,"rh25.2.6","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: По-другому?","How exactly to make payments in (your nursery / det.sad / school) for the 2nd child: different?"
"1077",1106,"rh25.26s","h22","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка; как именно:","In another way to make payments in (your nursery / det.sad / school) for the 2nd child as follows:"
"1078",1107,"rh25.3.1","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?","How exactly to make payments in (your nursery / det.sad / school) for 3rd child: On the bank account or accounts (creche / kindergarten / school) with the issuance of the payment?"
"1079",1108,"rh25.3.2","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?","How exactly to make payments in (your nursery / det.sad / school) for 3rd child: some goods or materials in (nursery / kindergarten / school)?"
"1080",1109,"rh25.3.3","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: Просто в руки кому-то из сотрудников?","How exactly to make payments in (your nursery / det.sad / school) for 3rd child: Just to hand someone from the staff?"
"1081",1110,"rh25.3.6","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: По-другому?","How exactly to make payments in (your nursery / det.sad / school) for 3rd child: different?"
"1082",1111,"rh25.36s","h22","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка; как именно:","In another way to make payments in (your nursery / det.sad / school) for the third child as follows:"
"1083",1112,"rh25.4.1","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?","How exactly to make payments in (your nursery / det.sad / school) for the 4th child: On the bank account or accounts (creche / kindergarten / school) with the issuance of the payment?"
"1084",1113,"rh25.4.2","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?","How exactly to make payments in (your nursery / det.sad / school) for the 4th child: some goods or materials in (nursery / kindergarten / school)?"
"1085",1114,"rh25.4.3","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: Просто в руки кому-то из сотрудников?","How exactly to make payments in (your nursery / det.sad / school) for the 4th child: Just to hand someone from the staff?"
"1086",1115,"rh25.4.6","h22","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: По-другому?","How exactly to make payments in (your nursery / det.sad / school) for the 4th child: different?"
"1087",1116,"rh25.46s","h22","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка; как именно:","In another way to make payments in (your nursery / det.sad / school) for the 4th child as follows:"
"1088",1117,"rh26.1","h22","Ваша семья платила за учебники и учебные пособия; по которым 1-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pays for textbooks and manuals on which the 1st child is engaged in this academic year? Do not include here costs kants.tovary and stuff. If so how much you paid?"
"1089",1118,"rh26.2","h22","Ваша семья платила за учебники и учебные пособия; по которым 2-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pays for textbooks and manuals on which the 2nd child is engaged in this academic year? Do not include here costs kants.tovary and stuff. If so how much you paid?"
"1090",1119,"rh26.3","h22","Ваша семья платила за учебники и учебные пособия; по которым 3-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pays for textbooks and manuals on which third child is engaged in this academic year? Do not include here costs kants.tovary and stuff. If so how much you paid?"
"1091",1120,"rh26.4","h22","Ваша семья платила за учебники и учебные пособия; по которым 4-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pays for textbooks and manuals on which the 4th child is engaged in this academic year? Do not include here costs kants.tovary and stuff. If so how much you paid?"
"1092",1121,"rh27.1","h22","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.1-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь;и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?","(Except for the cost of textbooks) your family spend anything on podgot.1 second child to the current. uchebn.godu: kants.prinadl. necessary clothing footwear and pr.obyazat.v (det.sad / school) things? If so how much you spent on this?"
"1093",1122,"rh27.2","h22","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.2-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?","(Except for the cost of textbooks) your family spend anything on podgot.2 second child to the current. uchebn.godu: kants.prinadl. necessary clothing footwear and pr.obyazat.v (det.sad / school) things? If so how much you spent on this?"
"1094",1123,"rh27.3","h22","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.3-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?","(Except for the cost of textbooks) your family spend anything on podgot.3 second child to the current. uchebn.godu: kants.prinadl. necessary clothing footwear and pr.obyazat.v (det.sad / school) things? If so how much you spent on this?"
"1095",1124,"rh27.4","h22","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.4-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?","(Except for the cost of textbooks) your family spend anything on podgot.4 second child to the current. uchebn.godu: kants.prinadl. necessary clothing footwear and pr.obyazat.v (det.sad / school) things? If so how much you spent on this?"
"1096",1125,"rh28.1","h22","Ваша семья платит за пребывание 1-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?","Your family pays for the stay of the 1st child in the manger / in det.sad / tuition by the main program at the school under the contract or any other official document?"
"1097",1126,"rh28.2","h22","Ваша семья платит за пребывание 2-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?","Your family pays for the stay of the 2nd child in the manger / in det.sad / tuition by the main program at the school under the contract or any other official document?"
"1098",1127,"rh28.3","h22","Ваша семья платит за пребывание 3-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?","Your family pays for the stay of the 3rd child in the manger / in det.sad / tuition by the main program at the school under the contract or any other official document?"
"1099",1128,"rh28.4","h22","Ваша семья платит за пребывание 4-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?","Your family pays for the stay of the 4th child in a manger / in det.sad / tuition by the main program at the school under the contract or any other official document?"
"1100",1129,"rh29.1","h22","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 1-го ребенка?","How many rubles on average you pay per month (training / stay) 1st child?"
"1101",1130,"rh29.2","h22","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 2-го ребенка?","How many rubles on average you pay per month (training / stay) 2nd child?"
"1102",1131,"rh29.3","h22","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 3-го ребенка?","How many rubles on average you pay per month (training / stay) third child?"
"1103",1132,"rh29.4","h22","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 4-го ребенка?","How many rubles on average you pay per month (training / stay) 4th child?"
"1104",1133,"rh30.1","h22","1-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?","1st child attends any dopolnit.zanyatiya on academic subjects in (det.sad / school) are not included in the basic program but it is strongly recommended to visit the workers (det.sad / school)?"
"1105",1134,"rh30.2","h22","2-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?","2nd child attends any dopolnit.zanyatiya on academic subjects in (det.sad / school) are not included in the basic program but it is strongly recommended to visit the workers (det.sad / school)?"
"1106",1135,"rh30.3","h22","3-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?","3rd child attends any dopolnit.zanyatiya on academic subjects in (det.sad / school) are not included in the basic program but it is strongly recommended to visit the workers (det.sad / school)?"
"1107",1136,"rh30.4","h22","4-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?","4th child attends any dopolnit.zanyatiya on academic subjects in (det.sad / school) are not included in the basic program but it is strongly recommended to visit the workers (det.sad / school)?"
"1108",1137,"rh31.1","h22","Сколько рублей в среднем за месяц обучения Вы платите за 1-го ребенка за эти дополнительные занятия?","How many rubles on average per month of training you are paying for the 1st child for these extra classes?"
"1109",1138,"rh31.2","h22","Сколько рублей в среднем за месяц обучения Вы платите за 2-го ребенка за эти дополнительные занятия?","How many rubles on average per month of training you pay for 2nd child for these extra classes?"
"1110",1139,"rh31.3","h22","Сколько рублей в среднем за месяц обучения Вы платите за 3-го ребенка за эти дополнительные занятия?","How many rubles on average per month of training you are paying for the 3rd child for these extra classes?"
"1111",1140,"rh31.4","h22","Сколько рублей в среднем за месяц обучения Вы платите за 4-го ребенка за эти дополнительные занятия?","How many rubles per month on average you pay for the training of the 4th child for these extra classes?"
"1112",1141,"rh32.1","h22","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 1- го ребенка?","Who first determine the fee for these extra classes for 1 st child?"
"1113",1142,"rh32.1s","h22","Другие; кто именно?","Others who?"
"1114",1143,"rh32.2","h22","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 2- го ребенка?","Who first determine the fee for these extra classes for 2 nd child?"
"1115",1144,"rh32.2s","h22","Другие; кто именно?","Others who?"
"1116",1145,"rh32.3","h22","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 3- го ребенка?","Who first determine the fee for these extra classes for 3- second child?"
"1117",1146,"rh32.3s","h22","Другие; кто именно?","Others who?"
"1118",1147,"rh32.4","h22","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 4- го ребенка?","Who first determine the fee for these extra classes for 4 th child?"
"1119",1148,"rh32.4s","h22","Другие; кто именно?","Others who?"
"1120",1149,"rh331.1","h22","1-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами? Это могут быть занятия как в (саду/школе); так и вне (него/нее).","1st child attends any optional add. classes in academic subjects that you have chosen for yourself? It can be occupied as a (garden / school) and outside (him / her)."
"1121",1150,"rh331.2","h22","2-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами могут быть занятия как в (саду/школе); так и вне (него/нее).","2nd child attends any optional add. classes in academic subjects that you have chosen for yourself can be occupied as a (garden / school) and outside (him / her)."
"1122",1151,"rh331.3","h22","3-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами? Это могут быть занятия как в (саду/школе); так и вне (него/нее).","3rd child attends any optional add. classes in academic subjects that you have chosen for yourself? It can be occupied as a (garden / school) and outside (him / her)."
"1123",1152,"rh331.4","h22","4-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами? Это могут быть занятия как в (саду/школе); так и вне (него/нее).","4th child attends any optional add. classes in academic subjects that you have chosen for yourself? It can be occupied as a (garden / school) and outside (him / her)."
"1124",1153,"rh3321.1","h22","Где именно1-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)?","Where imenno1 th child attends classes for these additional academic subjects: B (your kindergarten / your school)?"
"1125",1157,"rh3321.2","h22","Где именно 1-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?","Where is the 1st child attends classes for these additional academic subjects: In another institution eg. The courses in circles in clubs at al. (Orchards / schools) or in specialized schools?"
"1126",1159,"rh3321.3","h22","Где именно 1-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами; частными преподавателями?","Where is the 1st child attends classes for these additional academic subjects: tutoring private tutors?"
"1127",1155,"rh3321.4","h22","Где именно1-й ребенок посещает занятия по этим дополнительным учебным предметам: При каком-то высшем или средне-специальном учебном заведении?","Where imenno1 th child attends classes for these additional academic subjects: While some higher or secondary special educational institutions?"
