"","varcode","nro","wave","russian","english"
"426","ql841.2a",426,"i21","Платили ли Вы за вызовы Скорой помощи неофициально; в руки; деньгами - без оформления каких-дибо документов; в течение последних 12 месяцев?","Did you pay for ambulance calls informally; in the hands; money - without drawing any dibo documents; in the last 12 months?"
"427","ql841.2b",427,"i21","Сколько Вы заплатили за вызовы Скорой помощи неофициально; в руки; деньгами - без оформления каких-дибо документов; в течение последних 12 месяцев?","How much do you pay for ambulance calls informally; in the hands; money - without drawing any dibo documents; in the last 12 months?"
"428","ql841.3a",428,"i21","Платили ли Вы за вызовы Скорой помощи неофициально; в руки; подарками в течение последних 12 месяцев?","Did you pay for ambulance calls informally; in the hands; gifts in the last 12 months?"
"429","ql841.3b",429,"i21","Сколько Вы заплатили за вызовы Скорой помощи неофициально; в руки; подарками в течение последних 12 месяцев?","How much do you pay for ambulance calls informally; in the hands; gifts in the last 12 months?"
"430","ql5",430,"i21","Были у Вас в течение последних 30 дней какие-либо проблемы со здоровьем?","Were you in the last 30 days any health problems?"
"431","ql5.1",431,"i21","А может быть в последние 30 дней у Вас было легкое недомогание; например; болела голова; горло или зуб; был насморк или легкое расстройство желудка; небольшое повышение температуры или ожог; ушиб; ссадина?","And maybe in the last 30 days you had a slight indisposition; for example; headache; throat or tooth; had a cold or a slight upset stomach; low-grade fever or burn; injury; abrasion?"
"432","ql58",432,"i21","Что Вы сделали; чтобы решить те проблемы со здоровьем; которые возникали у Вас в течение последних 30 дней?","What have you done; to solve the health problems; who do you have in the last 30 days?"
"433","ql59.1",433,"i21","В течение последних 30 дней Вы обращались за амбулаторной помощью? Не учитывайте стоматологическую помощь. Вы обращались в поликлинику городскую; районную; ведомственную сельскую?","Over the past 30 days did you seek outpatient care? Do not include dental care. You go to the clinic the city; areas; departmental countryside?"
"434","ql59.2",434,"i21","В течение последних 30 дней Вы обращались за амбулаторной помощью? Не учитывайте стоматологическую помощь. Вы обращались в частную поликлинику?","Over the past 30 days did you seek outpatient care? Do not include dental care. You are treated to a private clinic?"
"435","ql59.3",435,"i21","В течение последних 30 дней Вы обращались за амбулаторной помощью? Не учитывайте стоматологическую помощь. Вы обращались в амбулаторное отделение больницы районной; городской; ведомственной; сельской?","Over the past 30 days did you seek outpatient care? Do not include dental care. You are treated in hospital outpatient departments of the district; city; departmental; rural?"
"436","ql59.4",436,"i21","В течение последних 30 дней Вы обращались за амбулаторной помощью? Не учитывайте стоматологическую помощь. Вы обращались в амбулаторное отделение платной больницы?","Over the past 30 days did you seek outpatient care? Do not include dental care. You are treated in hospital outpatient department fee?"
"437","ql59.5",437,"i21","В течение последних 30 дней Вы обращались за амбулаторной помощью? Не учитывайте стоматологическую помощь. Вы обращались к частному врачу?","Over the past 30 days did you seek outpatient care? Do not include dental care. You are treated to a private doctor?"
"438","ql88.1a",438,"i21","Вы или Ваша семья платили официально в кассу согласно официальным правилам или официальному прейскуранту за амбулаторную нестоматологическую помощь; оказанную Вам медработниками в течение последних 30 дней?","You or your family officially paid in cash according to the official rules, or the official price list for outpatient nestomatologicheskuyu assistance; provide you with health care providers in the last 30 days?"
"439","ql88.1b",439,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"440","ql88.2a",440,"i21","Вы платили неофициально; в руки деньгами - без оформления каких- либо документов за амбулаторную нестоматологическую помощь; оказанную Вам медработниками в течение последних 30 дней?","You pay informally; in the hands of money - without registration of any documents for outpatient nestomatologicheskuyu assistance; provide you with health care providers in the last 30 days?"
"441","ql88.2b",441,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"442","ql88.3a",442,"i21","Вы платили неофициально; в руки подарками за амбулаторную нестоматологическую помощь; оказанную Вам медработниками в течение последних 30 дней?","You pay informally; into the hands of presents for outpatient nestomatologicheskuyu assistance; provide you with health care providers in the last 30 days?"
"443","ql88.3b",443,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"444","ql66",444,"i21","Были ли у Вас или Вашей семьи в течение последних 30 дней расходы на покупку любых лекарств и перевязочных материалов для Вашего лечения дома?","Have you or your family in the last 30 days the cost of purchasing any drugs and dressings for the treatment of your home?"
"445","ql67",445,"i21","Сколько всего денег Вы потратили на эти цели?","How much money you spent for this purpose?"
"446","ql89",446,"i21","В течение последних 12 месяцев Вы пропустили по болезни сколько- нибудь рабочих или учебных дней?","During the past 12 months, have you missed due to illness skolko any working or school days?"
"447","ql90",447,"i21","Сколько всего дней Вы пропустили по болезни за последние 12 месяцев?","How many days did you miss due to illness in the past 12 months?"
"448","ql20",448,"i21","Вы лежали в больнице в течение последних трех месяцев?","You were in the hospital for the last three months?"
"449","ql23",449,"i21","Сколько всего дней из последних трех месяцев Вы провели в больнице?","How many days in the past three months you spent in the hospital?"
"450","ql68.1",450,"i21","В какой больнице или больницах Вы лежали в течение последних трех месяцев? В государственной; муниципальной больнице?","At one hospital or hospital you were in the past three months? In the state; municipal hospital?"
"451","ql68.2",451,"i21","В какой больнице или больницах Вы лежали в течение последних трех месяцев? В ведомственной больнице?","At one hospital or hospital you were in the past three months? In the departmental hospital?"
"452","ql68.3",452,"i21","В какой больнице или больницах Вы лежали в течение последних трех месяцев? В частной больнице?","At one hospital or hospital you were in the past three months? In a private hospital?"
"453","ql25.1",453,"i21","Лекарства; шприцы и перевязочные материалы; которые были Вам необходимы для лечения в больнице; Вы получали бесплатно или платили за них деньгами или подарками?","medication; syringes and dressings; that were needed to treat you in the hospital; You get a free or paid for them with money or gifts?"
"454","ql69.1a",454,"i21","Вы или Ваша семья платили официально в кассу больницы или аптеку больницы; в которой Вы лежали; согласно офиц. правилам или прейскуранту мед. учреждения за лекарства; шприцы и перевязочные материалы за последние 3 месяца?","You or your family officially paid in cash the hospital pharmacy or hospital; where you were; according to the official. rules or pricelist honey. agency for medicines; syringes and bandages over the last 3 months?"
"455","ql69.1b",455,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"456","ql69.2a",456,"i21","Вы или Ваша семья платили неофициально; в руки деньгами или подарками непосредственно врачам или другому медицинскому персоналу больницы за лекарства; шприцы и перевязочные материалы за последние 3 месяца?","You or your family paid informally; in the hands of money or gifts directly to physicians or other medical personnel hospital for drugs; syringes and bandages over the last 3 months?"
"457","ql69.2b",457,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"458","ql69.3a",458,"i21","Для Вас покупали в аптеках вне больницы; в которой Вы лежали; лекарства; шприцы и перевязочные материалы для лечения в больнице?","For you to buy in pharmacies outside the hospital; where you were; medication; syringes and dressings for treatment in the hospital?"
"459","ql69.3b",459,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"460","ql24.1",460,"i21","Вы платили за пребывание в больнице; медицинскую помощь; лечение; не считая платы за лекарства; шприцы и перевязочные материалы; всё равно как: деньгами или подарками?","You pay for the hospital stay; health care; treatment; excluding charges for drugs; syringes and dressings; still as money or gifts?"
"461","ql70.1a",461,"i21","Вы или Ваша семья платили официально в кассу согласно офиц.правилам или офиц. прейскуранту в течение последних трех месяцев за Ваше лечение в больнице; не считая платы за лекарства; шприцы и перевязочные материалы?","You or your family officially paid in cash according to ofits.pravilam or official. pricelist in the last three months for your care in the hospital; excluding charges for drugs; syringes and dressings?"
"462","ql70.1b",462,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"463","ql70.2a",463,"i21","Вы или Ваша семья платили неофициально; в руки деньгами - без оформления каких-либо документов в течение последних трех месяцев за Ваше лечение в больнице; не считая платы за лекарства; шприцы и перевязочные материалы?","You or your family paid informally; in the hands of money - without issuing any documents in the last three months for your care in the hospital; excluding charges for drugs; syringes and dressings?"
"464","ql70.2b",464,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"465","ql70.3a",465,"i21","Вы или Ваша семья платили неофициально; в руки подарками в течение последних трех месяцев за Ваше лечение в больнице; не считая платы за лекарства; шприцы и перевязочные материалы?","You or your family paid informally; into the hands of gifts in the last three months for your care in the hospital; excluding charges for drugs; syringes and dressings?"
"466","ql70.3b",466,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"467","ql76",467,"i21","Вы обращались за стоматологической помощью; включая зубопротезирование; в течение последних трех месяцев?","You asked for dental care; including dentures; during the last three months?"
"468","ql77.1",468,"i21","Куда Вы обращались за стоматологической помощью в течение последних трех месяцев? В государственную; муниципальную поликлинику?","Where do you apply for dental care in the past three months? In the state; municipal clinic?"
"469","ql77.2",469,"i21","Куда Вы обращались за стоматологической помощью в течение последних трех месяцев? В ведомственную поликлинику?","Where do you apply for dental care in the past three months? In the departmental clinic?"
"470","ql77.3",470,"i21","Куда Вы обращались за стоматологической помощью в течение последних трех месяцев? В частную клинику; частный кабинет?","Where do you apply for dental care in the past three months? In a private clinic; private office?"
"471","ql78.1a",471,"i21","Вы или Ваша семья платили официально в кассу согласно офиц. правилам или офиц. прейскуранту медицинского учреждения за оказанные Вам стоматологические услуги; включая зубопротезирование; в течение последних трех месяцев?","You or your family officially paid in cash according to the official. regulations or official. pricelist medical institution for providing dental services to you; including dentures; during the last three months?"
"472","ql78.1b",472,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"473","ql78.2a",473,"i21","Вы или Ваша семья платили неофициально; в руки деньгами - без оформления каких-либо документов за оказанные Вам стоматологические услуги; включая зубопротезирование; в течение последних трех месяцев?","You or your family paid informally; in the hands of money - without issuing any documents provided to you for dental services; including dentures; during the last three months?"
"474","ql78.2b",474,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"475","ql78.3a",475,"i21","Вы или Ваша семья платили неофициально; в руки подарками за оказанные Вам стоматологические услуги; включая зубопротезирование; в течение последних трех месяцев?","You or your family paid informally; into the hands of gifts for dental services provided to you; including dentures; during the last three months?"
"476","ql78.3b",476,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"477","ql26",477,"i21","В течение последних трех месяцев Вы показывались медицинскому работнику для профилактического осмотра; а не потому; что были больны?","During the last three months you show HCP for routine inspection; not because; that were sick?"
"478","ql79.1a",478,"i21","Вы или Ваша семья платили официально в кассу согласно официальным правилам или официальному прейскуранту медицинского учреждения за это профилактическое обследование в течение последних трех месяцев?","You or your family officially paid in cash according to the official rules, or the official price list of medical institutions for this preventive care in the last three months?"
"479","ql79.1b",479,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"480","ql79.2a",480,"i21","Вы или Ваша семья платили неофициально; в руки деньгами - без оформления каких-либо документов за это профилактическое обследование в течение последних трех месяцев?","You or your family paid informally; in the hands of money - without issuing any documents for this preventive care in the last three months?"
"481","ql79.2b",481,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"482","ql79.3a",482,"i21","Вы или Ваша семья платили неофициально; в руки подарками за это профилактическое обследование в течение последних трех месяцев?","You or your family paid informally; into the hands of gifts for this preventive care in the last three months?"
"483","ql79.3b",483,"i21","Сколько заплатили в рублях?","How many paid in rubles?"
"484","qm1",484,"i21","Сколько килограмм Вы весите?","How many pounds you weigh?"
"485","qm2",485,"i21","А какой у Вас рост в сантиметрах?","And what is your height in centimeters?"
"486","qm2.1",486,"i21","Как изменился Ваш вес в течение последнего года?","How has your weight over the past year?"
"487","qm3",487,"i21","Как Вы оцениваете Ваше здоровье. Оно у Вас:?","How do you assess your health. It you :?"
"488","qm20.61",488,"i21","Есть ли у Вас заболевания сердца?","Do you have heart disease?"
"489","qm20.62",489,"i21","Есть ли у Вас заболевания легких?","Do you have a lung disease?"
"490","qm20.63",490,"i21","Есть ли у Вас заболевания печени?","Do you have a liver disease?"
"491","qm20.64",491,"i21","Есть ли у Вас заболевания почек?","Do you have kidney disease?"
"492","qm20.65",492,"i21","Есть ли у Вас заболевания желудочно-кишечного тракта?","Do you have a disease of the gastrointestinal tract?"
"493","qm20.66",493,"i21","Есть ли у Вас заболевания позвоночника?","Do you have a disease of the spine?"
"494","qm20.68",494,"i21","Есть ли у Вас заболевания эндокринной системы; диабет или повышенный сахар крови?","Do you have a disease of the endocrine system;"
"495","qm20.69",495,"i21","Есть ли у Вас гипертоническая болезнь; повышенное артериальное давление?","Do you have hypertension; high blood pressure?"
"496","qm20.610",496,"i21","Есть ли у Вас заболевания суставов?","Do you have a disease of the joints?"
"497","qm20.611",497,"i21","Есть ли у Вас заболевание ЛОР-органов?","Do you have a disease of upper respiratory tract?"
"498","qm20.612",498,"i21","Есть ли у Вас неврологические заболевания?","Do you have a neurological disease?"
"499","qm20.613",499,"i21","Есть ли у Вас заболевания глаз?","Do you have an eye disease?"
"500","qm20.614",500,"i21","Есть ли у Вас гинекологические заболевания?","Do you have a gynecological disease?"
"501","qm20.615",501,"i21","Есть ли у Вас аллергия?","Do you have allergies?"
"502","qm20.616",502,"i21","Есть ли у Вас варикозное расширение вен?","Do you have varicose veins?"
"503","qm20.617",503,"i21","Есть ли у Вас заболевания кожного покрова?","Do you have a disease of the skin?"
"504","qm20.618",504,"i21","Есть ли у Вас онкологические заболевания?","Do you have cancer?"
"505","qm20.67",505,"i21","Есть ли у Вас другие хронические заболевания?","Do you have any other chronic disease?"
"506","qm20.7",506,"i21","Назначена ли Вам какая-нибудь группа по инвалидности?","Do you assigned to any group disability?"
"507","qm20.8",507,"i21","Какая группа инвалидности Вам назначена?","Which group disability you assigned?"
"508","qm20.9m",508,"i21","Когда Вам была назначена инвалидность? Вспомните; пожалуйста; месяц","When you were appointed as a disability? Remember; please; month"
"509","qm20.9y",509,"i21","Когда Вам была назначена инвалидность? Вспомните; пожалуйста; год","When you were appointed as a disability? Remember; please; year"
"510","qm39",510,"i21","В течение последних 12 месяцев Вам делали хирургические операции?","Over the past 12 months did you surgeries?"
"511","qm43",511,"i21","Говорил ли Вам когда-нибудь врач; что у Вас диабет или повышенный сахар в крови?","Say whether you've ever had a doctor; that you have diabetes or high blood sugar?"
"512","qm46",512,"i21","Ставили Вам когда-нибудь диагноз инфаркт миокарда?","Put you ever been diagnosed with myocardial infarction?"
"513","qm58.1",513,"i21","Говорил ли Вам когда-нибудь врач; что у Вас повышенное артериальное давление?","Say whether you've ever had a doctor; that you have high blood pressure?"
"514","qm59",514,"i21","Ставил Вам врач диагноз инсульт (кровоизлияние в мозг)?","You put the doctor diagnosed a stroke (cerebral hemorrhage)?"
"515","qm62",515,"i21","В течение последних 12 месяцев говорил Вам врач; что у Вас анемия?","In the last 12 months the doctor told you; that you have anemia?"
"516","qm62.1",516,"i21","Говорил Вам когда-нибудь врач; что у Вас туберкулез?","I say to you someday doctor; that if you have TB?"
"517","qm62.3",517,"i21","Ставили Вам когда-нибудь диагноз гепатит; болезнь Боткина; желтуха?","Put you ever been diagnosed with hepatitis; Botkin's disease; jaundice?"
"518","qm62.5",518,"i21","Каким типом гепатита Вы болели?","What type of hepatitis you sick?"
"519","qm62.5s",519,"i21","ДРУГОЕ к вопросу m62.5s","To each question m62.5s"
"520","qm131",520,"i21","В течение последних 12 месяцев у Вас были серьёзные нервные расстройства; депрессии?","Over the past 12 months have you had serious nervous disorders; Depression?"
"521","qm64",521,"i21","Вы пользуетесь очками или контактными линзами?","Do you use glasses or contact lenses?"
"522","qm66",522,"i21","Вы пользуетесь слуховым аппаратом?","Do you use a hearing aid?"
"523","qm71",523,"i21","Вы курите в настоящее время?","Do you smoke now?"
"524","qm72",524,"i21","Вспомните; пожалуйста;когда Вы начали курить? Сколько Вам тогда было лет?","Remember; Please, when you started smoking? How old were you then?"
"525","qm73",525,"i21","В течение последних 7 дней Вы курили что-нибудь?","During the past 7 days did you smoke anything?"
"526","qm74",526,"i21","Что Вы в основном курите? Сейчас я перечислю Вам разные виды курева; а Вы скажите; пожалуйста; что Вы курите чаще всего","What do you mostly smoke? Now I will list you the different types of smokes; and you say; please; that you smoke more often"
"527","qm75",527,"i21","Сколько примерно штук сигарет или папирос Вы обычно выкуриваете за день?","About how many cigarettes or cigarettes you usually smoke per day?"
"528","qm149",528,"i21","По какой цене Вы обычно покупаете пачку сигарет; папирос; табака; которые курите?","At what price you would normally buy a pack of cigarettes; cigarettes; tobacco; who smoke?"
"529","qm150",529,"i21","Что Вы предпримите; если цены на сигареты;папиросы;табак;которые Вы обычно курите; вырастут в два раза?","What you do; if the price of cigarettes, cigarettes, tobacco, you usually smoke; rise twice?"
"530","qm77",530,"i21","Вы курили когда-нибудь?","You ever smoked?"
"531","qm78",531,"i21","Сколько лет тому назад Вы бросили курить?","How many years ago you quit smoking?"
"532","qm147",532,"i21","Вы сказали; что Вы бросили курить. Вы дали приблизительный или точный ответ?","You said; that you quit smoking. You gave an approximate or exact answer?"
"533","qm148_a",533,"i21","Не могли бы Вы дать более точный ответ? ВОЗРАСТ РЕСПОНДЕНТА БЫЛ:","Could you give a more accurate answer? AGE respondents were:"
"534","qm148_b",534,"i21","Не могли бы Вы дать более точный ответ? БОЛЕЕ ТОЧНОЕ ЧИСЛО ЛЕТ ТОМУ НАЗАД БРОСИЛ(А) КУРИТЬ","Could you give a more accurate answer? More accurate number YEARS AGO throw (A) SMOKING"
"535","qm79",535,"i21","Вспомните; пожалуйста; когда Вы начали курить? Сколько Вам тогда было лет?","Remember; please; when you started smoking? How old were you then?"
"536","qm80.0",536,"i21","Употребляете ли Вы хотя бы иногда алкогольные напитки; включая пиво?","Do you drink at least occasionally alcoholic beverages; including beer?"
"537","qm80",537,"i21","В течение последних 30 дней Вы употребляли алкогольные напитки?","In the last 30 days you drink alcoholic beverages?"
"538","qm80.1",538,"i21","В течении последних 30 дней Вы употребляли пиво?","During the last 30 days, you drink beer?"
"539","qm81",539,"i21","Как часто Вы употребляли алкогольные напитки в течение последних 30 дней?","How often do you drink alcoholic beverages during the past 30 days?"
"540","qm82.1",540,"i21","Вы пьете алкогольные напитки до еды?","Do you drink alcoholic beverages before a meal?"
"541","qm82.2",541,"i21","Вы пьете алкогольные напитки во время еды?","Do you drink alcoholic beverages during meals?"
"542","qm82.3",542,"i21","Вы пьете алкогольные напитки без еды?","Do you drink alcoholic beverages without food?"
"543","qm83.1",543,"i21","Скажите; Вы пьете алкогольные напитки дома?","tell me; Do you drink alcoholic beverages at home?"
"544","qm83.2",544,"i21","Скажите; Вы пьете алкогольные напитки в ресторанах или барах? подъездах?","tell me; Do you drink alcoholic beverages in restaurants or bars? entrances?"
"545","qm83.4",545,"i21","Скажите; Вы пьете алкогольные напитки на работе; по месту учебы?","tell me; Do you drink alcoholic beverages at work; attending college?"
"546","qm83.5",546,"i21","Скажите; Вы пьете алкогольные напитки в гостях?","tell me; Do you drink alcoholic beverages at a party?"
"547","qm84111a",547,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили пиво промышленного производства?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? You drank beer industrial production?"
"548","qm84111b",548,"i21","Сколько грамм пива промышленного производства Вы обычно выпивали за день?","How many grams of beer industrial production do you usually drink per day?"
"549","qm84111d",549,"i21","Сколько дней в месяц Вы пили пиво промышленного производства?","How many days a month you drank beer in industrial production?"
"550","qm84112a",550,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили пиво домашнее?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? You drank beer at home?"
"551","qm84112b",551,"i21","Сколько грамм пива домашнего Вы обычно выпивали за день?","How many grams of beer home you usually drink per day?"
"552","qm84112d",552,"i21","Сколько дней в месяц Вы пили пиво домашнее?","How many days a month you were drinking beer at home?"
"553","qm84.12a",553,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили брагу?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? You drank Braga?"
"554","qm84.12b",554,"i21","Сколько грамм браги Вы обычно выпивали за день?","How many grams of mash you usually drink per day?"
"555","qm84.12d",555,"i21","Сколько дней в месяц Вы пили брагу?","How many days a month you drank Braga?"
"556","qm84.8a",556,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили домашнее вино любое - виноградное; плодово-ягодное и т.п.?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? You drank homemade wine any - grape; fruit and berry, etc.?"
"557","qm84.8b",557,"i21","Сколько грамм любого домашнего вина Вы обычно выпивали за день?","How many grams of any house wine do you usually drink per day?"
"558","qm84.8d",558,"i21","Сколько дней в месяц Вы пили домашнее вино?","How many days a month you drank homemade wine?"
"559","qm84.21a",559,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили сухое вино; шампанское промышленного производства?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? You drank dry wine; champagne industrial production?"
"560","qm84.21b",560,"i21","Сколько грамм сухого вина; шампанского промышленного производства Вы обычно выпивали за день?","How many grams of dry wine; industrial production of champagne you usually drink per day?"
"561","qm84.21d",561,"i21","Сколько дней в месяц Вы пили сухое вино; шампанское промышленного производства?","How many days a month you drank dry wine; champagne industrial production?"
"562","qm84.31a",562,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили крепленое вино промышленного производства?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? You drink fortified wine manufacturing?"
"563","qm84.31b",563,"i21","Сколько грамм крепленого вина промышленного производства Вы обычно выпивали за день?","How many grams of fortified wine industrial production do you usually drink per day?"
"564","qm84.31d",564,"i21","Сколько дней в месяц Вы пили крепленое вино промышленного производства?","How many days a month you drink fortified wine manufacturing?"
"565","qm84.4a",565,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили самогон?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? You drank moonshine?"
"566","qm84.4b",566,"i21","Сколько грамм самогона Вы обычно выпивали за день?","How many grams of vodka do you usually drink per day?"
"567","qm84.4d",567,"i21","Сколько дней в месяц Вы пили самогон?","How many days a month you drank moonshine?"
"568","qm84.5a",568,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили водку или другие крепкие напитки?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? You drank vodka or other spirits?"
"569","qm84.5b",569,"i21","Сколько грамм водки или других крепких напитков Вы обычно выпивали за день?","How many grams of vodka or other strong drinks do you usually drink per day?"
"570","qm84.5d",570,"i21","Сколько дней в месяц Вы пили водку или другие крепкие напитки?","How many days a month you drank vodka or other spirits?"
"571","qm84.9a",571,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили коньяк; виски; ликеры?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? You drank brandy; whiskey; liqueurs?"
"572","qm84.9b",572,"i21","Сколько грамм коньяка; виски; ликера Вы обычно выпивали за день?","How many grams of cognac; whiskey; liquor do you usually drink per day?"
"573","qm84.9d",573,"i21","Сколько дней в месяц Вы пили коньяк; виски; ликер?","How many days a month you drank cognac; whiskey; liquor?"
"574","qm84.7a",574,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили коктейли; содержащие алкоголь?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? You drank cocktails; containing alcohol?"
"575","qm84.7b",575,"i21","Сколько грамм коктейля; содержащего алкоголь; Вы обычно выпивали за день?","How many grams of cocktail; containing alcohol; Do you usually drink per day?"
"576","qm84.7d",576,"i21","Сколько дней в месяц пили коктейли; содержащие алкоголь?","How many days a month drinking cocktails; containing alcohol?"
"577","qm84.6a",577,"i21","Сейчас я буду перечислять разные спиртные напитки; а Вы скажите; какие из них Вы пили в течение последних 30 дней? Вы пили что- нибудь другое?","Now I'm going to list the different alcoholic beverages; and you say; which do you drink in the last 30 days? Did you drink something else?"
"578","qm84.6b",578,"i21","Сколько грамм Вы обычно выпивали за день других спиртных напитков; кроме выше перечисленных?","How many grams do you usually drink per day for other alcoholic beverages; except for the above?"
"579","qm84.6d",579,"i21","Сколько дней в месяц пили что-нибудь другое?","How many days a month drinking something else?"
"580","qm84.6c",580,"i21","Что именно другое Вы пили?","What is more you drink?"
"581","qm151",581,"i21","Как часто Вы питаетесь вне дома?","How often do you eat out?"
"582","qm152",582,"i21","Удается ли Вам в целом питаться регулярно; не реже 3-х раз в день; изо дня в день?","Are you able to eat regularly as a whole; at least 3 times a day; from day to day?"
"583","qm117.0",583,"i21","За последние 30 дней Вы принимали какие-либо витамины; минеральные вещества; биологически активные добавки?","Over the past 30 days you are taking any vitamins; minerals; dietary supplements?"
"584","qm117.1",584,"i21","За последние 12 месяцев Вы сидели на какой-нибудь диете? Диетой мы считаем любое изменение в Вашеной еде именно для того; чтобы сбросить вес; похудеть; сохранить или улучшить здоровье?","Over the past 12 months, have you sat on some diet? Diet we consider any change in eating Vashenoy precisely in order; to lose weight; lose weight; maintain or improve health?"
"585","qm112a",585,"i21","Учитывая все Ваши передвижения в обычный день - на работу или учебу и обратно; в магазины или по др.делам; сколько времени Вы ходите пешком в среднем в день: часов и минут? Не включайте сюда пешие прогулки (ЧАСОВ)","Given all your movements in a normal day - at work or school and back; in shops or dr.delam; how much time do you go on foot on an average day: hours and minutes? Do not include walking (hours)"
"586","qm112b",586,"i21","Учитывая все Ваши передвижения в обычный день - на работу или учебу и обратно; в магазины или по другим делам; сколько времени Вы ходите пешком в среднем в день: часов и минут? Не включайте сюда пешие прогулки (МИНУТ)","Given all your movements in a normal day - at work or school and back; in shops or in other cases; how much time do you go on foot on an average day: hours and minutes? Do not include walking (MINUTES)"
"587","qm112.1",587,"i21","Вы пользуетесь велосипедом для того; чтобы добраться до места работы или учёбы; в магазины или по другим делам?","Do you use a bicycle in order; to get to the place of work or study; in shops or in other cases?"
"588","qm112.2a",588,"i21","Учитывая все Ваши передвижения в обычный день; сколько времени Вы ездите на велосипеде в среднем в день: часов и минут? Не включайте сюда велосипедные прогулки (часы)","Given all your movements in a normal day; how much time you cycle on an average day: hours and minutes? Do not include cycling (hours)"
"589","qm112.2b",589,"i21","Учитывая все Ваши передвижения в обычный день; сколько времени Вы ездите на велосипеде в среднем в день: часов и минут? Не включайте сюда велосипедные прогулки (минуты)","Given all your movements in a normal day; how much time you cycle on an average day: hours and minutes? Do not include cycling (minutes)"
"590","qm113.1a",590,"i21","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз бегом трусцой; катанием на коньках; лыжах?","Did you do during the last 12 months, at least 12 times jogging; ice skating; skiing?"
"591","qm113.1b",591,"i21","Сколько месяцев?","How many months?"
"592","qm113.1c",592,"i21","Сколько раз в месяц?","How many times a month?"
"593","qm113.1d",593,"i21","Сколько минут одно занятие?","How many minutes of one session?"
"594","qm11311a",594,"i21","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз упражнениями на тренажерах?","Did you do during the last 12 months, at least 12 times the exercises at the gym?"
