"nro","varcode","russian"
542,"rm79","Вспомните; пожалуйста; когда Вы начали курить? Сколько Вам тогда было лет?"
543,"rm80.0","Вы употребляете хотя бы иногда алкогольные напитки; включая пиво"
544,"rm80","В течение последних 30 дней Вы употребляли алкогольные напитки?"
545,"rm80.1","В течении последних 30 дней Вы употребляли пиво?"
546,"rm81","Как часто Вы употребляли алкогольные напитки в течение последних 30 дней?"
547,"rm82.1","Вы пьете алкогольные напитки до еды?"
548,"rm82.2","Вы пьете алкогольные напитки во время еды?"
549,"rm82.3","Вы пьете алкогольные напитки без еды?"
550,"rm83.1","Вы пьете алкогольные напитки дома?"
551,"rm83.2","Вы пьете алкогольные напитки в ресторанах или барах?"
552,"rm83.3","Вы пьете алкогольные напитки в парке; на улице; в подъезде?"
553,"rm83.4","Вы пьете алкогольные напитки на работе; по месту учебы?"
554,"rm83.5","Вы пьете алкогольные напитки в гостях?"
555,"rm84111a","Вы пили пиво промышленного производства в течение последних 30 дней?"
556,"rm84111b","Сколько грамм пива промышленного производства Вы обычно выпивали за день?"
557,"rm84111d","Сколько дней в месяц Вы пили пиво промышленного производства?"
558,"rm84112a","Вы пили пиво домашнее в течение последних 30 дней?"
559,"rm84112b","Сколько грамм пива домашнего Вы обычно выпивали за день?"
560,"rm84112d","Сколько дней в месяц Вы пили пиво домашнее?"
561,"rm84.12a","Вы пили брагу в течение последних 30 дней?"
562,"rm84.12b","Сколько грамм браги Вы обычно выпивали за день?"
563,"rm84.12d","Сколько дней в месяц Вы пили брагу?"
564,"rm84.8a","Вы пили домашнее вино любое - виноградное; плодово-ягодное и т.п. - в течение последних 30 дней?"
565,"rm84.8b","Сколько грамм любого домашнего вина Вы обычно выпивали за день?"
566,"rm84.8d","Сколько дней в месяц Вы пили домашнее вино?"
567,"rm84.21a","Вы пили сухое вино; шампанское промышленного производства в течение последних 30 дней?"
568,"rm84.21b","Сколько грамм сухого вина; шампанского промышленного производства Вы обычно выпивали за день?"
569,"rm84.21d","Сколько дней в месяц Вы пили сухое вино; шампанское промышленного производства?"
570,"rm84.31a","Вы пили крепленое вино промышленного производства; в том числе мартини; вермут в течение последних 30 дней? *В 2013 году в формулировку вопроса добавили слова  в том числе мартини; вермут"
571,"rm84.31b","Сколько грамм крепленого вина промышленного производства Вы обычно выпивали за день?"
572,"rm84.31d","Сколько дней в месяц Вы пили крепленое вино промышленного производства?"
573,"rm84.4a","Вы пили самогон в течение последних 30 дней?"
574,"rm84.4b","Сколько грамм самогона Вы обычно выпивали за день?"
575,"rm84.4d","Сколько дней в месяц Вы пили самогон?"
576,"rm84.5a","Вы пили водку или другие крепкие напитки в течение последних 30 дней?"
577,"rm84.5b","Сколько грамм водки или других крепких напитков Вы обычно выпивали за день?"
578,"rm84.5d","Сколько дней в месяц Вы пили водку или другие крепкие напитки?"
579,"rm84.9a","Вы пили коньяк; виски; ликеры в течение последних 30 дней?"
580,"rm84.9b","Сколько грамм коньяка; виски; ликера Вы обычно выпивали за день?"
581,"rm84.9d","Сколько дней в месяц Вы пили коньяк; виски; ликеры?"
582,"rm84.7a","Вы пили коктейли; содержащие алкоголь в течение последних 30 дней?"
583,"rm84.7b","Сколько грамм коктейля; содержащего алкоголь; Вы обычно выпивали за день?"
584,"rm84.7d","Сколько дней в месяц пили коктейли; содержащие алкоголь?"
585,"rm84.6a","Вы пили что-нибудь другое в течение последних 30 дней?"
586,"rm84.6b","Сколько грамм Вы обычно выпивали за день других спиртных напитков; кроме выше перечисленных?"
587,"rm84.6d","Сколько дней в месяц пили что-нибудь другое?"
588,"rm84.6c","Что именно другое Вы пили?"
589,"rm151","Как часто Вы питаетесь вне дома?"
590,"rm152","Удается ли Вам в целом питаться регулярно; не реже 3-х раз в день; изо дня в день?"
591,"rm117.0","За последние 30 дней Вы принимали какие-либо витамины; минеральные вещества; биологически активные добавки?"
592,"rm117.1","За последние 12 месяцев Вы сидели на какой-нибудь диете? Диетой мы считаем любое изменение в Вашей обычной еде именно для того; чтобы сбросить вес; похудеть; сохранить или улучшить здоровье?"
593,"rm113.1a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз бегом трусцой; катанием на коньках; лыжах?"
594,"rm113.1b","Сколько месяцев?"
595,"rm113.1c","Сколько раз в месяц?"
596,"rm113.1d","Сколько минут одно занятие?"
597,"rm11311a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз упражнениями на тренажерах?"
598,"rm11311b","Сколько месяцев?"
599,"rm11311c","Сколько раз в месяц?"
600,"rm11311d","Сколько минут одно занятие?"
601,"rm11312a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз прогулочной ходьбой?"
602,"rm11312b","Сколько месяцев?"
603,"rm11312c","Сколько раз в месяц?"
604,"rm11312d","Сколько минут одно занятие?"
605,"rm11313a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз спортивной ходьбой?"
606,"rm11313b","Сколько месяцев?"
607,"rm11313c","Сколько раз в месяц?"
608,"rm11313d","Сколько минут одно занятие?"
609,"rm11314a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз ездой на велосипеде?"
610,"rm11314b","Сколько месяцев?"
611,"rm11314c","Сколько раз в месяц?"
612,"rm11314d","Сколько минут одно занятие?"
613,"rm113.2a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз плаванием?"
614,"rm113.2b","Сколько месяцев?"
615,"rm113.2c","Сколько раз в месяц?"
616,"rm113.2d","Сколько минут одно занятие?"
617,"rm113.3a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз танцами; аэробикой; шейпингом; йогой?"
618,"rm113.3b","Сколько месяцев?"
619,"rm113.3c","Сколько раз в месяц?"
620,"rm113.3d","Сколько минут одно занятие?"
621,"rm113.4a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз баскетболом; волейболом; футболом; хоккеем?"
622,"rm113.4b","Сколько месяцев?"
623,"rm113.4c","Сколько раз в месяц?"
624,"rm113.4d","Сколько минут одно занятие?"
625,"rm113.5a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз бадминтоном; теннисом - большим или настольным?"
626,"rm113.5b","Сколько месяцев?"
627,"rm113.5c","Сколько раз в месяц?"
628,"rm113.5d","Сколько минут одно занятие?"
629,"rm11351a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз борьбой; боксом; карате?"
630,"rm11351b","Сколько месяцев?"
631,"rm11351c","Сколько раз в месяц?"
632,"rm11351d","Сколько минут одно занятие?"
633,"rm113.6a","Вы занимались в течение последних 12 месяцев по меньшей мере 12 раз чем-нибудь другим?"
634,"rm113.6b","Сколько месяцев?"
635,"rm113.6c","Сколько раз в месяц?"
636,"rm113.6d","Сколько минут одно занятие?"
637,"rm114","Какой из вариантов описания лучше всего соответствует Вашим занятиям физкультурой? Не учитывайте физические нагрузки на работе"
638,"rn1.1","Присутствуют ли на данный момент в комнате кроме респондента дети до 10 лет?"
639,"rn1.2","Присутствуют ли на данный момент в комнате кроме респондента дети старше 10 лет?"
640,"rn1.3","Присутствуют ли на данный момент в комнате кроме респондента родители?"
641,"rn1.4","Присутствует ли на данный момент в комнате кроме респондента муж или партнер?"
642,"rn1.5","Присутствуют ли на данный момент в комнате кроме респондента другие мужчины?"
643,"rn1.6","Присутствуют ли на данный момент в комнате кроме респондента другие женщины?"
644,"rn2","У Вас были когда-либо менструации?"
645,"rn4","Вы были когда-нибудь беременны; даже если эта беременность длилась всего несколько недель?"
646,"rn6","Вы рожали в течение последних 12 месяцев?"
647,"rn6.1","Сколько детей у Вас родилось в течение последних 12 месяцев?"
648,"rn30","Вы делали аборт в течение последних 12 месяцев?"
649,"rn31","Сколько абортов у Вас было в течение последних 12 месяцев?"
650,"rn31.1","Когда мы говорили об абортах; Вы учитывали мини-аборты?"
651,"rn31.2","В течение последних 12 месяцев Вы делали мини-аборт?"
652,"rn31.3","Сколько мини-абортов Вы делали в течение последних 12 месяцев?"
653,"rn60","Вы сейчас беременны?"
654,"rn72","Вы собираетесь рожать этого ребенка?"
655,"rn61m","Когда Вы ожидаете ребенка? МЕСЯЦ *В 2013 году ответ на вопрос разбит на две числовые переменные – МЕСЯЦ и ГОД. В 2011 году и ранее данный вопрос был открытым; поэтому месяц и год фиксировались в текстовой строке n61."
656,"rn61y","Когда Вы ожидаете ребенка? ГОД *В 2013 году ответ на вопрос разбит на две числовые переменные – МЕСЯЦ и ГОД. В 2011 году и ранее данный вопрос был открытым; поэтому месяц и год фиксировались в текстовой строке n61."
657,"rh11","Номер взрослого члена семьи; отвечавшего на вопросы детского вопросника"
658,"rk3.2s","ДРУГОЕ к rk3.2 - Вы учитесь в...?"
659,"rk3.3","Кому принадлежит школа; которую посещает Ваш ребенок?"
660,"rk3.4","Как бы Вы оценили (его/ее) успеваемость…? *В 2013 году добавили вариант ответа 99999996 'ОЦЕНКИ НЕ СТАВЯТ '"
661,"rk7.1","(Он/она) посещает уроки физкультуры в школе?"
662,"rk7.2","Как часто (он/она) занимается физкультурой во время школьных занятий - на уроках?"
663,"rk7.3.1a","(Он/она) занимается во время школьных занятий карате; дзюдо; самбо; борьбой; боксом; гимнастикой?"
664,"rk7.3.1b","Сколько часов и минут в неделю (он/она) занимается во время школьных занятий карате; дзюдо; самбо; борьбой; боксом; гимнастикой? (ЧАСОВ)"
665,"rk7.3.1c","Сколько часов и минут в неделю (он/она) занимается во время школьных занятий карате; дзюдо; самбо; борьбой; боксом; гимнастикой? (МИНУТ)"
666,"rk7.3.2a","(Он/она) занимается во время школьных занятий подвижными спортивными играми: бадминтон; теннис; футбол; баскетбол; волейбол; хоккей или плавание?"
667,"rk7.3.2b","Сколько часов и минут в неделю (он/она) занимается во время школьных занятий подвижными спортивными играми: бадминтон; теннис; футбол; баскетбол; волейбол; хоккей или плавание? (ЧАСОВ)"
668,"rk7.3.2c","Сколько часов и минут в неделю (он/она) занимается во время школьных занятий подвижными спортивными играми: бадминтон; теннис; футбол; баскетбол; волейбол; хоккей или плавание? (МИНУТ)"
669,"rk7.3.3a","(Он/она) занимается во время школьных занятий легкой атлетикой; лыжами; коньками?"
670,"rk7.3.3b","Сколько часов и минут в неделю (он/она) занимается во время школьных занятий легкой атлетикой; лыжами; коньками? (ЧАСОВ)"
671,"rk7.3.3c","Сколько часов и минут в неделю (он/она) занимается во время школьных занятий легкой атлетикой; лыжами; коньками? (МИНУТ)"
672,"rk7.3.4a","(Он/она) занимается во время школьных занятий другими видами физической активности?"
673,"rk7.3.4b","Сколько часов и минут в неделю (он/она) занимается во время школьных занятий другими видами физической активности? (ЧАСОВ)"
674,"rk7.3.4c","Сколько часов и минут в неделю (он/она) занимается во время школьных занятий другими видами физической активности? (МИНУТ)"
675,"rk7.4","(Он/она) занимается физкультурой и спортом до или после уроков (занятия с тренером или просто подвижные игры во дворе - футбол; салочки; классики; прятки; езда на велосипеде; роликах и т.п.)?"
676,"rk7.5","Как часто (он/она) занимается физкультурой и спортом; включая подвижные игры во дворе; до или после уроков?"
677,"rk7.6.1a","(Он/она) занимается до или после уроков каратэ; дзюдо; самбо; борьбой; боксом; гимнастикой?"
678,"rk7.6.1b","Сколько часов и минут в неделю (он/она) занимается до или после уроков каратэ; дзюдо; самбо; борьбой; боксом; гимнастикой? (ЧАСОВ)"
679,"rk7.6.1c","Сколько часов и минут в неделю (он/она) занимается до или после уроков каратэ; дзюдо; самбо; борьбой; боксом; гимнастикой? (МИНУТ)"
680,"rk7.6.2a","(Он/она) занимается до или после уроков подвижными спортивными играми: бадминтон; теннис; футбол; баскетбол; волейбол; хоккей или плавание?"
681,"rk7.6.2b","Сколько часов и минут в неделю (он/она) занимается до или после уроков подвижными спортивными играми: бадминтон; теннис; футбол; баскетбол; волейбол; хоккей или плавание? (ЧАСОВ)"
682,"rk7.6.2c","Сколько часов и минут в неделю (он/она) занимается до или после уроков подвижными спортивными играми: бадминтон; теннис; футбол; баскетбол; волейбол; хоккей или плавание? (МИНУТ)"
683,"rk7.6.3a","(Он/она) занимается до или после уроков легкой атлетикой; лыжами; коньками; роликами?"
684,"rk7.6.3b","Сколько часов и минут в неделю (он/она) занимается до или после уроков легкой атлетикой; лыжами; коньками; роликами? (ЧАСОВ)"
685,"rk7.6.3c","Сколько часов и минут в неделю (он/она) занимается до или после уроков легкой атлетикой; лыжами; коньками; роликами? (МИНУТ)"
686,"rk7.6.4a","(Он/она) занимается до или после уроков другими видами физической активности; например; салочки; прятки; катание на велосипеде?"
687,"rk7.6.4b","Сколько часов и минут в неделю (он/она) занимается до или после уроков другими видами физической активности; например; салочки; прятки; катание на велосипеде? (ЧАСОВ)"
688,"rk7.6.4c","Сколько часов и минут в неделю (он/она) занимается до или после уроков другими видами физической активности; например; салочки; прятки; катание на велосипеде? (МИНУТ)"
689,"rk761.1a","Занимается (он/она) до или после школьных уроков рисованием или музыкой?"
690,"rk761.1b","Сколько часов и минут в неделю (он/она)занимается рисованием или музыкой? (ЧАСОВ)"
691,"rk761.1c","Сколько часов и минут в неделю(он/она)занимается рисованием или музыкой? (МИНУТ)"
692,"rk761.2a","Занимается (он/она) до или после школьных уроков танцами; фотографией; театром или какими-то другими видами художественного творчества?"
693,"rk761.2b","Сколько часов и минут в неделю (он/она) занимается танцами; фотографией; театром или какими-то другими видами художественного творчества? (ЧАСОВ)"
694,"rk761.2c","Сколько часов и минут в неделю (он/она) занимается танцами; фотографией; театром или какими-то другими видами художественного творчества? (МИНУТ)"
695,"rk761.3a","Занимается (он/она) до или после школьных уроков в кружках юного техника; технического моделирования; юного натуралиста; лепкой; выпиливанием или другими видами технического и прикладного творчества?"
696,"rk761.3b","Сколько часов и минут в неделю (он/она) занимается в кружках технического и прикладного творчества? (ЧАСОВ)"
697,"rk761.3c","Сколько часов и минут в неделю (он/она) занимается в кружках технического и прикладного творчества? (МИНУТ)"
698,"rk761.4a","Занимается (он/она) до или после школьных уроков углубленным изучением компьютерных технологий?"
699,"rk761.4b","Сколько часов и минут в неделю (он/она)занимается углубленным изучением компьютерных технологий? (ЧАСОВ)"
700,"rk761.4c","Сколько часов и минут в неделю (он/она)занимается углубленным изучением компьютерных технологий? (МИНУТ)"
701,"rk761.5a","Занимается (он/она) до или после школьных уроков иностранным языком?"
702,"rk761.5b","Сколько часов и минут в неделю (он/она)занимается иностранным языком? (ЧАСОВ)"
703,"rk761.5c","Сколько часов и минут в неделю (он/она)занимается иностранным языком? (МИНУТ)"
704,"rk761.6a","Занимается (он/она) до или после школьных уроков какими-то еще предметами; выбранными родителями или ребенком; для получения дополнительных знаний?"
705,"rk761.6b","Сколько часов и минут в неделю (он/она)занимается какими-то еще предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ)"
706,"rk761.6c","Сколько часов и минут в неделю (он/она)занимается какими-то еще предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (МИНУТ)"
707,"rk7.7.1a","До или после школьных уроков (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры?"
708,"rk7.7.1b","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (ЧАСОВ)"
709,"rk7.7.1c","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (МИНУТ)"
710,"rk7.7.7a","До или после школьных уроков (он/она) сидит в Интернете или локальной сети?"
711,"rk7.7.7b","Сколько часов и минут в день (он/она) сидит в Интернете или локальной сети? (ЧАСОВ)"
712,"rk7.7.7c","Сколько часов и минут в день (он/она)сидит в Интернете или локальной сети? (МИНУТ)"
713,"rk7.7.3a","До или после школьных уроков (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки?"
714,"rk7.7.3b","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (ЧАСОВ)"
715,"rk7.7.3c","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (МИНУТ)"
716,"rk7.7.6a","До или после школьных уроков (он/она) читает?"
717,"rk7.7.6b","Сколько часов и минут в день (он/она) читает? (ЧАСОВ)"
718,"rk7.7.6c","Сколько часов и минут в день (он/она) читает? (МИНУТ)"
719,"rk7.7.4a","До или после школьных уроков (он/она) делает уроки?"
720,"rk7.7.4b","Сколько часов и минут в день (он/она) делает уроки? (ЧАСОВ)"
721,"rk7.7.4c","Сколько часов и минут в день (он/она) делает уроки? (МИНУТ)"
722,"rk771.1a","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками различными видами физической активности; спортом? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ"
723,"rk771.1b","Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (ЧАСОВ)"
724,"rk771.1c","Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (МИНУТ)"
725,"rk771.2a","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками творчеством и ремеслами? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ"
726,"rk771.2b","Сколько часов и минут в неделю (он/она) занимается творчеством и ремеслами? (ЧАСОВ)"
727,"rk771.2c","Сколько часов и минут в неделю (он/она) занимается творчеством и ремеслами? (МИНУТ)"
728,"rk771.3a","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками подготовкой уроков; домашних заданий? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ"
729,"rk771.3b","Сколько часов и минут в неделю (он/она) занимается подготовкой уроков; домашних заданий? (ЧАСОВ)"
730,"rk771.3c","Сколько часов и минут в неделю (он/она) занимается подготовкой уроков; домашних заданий? (МИНУТ)"
731,"rk771.4a","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ"
732,"rk771.4b","Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ)"
733,"rk771.4c","Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (МИНУТ)"
734,"rj360.4","У Вас лично есть портативная развлекательная система PSP (пи-эс-пи) или что-то подобное? *В 2013 году в формулировку вопроса добавлены слова или что-то подобное"
735,"rk7.8.1","Как (он/она) добирается до школы? *В 2013 году добавлен вариант ответа 99999996 'ОБУЧАЕТСЯ ДОМА '"
736,"rk7.8.2a","Сколько всего часов и минут занимает у (него/нее) дорога туда и обратно? (ЧАСОВ)"
737,"rk7.8.2b","Сколько всего часов и минут занимает у (него/нее) дорога туда и обратно? (МИНУТ)"
738,"rk8.1","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что пойдет в школу через год или два?"
739,"rk8.2","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что у (него/нее) плохое здоровье; посещать школу не может?"
740,"rk8.3","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что (он/она) отчислен(а) из школы?"
741,"rk8.4","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что семья хочет дать (ему/ей) домашнее образование?"
742,"rk8.5","Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что близко от дома нет школы?"
743,"rk8.7","Почему (он/она) сейчас не учится в общеобразовательной школе? (Oн/она) не хочет учиться? *В 2013 году добавили этот подвопрос. Ранее респонденты с этой причиной попадали в пункт  k8.6 (Другое)"
744,"rk8.8","Почему (он/она) сейчас не учится в общеобразовательной школе? Ребенок вынужден работать; чтобы помогать семье *В 2013 году добавили этот подвопрос. Ранее респонденты с этой причиной попадали в пункт  k8.6 (Другое)"
745,"rk8.6","Почему (он/она) сейчас не учится в общеобразовательной школе? По другим причинам? *В 2013 году добавили  подвопросы k8.7 и k8.8. Ранее респонденты с этими причинами попадали в пункт  k8.6 (Другое)"
746,"rk8_1","(Он/она) сейчас посещает какое-нибудь детское дошкольное учреждение?"
747,"rk8_2","Кому принадлежит детское дошкольное учреждение; которое посещает Ваш ребенок?"
748,"rk8.a.1a","Скажите мне; пожалуйста; (он/она) занимается карате; дзюдо; гимнастикой; теннисом; плаванием?"
749,"rk8.a.1b","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается карате; дзюдо; гимнастикой; теннисом; плаванием? (ЧАСОВ)"
750,"rk8.a.1c","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается карате; дзюдо; гимнастикой; теннисом; плаванием? (МИНУТ)"
751,"rk8.a.2a","Скажите мне; пожалуйста; (он/она) играет в мячик; катается на коньках; на велосипеде; на роликах?"
752,"rk8.a.2b","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет в мячик; катается на коньках; на велосипеде; на роликах? (ЧАСОВ)"
753,"rk8.a.2c","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет в мячик; катается на коньках; на велосипеде; на роликах? (МИНУТ)"
754,"rk8.a.3a","Скажите мне; пожалуйста; (он/она) занимается танцами; бегает; прыгаете; играет в классики; в прятки?"
755,"rk8.a.3b","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается танцами; бегает; прыгает; играет в классики; в прятки? (ЧАСОВ)"
756,"rk8.a.3c","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) занимается танцами; бегает; прыгает; играет в классики; в прятки? (МИНУТ)"
757,"rk8.a.4a","Скажите мне; пожалуйста; (он/она) играет сидя: на лавочке; в песочнице?"
758,"rk8.a.4b","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет сидя: на лавочке; в песочнице? (ЧАСОВ)"
759,"rk8.a.4c","Скажите мне; пожалуйста; сколько часов и минут в неделю (он/она) играет сидя: на лавочке; в песочнице? (МИНУТ)"
760,"rk8.13","(Он/она) занимается регулярно физкультурой и спортом в детском дошкольном учреждении; секции или дома?"
761,"rk81311a","(Он/она) занимается рисованием или музыкой?"
762,"rk81311b","Сколько часов и минут в неделю (он/она) занимается рисованием или музыкой? (ЧАСОВ)"
763,"rk81311c","Сколько часов и минут в неделю (он/она) занимается рисованием или музыкой? (МИНУТ)"
764,"rk81312a","(Он/она) занимается театром; рукоделием; танцами или каким-то другим творчеством?"
765,"rk81312b","Сколько часов и минут в неделю (он/она) занимается театром; рукоделием; танцами или каким-то другим творчеством? (ЧАСОВ)"
766,"rk81312c","Сколько часов и минут в неделю (он/она) занимается театром; рукоделием; танцами или каким-то другим творчеством? (МИНУТ)"
767,"rk81314a","(Он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний?"
768,"rk81314b","Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ)"
769,"rk81314c","Сколько часов и минут в неделю (он/она) занимается какими-то предметами; выбранными родителями или ребенком; для получения дополнительных знаний? (МИНУТ)"
770,"rk81315a","(Он/она) занимается иностранным языком?"
771,"rk81315b","Сколько часов и минут в неделю (он/она) занимается иностранным языком? (ЧАСОВ)"
772,"rk81315c","Сколько часов и минут в неделю (он/она) занимается иностранным языком? (МИНУТ)"
773,"rk8.151a","(Он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры?"
774,"rk8.151b","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (ЧАСОВ)"
775,"rk8.151c","Сколько часов и минут в день (он/она) смотрит телевизор; видео; играет в видео- или компьютерные игры? (МИНУТ)"
776,"rk8.153a","(Он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки?"
777,"rk8.153b","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (ЧАСОВ)"
778,"rk8.153c","Сколько часов и минут в день (он/она) играет в игры - в машинки; куклы; конструкторы; шахматы; шашки? (МИНУТ)"
779,"rk8.152a","(Он/она) читает или слушает чтение; когда (ему/ей) читают?"
780,"rk8.152b","Сколько часов и минут в день (он/она) читает или слушает чтение; когда (ему/ей) читают? (ЧАСОВ)"
781,"rk8.152c","Сколько часов и минут в день (он/она) читает или слушает чтение; когда (ему/ей) читают? (МИНУТ)"
782,"rk81511a","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками различными видами физической активности; спортом? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ"
783,"rk81511b","Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (ЧАСОВ)"
784,"rk81511c","Сколько часов и минут в неделю (он/она) занимается различными видами физической активности; спортом? (МИНУТ)"
785,"rk81512a","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками творчеством? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ"
786,"rk81512b","Сколько часов и минут в неделю (он/она) занимается творчеством? (ЧАСОВ)"
787,"rk81512c","Сколько часов и минут в неделю (он/она) занимается творчеством? (МИНУТ)"
788,"rk81513a","(Он/она) занимается под руководством или вместе с родителями; взрослыми родственниками по предметам; выбранным родителями или ребенком; для получения дополнительных знаний? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками). В 2013 году вариант ответа 99999996 НЕ ОТНОСИТСЯ заменен ответом НЕ ЗАНИМАЕТСЯ ЭТИМ"
789,"rk81513b","Сколько часов и минут в неделю (он/она) занимается по предметам; выбранным родителями или ребенком; для получения дополнительных знаний? (ЧАСОВ)"
790,"rk81513c","Сколько часов и минут в неделю(он/она) занимается по предметам; выбранным родителями или ребенком; для получения дополнительных знаний? (МИНУТ)"
791,"rk816.1a","В течение последних 12 месяцев Ваш ребенок посещал(а) театры; музеи; выставки; зоопарк; цирк и другие культурно-зрелищные мероприятия?"
792,"rk816.1b","Сколько раз за последние 12 месяцев Ваш ребенок посещал(а) культурно-зрелищные мероприятия с родителями; взрослыми родственниками? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками)."
793,"rk816.1c","Сколько раз за последние 12 месяцев Ваш ребенок посещал(а) культурно-зрелищные мероприятия без родителей; родственников?"
794,"rk816.2a","В течение последних 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях; в поездках; походах и т.п.?"
795,"rk816.2b","Сколько раз за последние 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях; в поездках; походах и т.п. с родителями; взрослыми родственниками? *В 2013 году в формулировку вопроса добавлено слово взрослыми (родственниками)."
796,"rk816.2c","Сколько раз за последние 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях; в поездках; походах и т.п. без родителей; родственников?"
797,"rk8.17","Кто-нибудь из родителей проводил с Вашим ребенком отпуск в последние 12 месяцев?"
798,"rk8.18","Ваш ребенок встречается со сверстниками (вне детского сада/вне школы)?"
799,"rk8.19.1","(Он/она) гуляет во дворе с друзьями?"
800,"rk8.19.2","(Он/она) общается с друзьями у Вас дома или в гостях?"
801,"rk8.19.3","(Он/она) общается в кружках; секциях; на курсах?"
802,"rk8.19.4","(Он/она) общается на экскурсиях; в кино; театрах; на детских праздниках вне дома?"
803,"rk8.20","Как часто (он/она) встречается со сверстниками (вне детского сада/вне школы)?"
