"","varcode","nro","wave","russian","english"
"1052","qh2423.2",1052,"h21","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","Evaluate your expenses in rubles: Fee for preparatory courses in (your nursery / kindergarten, school)"
"1053","qh2413.3",1053,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","In the last 12 months have been spending your family; associated with the receipt of the third child in (these nursery / kindergarten this / that school): Fee for preparatory courses is (your creche / kindergarten, school)"
"1054","qh2423.3",1054,"h21","Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","Evaluate your expenses in rubles: Fee for preparatory courses is (your creche / kindergarten, school)"
"1055","qh2413.4",1055,"h21","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступл.3-го ребенка в (эти ясли/дет.сад/школу): Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка к яслям/дет.саду/школе)","In the last 12 months, your family were spending; svyaz.s postupl.3 second child in (these nurseries / det.sad / school): Fee for tutoring, speech therapists, psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1056","qh2423.4",1056,"h21","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка к яслям/дет.саду/школе)","Evaluate your expenses in rubles: Fee for tutoring, speech therapists, psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1057","qh2413.6",1057,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое","In the last 12 months have been spending your family; associated with the receipt of the third child in (these nursery / kindergarten this / that school): Other"
"1058","qh24136s",1058,"h21","Другое; что именно к h2413.6:","Other; what to h2413.6:"
"1059","qh2423.6",1059,"h21","Оцените Ваши затраты в рублях: Другое","Evaluate your expenses in rubles: Other"
"1060","qh23_4",1060,"h21","В каком году 4-й ребенок пошел в (эти ясли/ этот детский сад/ эту школу)?","In what year was the 4th child went to (these nursery / kindergarten this / that school)?"
"1061","qh241.4",1061,"h21","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 4-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ)","0 - there was EXPENSES; Were linked to the 4th child in (these KINDERGARTEN / this kindergarten / the school)"
"1062","qh2414.1",1062,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме","In the last 12 months have been spending your family; associated with the arrival of the 4th child in (these nursery / kindergarten this / that school): The entrance fee; including in the form of donations or in-kind"
"1063","qh2424.1",1063,"h21","Оцените Ваши затраты в рублях: Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме","Evaluate your expenses in rubles: The entrance fee; including in the form of donations or in-kind"
"1064","qh2414.2",1064,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","In the last 12 months have been spending your family; associated with the arrival of the 4th child in (these nursery / kindergarten this / that school): Fee for preparatory courses in (your nursery / kindergarten, school)"
"1065","qh2424.2",1065,"h21","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду; школе)","Evaluate your expenses in rubles: Fee for preparatory courses in (your nursery / kindergarten, school)"
"1066","qh2414.3",1066,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","In the last 12 months have been spending your family; associated with the arrival of the 4th child in (these nursery / kindergarten this / that school): Fee for preparatory courses is (your creche / kindergarten, school)"
"1067","qh2424.3",1067,"h21","Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)","Evaluate your expenses in rubles: Fee for preparatory courses is (your creche / kindergarten, school)"
"1068","qh2414.4",1068,"h21","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступл.4-го ребенка в (эти ясли/дет.сад/школу): Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка к яслям/дет.саду/школе)","In the last 12 months, your family were spending; svyaz.s postupl.4 second child in (these nurseries / det.sad / school): Fee for tutoring, speech therapists, psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1069","qh2424.4",1069,"h21","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка к яслям/дет.саду/школе)","Evaluate your expenses in rubles: Fee for tutoring, speech therapists, psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)"
"1070","qh2414.6",1070,"h21","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое","In the last 12 months have been spending your family; associated with the arrival of the 4th child in (these nursery / kindergarten this / that school): Other"
"1071","qh24146s",1071,"h21","Другое; что именно к h2414.6","Other; what to h2414.6"
"1072","qh2424.6",1072,"h21","Оцените Ваши затраты в рублях: Другое","Evaluate your expenses in rubles: Other"
"1073","qh25.1.1",1073,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?","Exactly how to make payments in (your nursery / det.sad / school) for the 1st child: On a bank account or accounts (creche / kindergarten / school) with the issuance of the payment?"
"1074","qh25.1.2",1074,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?","Exactly how to make payments in (your nursery / det.sad / school) for the 1st child: some goods or materials in the (nursery / kindergarten / school)?"
"1075","qh25.1.3",1075,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: Просто в руки кому-то из сотрудников?","Exactly how to make payments in (your nursery / det.sad / school) for the 1st child: Just in the hands of someone from the staff?"
"1076","qh25.1.6",1076,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: По-другому?","Exactly how to make payments in (your nursery / det.sad / school) for the 1st child: In another way?"
"1077","qh25.16s",1077,"h21","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка; как именно:","In another way to make payments in (your nursery / det.sad / school) for the 1st child; as follows:"
"1078","qh25.2.1",1078,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?","Exactly how to make payments in (your nursery / det.sad / school) for the 2nd child: On a bank account or accounts (creche / kindergarten / school) with the issuance of the payment?"
"1079","qh25.2.2",1079,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?","Exactly how to make payments in (your nursery / det.sad / school) for the 2nd child: some goods or materials in the (nursery / kindergarten / school)?"
"1080","qh25.2.3",1080,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: Просто в руки кому-то из сотрудников?","Exactly how to make payments in (your nursery / det.sad / school) for the 2nd child: Just in the hands of someone from the staff?"
"1081","qh25.2.6",1081,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: По-другому?","Exactly how to make payments in (your nursery / det.sad / school) for the 2nd child: In another way?"
"1082","qh25.26s",1082,"h21","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка; как именно:","In another way to make payments in (your nursery / det.sad / school) for the 2nd child; as follows:"
"1083","qh25.3.1",1083,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?","Exactly how to make payments in (your nursery / det.sad / school) for the 3rd child: On a bank account or accounts (creche / kindergarten / school) with the issuance of the payment?"
"1084","qh25.3.2",1084,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?","Exactly how to make payments in (your nursery / det.sad / school) for the 3rd child: some goods or materials in the (nursery / kindergarten / school)?"
"1085","qh25.3.3",1085,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: Просто в руки кому-то из сотрудников?","Exactly how to make payments in (your nursery / det.sad / school) for the 3rd child: Just in the hands of someone from the staff?"
"1086","qh25.3.6",1086,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: По-другому?","Exactly how to make payments in (your nursery / det.sad / school) for the 3rd child: In another way?"
"1087","qh25.36s",1087,"h21","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка; как именно:","In another way to make payments in (your nursery / det.sad / school) for the third child; as follows:"
"1088","qh25.4.1",1088,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?","Exactly how to make payments in (your nursery / det.sad / school) for the 4th child: On a bank account or accounts (creche / kindergarten / school) with the issuance of the payment?"
"1089","qh25.4.2",1089,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?","Exactly how to make payments in (your nursery / det.sad / school) for the 4th child: some goods or materials in the (nursery / kindergarten / school)?"
"1090","qh25.4.3",1090,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: Просто в руки кому-то из сотрудников?","Exactly how to make payments in (your nursery / det.sad / school) for the 4th child: Just in the hands of someone from the staff?"
"1091","qh25.4.6",1091,"h21","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: По-другому?","Exactly how to make payments in (your nursery / det.sad / school) for the 4th child: In another way?"
"1092","qh25.46s",1092,"h21","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка; как именно:","In another way to make payments in (your nursery / det.sad / school) for the 4th child; as follows:"
"1093","qh26.1",1093,"h21","Ваша семья платила за учебники и учебные пособия; по которым 1-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pay for textbooks and teaching aids; which 1st child engaged in this academic year? Do not include the cost of kants.tovary here and stuff. If so; how much you paid?"
"1094","qh26.2",1094,"h21","Ваша семья платила за учебники и учебные пособия; по которым 2-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pay for textbooks and teaching aids; which 2nd child engaged in this academic year? Do not include the cost of kants.tovary here and stuff. If so; how much you paid?"
"1095","qh26.3",1095,"h21","Ваша семья платила за учебники и учебные пособия; по которым 3-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pay for textbooks and teaching aids; which third child engaged in this academic year? Do not include the cost of kants.tovary here and stuff. If so; how much you paid?"
"1096","qh26.4",1096,"h21","Ваша семья платила за учебники и учебные пособия; по которым 4-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?","Your family pay for textbooks and teaching aids; in which the 4th child engaged in this academic year? Do not include the cost of kants.tovary here and stuff. If so; how much you paid?"
"1097","qh27.1",1097,"h21","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.1-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь;и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?","(In addition to the cost of textbooks); your family spend anything on podgot.1 second child to the current."
"1098","qh27.2",1098,"h21","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.2-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?","(In addition to the cost of textbooks); your family spend anything on podgot.2 second child to the current. uchebn.godu: kants.prinadl., necessary clothing, footwear and pr.obyazat.v (det.sad / school) things? If so, how much you spent on all this?"
"1099","qh27.3",1099,"h21","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.3-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?","(In addition to the cost of textbooks); your family spend anything on podgot.3 second child to the current. uchebn.godu: kants.prinadl., necessary clothing, footwear and pr.obyazat.v (det.sad / school) things? If so, how much you spent on all this?"
"1100","qh27.4",1100,"h21","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.4-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?","(In addition to the cost of textbooks); your family spend anything on podgot.4 second child to the current. uchebn.godu: kants.prinadl., necessary clothing, footwear and pr.obyazat.v (det.sad / school) things? If so, how much you spent on all this?"
"1101","qh28.1",1101,"h21","Ваша семья платит за пребывание 1-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?","Your family pays for the stay of the 1st child in the manger / in det.sad / fees for the main program at the school on the basis of a contract or any other official document?"
"1102","qh28.2",1102,"h21","Ваша семья платит за пребывание 2-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?","Your family pays for staying 2nd child in the manger / in det.sad / fees for the main program at the school on the basis of the contract or any other official document?"
"1103","qh28.3",1103,"h21","Ваша семья платит за пребывание 3-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?","Your family pays for staying third child in the manger / in det.sad / fees for the main program at the school under the contract or any other official document?"
"1104","qh28.4",1104,"h21","Ваша семья платит за пребывание 4-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?","Your family pays for the stay of the 4th child in the manger / in det.sad / fees for the main program at the school on the basis of a contract or any other official document?"
"1105","qh29.1",1105,"h21","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 1-го ребенка?","How many rubles on average you pay per month (training / stay) 1st child?"
"1106","qh29.2",1106,"h21","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 2-го ребенка?","How many rubles on average you pay per month (training / stay) 2nd child?"
"1107","qh29.3",1107,"h21","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 3-го ребенка?","How many rubles on average you pay per month (training / stay) third child?"
"1108","qh29.4",1108,"h21","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 4-го ребенка?","How many rubles on average you pay per month (training / stay) 4th child?"
"1109","qh30.1",1109,"h21","1-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?","1st child attends any dopolnit.zanyatiya on subjects in (det.sad / school); not included in the basic program; but it is strongly recommended to visit the workers (det.sad / school)?"
"1110","qh30.2",1110,"h21","2-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?","2nd child attends any dopolnit.zanyatiya on subjects in (det.sad / school); not included in the basic program; but it is strongly recommended to visit the workers (det.sad / school)?"
"1111","qh30.3",1111,"h21","3-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?","3rd child attends any dopolnit.zanyatiya on subjects in (det.sad / school); not included in the basic program; but it is strongly recommended to visit the workers (det.sad / school)?"
"1112","qh30.4",1112,"h21","4-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?","4th child attends any dopolnit.zanyatiya on subjects in (det.sad / school); not included in the basic program; but it is strongly recommended to visit the workers (det.sad / school)?"
"1113","qh31.1",1113,"h21","Сколько рублей в среднем за месяц обучения Вы платите за 1-го ребенка за эти дополнительные занятия?","How many rubles per month on average teaching you pay for 1st child for these extra lessons?"
"1114","qh31.2",1114,"h21","Сколько рублей в среднем за месяц обучения Вы платите за 2-го ребенка за эти дополнительные занятия?","How many rubles per month on average teaching you pay for 2nd child for these extra lessons?"
"1115","qh31.3",1115,"h21","Сколько рублей в среднем за месяц обучения Вы платите за 3-го ребенка за эти дополнительные занятия?","How many rubles on average per month of training, you are paying for the third child for these extra lessons?"
"1116","qh31.4",1116,"h21","Сколько рублей в среднем за месяц обучения Вы платите за 4-го ребенка за эти дополнительные занятия?","How many rubles on average per month of training, you are paying for the 4th child for these extra lessons?"
"1117","qh32.1",1117,"h21","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 1-го ребенка?","Who shall first determine the amount of payment for these extra classes for the 1st child?"
"1118","qh32.1s",1118,"h21","Другие; кто именно?","other; Who is it?"
"1119","qh32.2",1119,"h21","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 2-го ребенка?","Who shall first determine the amount of payment for these extra classes for 2nd child?"
"1120","qh32.2s",1120,"h21","Другие; кто именно?","other; Who is it?"
"1121","qh32.3",1121,"h21","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 3-го ребенка?","Who shall first determine the amount of payment for these extra classes for the third child?"
"1122","qh32.3s",1122,"h21","Другие; кто именно?","other; Who is it?"
"1123","qh32.4",1123,"h21","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 4-го ребенка?","Who shall first determine the amount of payment for these extra classes for 4th child?"
"1124","qh32.4s",1124,"h21","Другие; кто именно?","other; Who is it?"
"1125","qh331.1",1125,"h21","1-ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами? Это могут быть занятия как в (саду/школе; так и вне (него/нее).","1 child attends any optional supplement. classes in academic subjects; you have chosen for yourself? This can be a class in (garden / school; and outside (him / her)."
"1126","qh331.2",1126,"h21","2-ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами могут быть занятия как в (саду/школе); так и вне (него/нее).","2-child visits any optional supplement. classes in academic subjects; you have chosen for yourself can be a class in (garden / school); or is (him / her)."
"1127","qh331.3",1127,"h21","3-ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами? Это могут быть занятия как в (саду/школе); так и вне (него/нее).","3 child attends any optional supplement. classes in academic subjects; you have chosen for yourself? This can be a class in (garden / school); or is (him / her)."
"1128","qh331.4",1128,"h21","4-ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами? Это могут быть занятия как в (саду/школе); так и вне (него/нее).","4 child attends any optional supplement. classes in academic subjects; you have chosen for yourself? This can be a class in (garden / school); or is (him / her)."
"1129","qh3321.1",1129,"h21","Где именно 1-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)?","Exactly where the 1st child attends classes for these additional academic subjects: B (your kindergarten / your school)?"
"1130","qh3331.1",1130,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе)","How many rubles on average per month you pay extra lessons (your kindergarten / your school)"
"1131","qh3321.2",1131,"h21","Где именно 1-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?","Exactly where the 1st child attends classes for these additional academic subjects: In another institution; eg., the courses; in circles; in clubs, in others. (gardens / schools) or in specialized schools?"
"1132","qh3331.2",1132,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?","How many rubles on average per month you pay extra classes at another institution; eg., the courses; in circles; in clubs, in others. (gardens / schools) or in specialized schools?"
"1133","qh3321.3",1133,"h21","Где именно1-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами; частными преподавателями?","Where imenno1 second child attends classes for these additional academic subjects: with a tutor; private tutors?"
"1134","qh3331.3",1134,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий с репетиторами; частными преподавателями?","How many rubles on average per month you pay extra tutoring; private tutors?"
"1135","qh3322.1",1135,"h21","Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)?","Where is the 2nd child attends classes for these additional academic subjects: B (your kindergarten / your school)?"
"1136","qh3332.1",1136,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе)","How many rubles on average per month you pay extra lessons (your kindergarten / your school)"
"1137","qh3322.2",1137,"h21","Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?","Where is the 2nd child attends classes for these additional academic subjects: In another institution; eg., the courses; in circles; in clubs, in others. (gardens / schools) or in specialized schools?"
"1138","qh3332.2",1138,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах","How many rubles on average per month you pay extra classes at another institution; eg., the courses; in circles; in clubs, in others. (gardens / schools) or in specialized schools"
"1139","qh3322.3",1139,"h21","Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами; частными преподавателями?","Where is the 2nd child attends classes for these additional academic subjects: with a tutor; private tutors?"
"1140","qh3332.3",1140,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий с репетиторами; частными преподавателями","How many rubles on average per month you pay extra tutoring; private tutors"
"1141","qh3323.1",1141,"h21","Где именно 3-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)?","Where is the third child attends classes for these additional academic subjects: B (your kindergarten / your school)?"
"1142","qh3333.1",1142,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе)","How many rubles on average per month you pay extra lessons (your kindergarten / your school)"
"1143","qh3323.2",1143,"h21","Где именно 3-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?","Where is the third child attends classes for these additional academic subjects: In another institution; eg., the courses; in circles; in clubs, in others. (gardens / schools) or in specialized schools?"
"1144","qh3333.2",1144,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?","How many rubles on average per month you pay extra classes at another institution; eg., the courses; in circles; in clubs, in others. (gardens / schools) or in specialized schools?"
"1145","qh3323.3",1145,"h21","Где именно 3-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами; частными преподавателями?","Where is the third child attends classes for these additional academic subjects: with a tutor; private tutors?"
"1146","qh3333.3",1146,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий с репетиторами; частными преподавателями?","How many rubles on average per month you pay extra tutoring; private tutors?"
"1147","qh3324.1",1147,"h21","Где именно 4-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)?","Where is the 4th child attends classes for these additional academic subjects: B (your kindergarten / your school)?"
"1148","qh3334.1",1148,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе)?","How many rubles on average per month you pay extra lessons (your kindergarten / your school)?"
"1149","qh3324.2",1149,"h21","Где именно 4-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?","Where is the 4th child attends classes for these additional academic subjects: In another institution; eg., the courses; in circles; in clubs, in others. (gardens / schools) or in specialized schools?"
"1150","qh3334.2",1150,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?","How many rubles on average per month you pay extra classes at another institution; eg., the courses; in circles; in clubs, in others. (gardens / schools) or in specialized schools?"
"1151","qh3324.3",1151,"h21","Где именно 4-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами; частными преподавателями?","Where is the 4th child attends classes for these additional academic subjects: with a tutor; private tutors?"
"1152","qh3334.3",1152,"h21","Сколько рублей в среднем Вы платите за месяц дополнительных занятий с репетиторами; частными преподавателями?","How many rubles on average per month you pay extra tutoring; private tutors?"
"1153","qh34.1",1153,"h21","В текущем учебн.году Ваша семья регулярно или время от времени делает денежн.взносы;пожертв. в помощь(яслям/дет.саду/ школе);кот.посещает Ваш 1-й ребенок?Если да;то сколько рублей в среднем Вы платите за месяц обучения?","In the current uchebn.godu your family regularly or from time to time makes denezhn.vznosy; donate. to help (manger / det.sad / school); kot.poseschaet your 1st child? If yes, how many rubles on average you pay for a month of training?"
"1154","qh34.2",1154,"h21","В текущем учебн.году Ваша семья регулярно или время от времени делает денежн.взносы;пожертв. в помощь(яслям/дет.саду/ школе);кот.посещает Ваш 2-й ребенок?Если да;то сколько рублей в среднем Вы платите за месяц обучения?","In the current uchebn.godu your family regularly or from time to time makes denezhn.vznosy; donate. to help (manger / det.sad / school); kot.poseschaet your 2nd child? If yes, how many rubles on average you pay for a month of training?"
"1155","qh34.3",1155,"h21","В текущем учебн.году Ваша семья регулярно или время от времени делает денежн.взносы;пожертв. в помощь(яслям/дет.саду/ школе);кот.посещает Ваш 3-й ребенок?Если да;то сколько рублей в среднем Вы платите за месяц обучения?","In the current uchebn.godu your family regularly or from time to time makes denezhn.vznosy; donate. to help (manger / det.sad / school); kot.poseschaet your third child? If yes, how many rubles on average you pay for a month of training?"
"1156","qh34.4",1156,"h21","В текущем учебн.году Ваша семья регулярно или время от времени делает денежн.взносы;пожертв. в помощь(яслям/дет.саду/ школе);кот.посещает Ваш 4-й ребенок?Если да;то сколько рублей в среднем Вы платите за месяц обучения?","In the current uchebn.godu your family regularly or from time to time makes denezhn.vznosy; donate. to help (manger / det.sad / school); kot.poseschaet your 4th child? If yes, how many rubles on average you pay for a month of training?"
"1157","qh35.1",1157,"h21","В текущем учебном году Ваша семья регулярно или время от времени оказывает матер.помощь в неденежн.форме(яслям/дет.саду/школе);кот.посещает Ваш 1-й ребенок?Если да;то оцените в рублях размер этой помощи в ср. за месяц обуч.","In the current academic year, your family regularly or from time to time has mater.pomosch in nedenezhn.forme (manger / det.sad / school); kot.poseschaet your 1st child? If yes, then vote in rubles size of this assistance cf. . trained in the past month."
"1158","qh35.2",1158,"h21","В текущем учебном году Ваша семья регулярно или время от времени оказывает матер.помощь в неденежн.форме(яслям/дет.саду/школе);кот.посещает Ваш 2-й ребенок?Если да;то оцените в рублях размер этой помощи в ср. за месяц обуч.","In the current academic year, your family regularly or from time to time has mater.pomosch in nedenezhn.forme (manger / det.sad / school); kot.poseschaet your 2nd child? If yes, then vote in rubles size of this assistance cf. . trained in the past month."
"1159","qh35.3",1159,"h21","В текущем учебном году Ваша семья регулярно или время от времени оказывает матер.помощь в неденежн.форме(яслям/дет.саду/школе);кот.посещает Ваш 3-й ребенок?Если да;то оцените в рублях размер этой помощи в ср. за месяц обуч.","In the current academic year, your family regularly or from time to time has mater.pomosch in nedenezhn.forme (manger / det.sad / school); kot.poseschaet your third child? If yes, then vote in rubles size of this assistance cf. . trained in the past month."
