"nro","varcode","russian"
981,"rf11","Сколько получила Ваша семья за вычетом налогов и других отчислений в течение последних 30 дней? Если оплата производилась в форме товаров или услуг; оцените; сколько это будет в рублях?"
982,"rf11.2","Обращался ли кто-либо из членов Вашего домохозяйства когда-нибудь за получением субсидии на оплату жилья и коммунальных услуг?"
983,"rf11.3","Получает ли Ваша семья в настоящее время субсидию на оплату жилья и коммунальных услуг?"
984,"rf11.4","На какую сумму была предоставлена Вашему домохозяйству субсидия на оплату жилья и коммунальных услуг за последние 30 дней; то есть на какую сумму был уменьшен Ваш платеж за жилье и коммунальные услуги?"
985,"rf12.1aa","Ваша семья получала в течение последних 30 дней ежемесячные денежные выплаты взамен натуральных льгот; не считая льгот по оплате ЖКХ? *В 2013 г. в формулировку вопросов о выплатах взамен натуральных льгот были добавлены слова  «не считайте льготы по оплате ЖКХ»"
986,"rf12.1ab","Сколько в рублях ежемесячных денежных выплат взамен натуральных льгот; не считая льгот по оплате ЖКХ;  получила Ваша семья в течение последних 30 дней? *В 2013 г. в формулировку вопросов о выплатах взамен натуральных льгот были добавлены слова  «не считайте льготы по оплате ЖКХ»"
987,"rf12.1a","Ваша семья получала в течение последних 30 дней какие-либо пенсии; включая доплаты от Пенсионного фонда РФ; от государства? **В 2013 г. в формулировку вопросов о пенсии были добавлены слова  «включая доплаты от Пенсионного фонда РФ; от государства»"
988,"rf12.1b","Сколько в рублях пенсии; включая доплаты от Пенсионного фонда РФ; от государства  получила Ваша семья в течение последних 30 дней? **В 2013 г. в формулировку вопросов о пенсии были добавлены слова  «включая доплаты от Пенсионного фонда РФ; от государства»"
989,"rf1210ca","Ваша семья получала в течение последних 30 дней льготы по оплате квартиры и коммунальных услуг; в виде денег; которые Вам возвращаются до или после оплаты; не считая субсидии?"
990,"rf1210cb","Сколько в рублях льгот по оплате квартиры и коммунальных услуг;  получила Ваша семья в течение последних 30 дней?"
991,"rf1210da","Ваша семья получала в течение последних 30 дней льготы по оплате квартиры и коммунальных услуг; которые предоставляются в виде уменьшения суммы оплаты; не считая субсидии?"
992,"rf1210db","Сколько составили в рублях льготы; которые предоставляются в виде уменьшения суммы оплаты квартиры и коммунальных услуг; в течение последних 30 дней?"
993,"rf12.2a","Ваша семья получала в течение последних 30 дней какие-либо стипендии?"
994,"rf12.2b","Сколько в рублях стипендии получила Ваша семья в течение последних 30 дней?"
995,"rf12.3a","Ваша семья получала в течение последних 30 дней какие-либо пособия по безработице?"
996,"rf12.3b","Сколько в рублях пособий по безработице получила Ваша семья в течение последних 30 дней?"
997,"rf12.4a","Ваша семья получала в течение последних 30 дней какие-либо доходы от продажи личного имущества?"
998,"rf12.4b","Сколько в рублях дохода от продажи личного имущества получила Ваша семья в течение последних 30 дней?"
999,"rf12.5a","Ваша семья получала в течение последних 30 дней какие-либо доходы от сдачи в аренду имущества?"
1000,"rf12.5b","Сколько в рублях дохода от сдачи в аренду имущества получила Ваша семья в течение последних 30 дней?"
1001,"rf12.6aa","Ваша семья получала в течение последних 30 дней какие-либо проценты по вкладам?"
1002,"rf12.6ab","Сколько в рублях дохода в виде процентов по вкладам получила Ваша семья в течение последних 30 дней?"
1003,"rf12.6ba","Ваша семья получала в течение последних 30 дней какие-либо доходы по акциям; облигациям; ценным бумагам и другим видам вложения капитала?"
1004,"rf12.6bb","Сколько в рублях дохода по акциям; облигациям; ценным бумагам и другим видам вложения капитала получила Ваша семья в течение последних 30 дней?"
1005,"rf12.7a","Ваша семья получала в течение последних 30 дней какие-либо выплаты по страховкам?"
1006,"rf12.7b","Сколько в рублях выплат по страховкам получила Ваша семья в течение последних 30 дней?"
1007,"rf12.8a","Ваша семья получала в течение последних 30 дней какие-либо алименты?"
1008,"rf12.8b","Сколько в рублях алиментов получила Ваша семья в течение последних 30 дней?"
1009,"rf12.9a","Ваша семья получала в течение последних 30 дней какие-либо деньги от возврата Вам долгов?"
1010,"rf12.9b","Сколько в рублях денег от возврата Вам долгов получила Ваша семья в течение последних 30 дней?"
1011,"rf12_a","Если все члены Вашей семьи лишатся всех источников дохода; как долго Ваша семья сможет материально жить так же; как сейчас; т.е. не уменьшая расходов; только за счет денежных сбережений; ничего не продавая из имущества?"
1012,"rf12astr","Другое к вопросу f12_a"
1013,"rf13.2a","В течение последних 30 дней Ваша семья тратила сбережения; продавала драгоценности; накопленную валюту?"
1014,"rf13.2b","На какую сумму в рублях Ваша семья тратила сбережения; продавала драгоценности; накопленную валюту?"
1015,"rf13.3a","В течение последних 30 дней Ваша семья продавала акции или другие ценные бумаги?"
1016,"rf13.3b","Сколько рублей Ваша семья получила от продажи акций или других ценных бумаг?"
1017,"rf14.6","Кто-то из членов Вашей семьи брал кредит в течение последних 12 месяцев?"
1018,"rf14.71","На какие цели брали кредит? (первый ответ)"
1019,"rf14.72","На какие цели брали кредит? (второй ответ)"
1020,"rf14.73","На какие цели брали кредит? (третий ответ)"
1021,"rf14.74","На какие цели брали кредит? (четвертый ответ)"
1022,"rf14.7s","На какие цели брали кредит? ДРУГОЕ"
1023,"rf13.11a","В течение последних 30 дней Ваша семья брала кредит?"
1024,"rf13.11b","Сколько в рублях в течение последних 30 дней Ваша семья взяла в кредит?"
1025,"rf14.8","На сегодняшний день у Вашей семьи есть какие-то долги по кредитам?"
1026,"rf14.9","Сколько всего денег по кредитам должна Ваша семья на сегодняшний день (в рублях)?"
1027,"rf13.12a","В течение последних 30 дней Ваша семья брала деньги в долг у частных лиц?"
1028,"rf13.12b","Сколько в рублях в течение последних 30 дней Ваша семья взяла в долг у частных лиц?"
1029,"rf14.10","На сегодняшний день у Вашей семьи есть какие-то денежные долги частным лицам?"
1030,"rf14.11","Сколько всего денег частным лицам должна Ваша семья на сегодняшний день (в рублях)?"
1031,"rf14.12","На сегодняшний день кто-нибудь должен Вашей семье деньги?"
1032,"rf14.13","Сколько всего денег должны Вашей семье на сегодняшний день (в рублях)?"
1033,"rf14.14","Кто-то из членов Вашей семьи получал налоговый вычет на обучение; лечение или приобретение жилья в течение последних 12 месяцев?"
1034,"rf14.15","На какую сумму Ваша семья получила налоговый вычет за последние 12 месяцев?"
1035,"rf14","Каким был денежный доход всей Вашей семьи в течение последних 30 дней? Включите сюда все денежные поступления: заработную плату; пенсии; стипендии; любые другие денежные поступления; в т.ч. и в валюте"
1036,"rh21","Кто-то из членов Вашего домохозяйства в настоящее время посещает ясли; детский сад; или какое-то общеобразовательное учреждение; например; школу; гимназию или лицей?"
1037,"rh22_b1","Номер 1-го ребенка из карточки домохозяйства."
1038,"rh22_c1","(Он/она) посещает ясли; детский сад; школу?"
1039,"rh22_b2","Номер 2-го ребенка из карточки домохозяйства."
1040,"rh22_c2","(Он/она) посещает ясли; детский сад; школу?"
1041,"rh22_b3","Номер 3-го ребенка из карточки домохозяйства."
1042,"rh22_c3","(Он/она) посещает ясли; детский сад; школу?"
1043,"rh22_b4","Номер 4-го ребенка из карточки домохозяйства."
1044,"rh22_c4","(Он/она) посещает ясли; детский сад; школу?"
1045,"rh23_1","В каком году 1-й ребенок пошел в (эти ясли/ этот детский сад/ эту школу)?"
1046,"rh241.1","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 1-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ)"
1047,"rh2411.1","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  1-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме"
1048,"rh2421.1","Оцените Ваши затраты в рублях: Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме"
1049,"rh2411.2","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  1-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду; школе)"
1050,"rh2421.2","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду; школе)"
1051,"rh2411.3","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  1-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)"
1052,"rh2421.3","Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)"
1053,"rh2411.4","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступл.1-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)"
1054,"rh2421.4","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)"
1055,"rh2411.6","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  1-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое"
1056,"rh24116s","Другое;что именно к h2411.6:"
1057,"rh2421.6","Оцените Ваши затраты в рублях: Другое."
1058,"rh23_2","В каком году 2-й ребенок пошел в (эти ясли/ этот детский сад/ эту школу)?"
1059,"rh241.2","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 2-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ)"
1060,"rh2412.1","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  2-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме"
1061,"rh2422.1","Оцените Ваши затраты в рублях: Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме"
1062,"rh2412.2","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  2-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду; школе)"
1063,"rh2422.2","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду; школе)"
1064,"rh2412.3","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  2-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)"
1065,"rh2422.3","Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)"
1066,"rh2412.4","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступл.2-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)"
1067,"rh2422.4","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)"
1068,"rh2412.6","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  2-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое"
1069,"rh24126s","Другое;что именно к h2412.6"
1070,"rh2422.6","Оцените Ваши затраты в рублях: Другое"
1071,"rh23_3","В каком году 3-й ребенок пошел в (эти ясли/ этот детский сад/ эту школу)?"
1072,"rh241.3","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 3-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ)"
1073,"rh2413.1","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме"
1074,"rh2423.1","Оцените Ваши затраты в рублях): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме"
1075,"rh2413.2","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду; школе)"
1076,"rh2423.2","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду; школе)"
1077,"rh2413.3","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)"
1078,"rh2423.3","Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)"
1079,"rh2413.4","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступл.3-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)"
1080,"rh2423.4","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)"
1081,"rh2413.6","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое"
1082,"rh24136s","Другое;что именно к h2413.6"
1083,"rh2423.6","Оцените Ваши затраты в рублях: Другое"
1084,"rh23_4","В каком году 4-й ребенок пошел в (эти ясли/ этот детский сад/ эту школу)?"
1085,"rh241.4","0 - НЕ БЫЛО РАСХОДОВ; СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 4-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ)"
1086,"rh2414.1","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме"
1087,"rh2424.1","Оцените Ваши затраты в рублях: Вступительный взнос; в  т.ч. в виде добровольных пожертвований или в неденежной форме"
1088,"rh2414.2","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду; школе)"
1089,"rh2424.2","Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду; школе)"
1090,"rh2414.3","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)"
1091,"rh2424.3","Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада; школы)"
1092,"rh2414.4","В последние 12 месяцев у Вашей семьи были расходы;связ.с поступл.4-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)"
1093,"rh2424.4","Оцените Ваши затраты в рублях: Плата за занятия с репетиторами;логопедами;воспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе)"
1094,"rh2414.6","В последние 12 месяцев у Вашей семьи были расходы; связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое"
1095,"rh24146s","Другое;что именно к h2414.6"
1096,"rh2424.6","Оцените Ваши затраты в рублях: Другое"
1097,"rh25.1.1","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?"
1098,"rh25.1.2","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?"
1099,"rh25.1.3","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: Просто в руки кому-то из сотрудников?"
1100,"rh25.1.6","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: По-другому?"
1101,"rh25.16s","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка;как именно:"
1102,"rh25.2.1","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?"
1103,"rh25.2.2","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?"
1104,"rh25.2.3","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: Просто в руки кому-то из сотрудников?"
1105,"rh25.2.6","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: По-другому?"
1106,"rh25.26s","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка; как именно:"
1107,"rh25.3.1","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?"
1108,"rh25.3.2","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?"
1109,"rh25.3.3","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: Просто в руки кому-то из сотрудников?"
1110,"rh25.3.6","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: По-другому?"
1111,"rh25.36s","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка; как именно:"
1112,"rh25.4.1","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате?"
1113,"rh25.4.2","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)?"
1114,"rh25.4.3","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: Просто в руки кому-то из сотрудников?"
1115,"rh25.4.6","Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: По-другому?"
1116,"rh25.46s","По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка; как именно:"
1117,"rh26.1","Ваша семья платила за учебники и учебные пособия; по которым 1-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?"
1118,"rh26.2","Ваша семья платила за учебники и учебные пособия; по которым 2-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?"
1119,"rh26.3","Ваша семья платила за учебники и учебные пособия; по которым 3-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?"
1120,"rh26.4","Ваша семья платила за учебники и учебные пособия; по которым 4-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да; то сколько Вы заплатили?"
1121,"rh27.1","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.1-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь;и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?"
1122,"rh27.2","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.2-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?"
1123,"rh27.3","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.3-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?"
1124,"rh27.4","(Кроме затрат на учебники);Ваша семья тратила что-нибудь на подгот.4-го ребенка к текущ. учебн.году:канц.принадл.;необходимую одежду;обувь и пр.обязат.в(дет.саду/школе) вещи?Если да;то сколько Вы потратили на все это?"
1125,"rh28.1","Ваша семья платит за пребывание 1-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?"
1126,"rh28.2","Ваша семья платит за пребывание 2-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?"
1127,"rh28.3","Ваша семья платит за пребывание 3-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?"
1128,"rh28.4","Ваша семья платит за пребывание 4-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа?"
1129,"rh29.1","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 1-го ребенка?"
1130,"rh29.2","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 2-го ребенка?"
1131,"rh29.3","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 3-го ребенка?"
1132,"rh29.4","Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 4-го ребенка?"
1133,"rh30.1","1-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?"
1134,"rh30.2","2-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?"
1135,"rh30.3","3-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?"
1136,"rh30.4","4-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе); не входящие в основную программу; но настоятельно рекомендованные для посещения работниками (дет.сада/школы)?"
1137,"rh31.1","Сколько рублей в среднем за месяц обучения Вы платите за 1-го ребенка за эти дополнительные занятия?"
1138,"rh31.2","Сколько рублей в среднем за месяц обучения Вы платите за 2-го ребенка за эти дополнительные занятия?"
1139,"rh31.3","Сколько рублей в среднем за месяц обучения Вы платите за 3-го ребенка за эти дополнительные занятия?"
1140,"rh31.4","Сколько рублей в среднем за месяц обучения Вы платите за 4-го ребенка за эти дополнительные занятия?"
1141,"rh32.1","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 1- го ребенка?"
1142,"rh32.1s","Другие; кто именно?"
1143,"rh32.2","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 2- го ребенка?"
1144,"rh32.2s","Другие; кто именно?"
1145,"rh32.3","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 3- го ребенка?"
1146,"rh32.3s","Другие; кто именно?"
1147,"rh32.4","Кто в первую очередь определяет размер платы за эти дополнительные занятия за 4- го ребенка?"
1148,"rh32.4s","Другие; кто именно?"
1149,"rh331.1","1-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами? Это могут быть занятия как в (саду/школе); так и вне (него/нее)."
1150,"rh331.2","2-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами могут быть занятия как в (саду/школе); так и вне (него/нее)."
1151,"rh331.3","3-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами? Это могут быть занятия как в (саду/школе); так и вне (него/нее)."
1152,"rh331.4","4-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам; которые Вы выбрали сами? Это могут быть занятия как в (саду/школе); так и вне (него/нее)."
1153,"rh3321.1","Где именно1-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)?"
1154,"rh3331.1","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе)"
1155,"rh3321.4","Где именно1-й ребенок посещает занятия по этим дополнительным учебным предметам: При каком-то высшем или средне-специальном учебном заведении?"
1156,"rh3331.4","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в высшем или средне-специальном учебном заведении"
1157,"rh3321.2","Где именно 1-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?"
1158,"rh3331.2","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?"
1159,"rh3321.3","Где именно 1-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами; частными преподавателями?"
1160,"rh3331.3","Сколько рублей в среднем Вы платите за месяц дополнительных занятий с репетиторами; частными преподавателями?"
1161,"rh3322.1","Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)?"
1162,"rh3332.1","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе)"
1163,"rh3322.4","Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: При каком-то высшем или средне-специальном учебном заведении?"
1164,"rh3332.4","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в высшем или средне-специальном учебном заведении"
1165,"rh3322.2","Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах?"
1166,"rh3332.2","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в другом учреждении; напр.;на курсах; в кружках; в клубах;в др. (садах/ школах) или в специализированных школах"
1167,"rh3322.3","Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами; частными преподавателями?"
1168,"rh3332.3","Сколько рублей в среднем Вы платите за месяц дополнительных занятий с репетиторами; частными преподавателями"
1169,"rh3323.1","Где именно 3-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)?"
1170,"rh3333.1","Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе)?"
1171,"rh3323.4","Где именно 3-й ребенок посещает занятия по этим дополнительным учебным предметам: При каком-то высшем или средне-специальном учебном заведении?"
