,year,file,var,russian,english
839,2010,FL,R1DV93,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за хирургические операции","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за хирургические операции"
840,2010,FL,R1DV94,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за пребывание в родильном доме, родовспоможение","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за пребывание в родильном доме, родовспоможение"
841,2010,FL,R1DV95,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за медицинские процедуры (инъекции, капельницы и т.п.), уход за больными","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за медицинские процедуры (инъекции, капельницы и т.п.), уход за больными"
842,2010,FL,R1DV96,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лабораторные анализы и медицинское исследование (УЗИ, рентген, анализы и т.п.)","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лабораторные анализы и медицинское исследование (УЗИ, рентген, анализы и т.п.)"
843,2010,FL,R1DV97,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за массаж, мануальную терапию, лечебную гимнастику и т.п.","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за массаж, мануальную терапию, лечебную гимнастику и т.п."
844,2010,FL,R1DV98,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медицинские материалы при госпитализации","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медицинские материалы при госпитализации"
845,2010,FL,R1DV99,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прочие медицинские услуги(выдача мед-ских справок, перевоз к месту лечения и т.п.)","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прочие медицинские услуги(выдача мед-ских справок, перевоз к месту лечения и т.п.)"
846,2010,FL,R1DV910,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лечение зубов","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лечение зубов"
847,2010,FL,R1DV911,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за зубное протезирование","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за зубное протезирование"
848,2010,FL,R1DV912,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за профилактические осмотры и консультации специалистов(ортодонтов, парадонтологов и т.п.)","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за профилактические осмотры и консультации специалистов(ортодонтов, парадонтологов и т.п.)"
849,2010,FL,R1DV913,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за стоматологические хирургические операции","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за стоматологические хирургические операции"
850,2010,FL,R1DV914,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за вывоз и оказание скорой помощи","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за вывоз и оказание скорой помощи"
851,2010,FL,R1DV915,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за направление на госпитализацию","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за направление на госпитализацию"
852,2010,FL,R1DV916,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медикаменты","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медикаменты"
853,2010,FL,R1DV917,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за перевозку к месту лечения и обратно","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за перевозку к месту лечения и обратно"
854,2010,FL,R1DV10,Причина необращения за медицинской помощью,Причина необращения за медицинской помощью
855,2010,FL,R1DV111,Год последнего посещения терапевтов,Год последнего посещения терапевтов
856,2010,FL,R1DV112,Год последнего посещения врачей-специалистов,Год последнего посещения врачей-специалистов
857,2010,FL,R1DV113,Год последнего посещения врачей-стоматологов,Год последнего посещения врачей-стоматологов
858,2010,FL,R1ЕV1,Место учебы,Место учебы
859,2010,FL,R1ЕV2,Расположение места учебы,Расположение места учебы
860,2010,FL,R1ЕV3,Код региона места учебы,Код региона места учебы
861,2010,FL,R1ЕV4,Форма собственности учебного заведения,Форма собственности учебного заведения
862,2010,FL,R1ЕV5,Платное или бесплатное обучение,Платное или бесплатное обучение
863,2010,FL,R1ЕV61,Плата за учебу: сам или Ваше домохозяйство,Плата за учебу: сам или Ваше домохозяйство
864,2010,FL,R1ЕV62,"Плата за учебу: предприятие, организация по месту работы","Плата за учебу: предприятие, организация по месту работы"
865,2010,FL,R1ЕV63,"Плата за учебу: спонсоры, родственники","Плата за учебу: спонсоры, родственники"
866,2010,FL,R1ЕV7,Сколько Ваше домохозяйство заплатило за учебу,Сколько Ваше домохозяйство заплатило за учебу
867,2010,FL,R1ЕV81,"Покупка учебников, обучающих программ, канцелярских товаров и т.п.","Покупка учебников, обучающих программ, канцелярских товаров и т.п."
868,2010,FL,R1ЕV82,Плата за группу продленного дня,Плата за группу продленного дня
869,2010,FL,R1ЕV83,"Покупка школьной формы, форменной или рабочей одежды","Покупка школьной формы, форменной или рабочей одежды"
870,2010,FL,R1ЕV84,"Оплата за пересдачу зачетов, экзаменов и т.п..","Оплата за пересдачу зачетов, экзаменов и т.п.."
871,2010,FL,R1ЕV85,Плата за покупку материалов или оборудования для учебного заведения,Плата за покупку материалов или оборудования для учебного заведения
872,2010,FL,R1ЕV86,Транспортные расходы,Транспортные расходы
873,2010,FL,R1ЕV87,Питание (организованное),Питание (организованное)
874,2010,FL,R1ЕV88,"Плата за уборку, ремонт и охрану учебного заведения","Плата за уборку, ремонт и охрану учебного заведения"
875,2010,FL,R1ЕV89,"Оплата общежития, наем жилья","Оплата общежития, наем жилья"
876,2010,FL,R1ЕV810,"Спонсорские взносы, подарки преподавателям и т.п.","Спонсорские взносы, подарки преподавателям и т.п."
877,2010,FL,R1ЕV9,Посещение дополнительных занятий,Посещение дополнительных занятий
878,2010,FL,R1ЕV10,Оплата этих занятий  домохозяйством,Оплата этих занятий  домохозяйством
879,2010,FL,R1ЕV111,"Расходы, связанные с дополнительным обучением: оплата занятий по договору с образовательным учреждением","Расходы, связанные с дополнительным обучением: оплата занятий по договору с образовательным учреждением"
880,2010,FL,R1ЕV112,"Расходы, связанные с дополнительным обучением: оплата занятий по договору с частным лицом","Расходы, связанные с дополнительным обучением: оплата занятий по договору с частным лицом"
881,2010,FL,R1ЕV113,"Расходы, связанные с дополнительным обучением: покупка учебников, методических материалов","Расходы, связанные с дополнительным обучением: покупка учебников, методических материалов"
882,2010,FL,R1ЕV114,"Расходы, связанные с дополнительным обучением: покупка материалов или оборудования для занятий","Расходы, связанные с дополнительным обучением: покупка материалов или оборудования для занятий"
883,2010,FL,R1ЕV115,"Расходы, связанные с дополнительным обучением: покупка предметов, одежды и обуви для занятий спортом","Расходы, связанные с дополнительным обучением: покупка предметов, одежды и обуви для занятий спортом"
884,2010,FL,R1ЕV116,"Расходы, связанные с дополнительным обучением: спонсорские взносы, подарки преподавателям","Расходы, связанные с дополнительным обучением: спонсорские взносы, подарки преподавателям"
885,2010,FL,R1ЕV117,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: плата за подготовительные курсы и занятия","Расходы, связанные с подготовкой к обучению в образовательном учреждении: плата за подготовительные курсы и занятия"
886,2010,FL,R1ЕV118,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: оплата репетиторов","Расходы, связанные с подготовкой к обучению в образовательном учреждении: оплата репетиторов"
887,2010,FL,R1ЕV119,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: покупка учебников, методических материалов","Расходы, связанные с подготовкой к обучению в образовательном учреждении: покупка учебников, методических материалов"
888,2010,FL,R1ЕV1110,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: вступительные (спонсорские) взносы, затраты на оформление, подарки преподавателям","Расходы, связанные с подготовкой к обучению в образовательном учреждении: вступительные (спонсорские) взносы, затраты на оформление, подарки преподавателям"
889,2010,FL,R1ЕV12,Посещает ли ребенок дошкольное образовательное учреждение,Посещает ли ребенок дошкольное образовательное учреждение
890,2010,FL,R1ЕV13,Статус  посещаемого дошкольного учреждения,Статус  посещаемого дошкольного учреждения
891,2010,FL,R1ЕV14,Платное или бесплатное посещение дошкольного учреждения,Платное или бесплатное посещение дошкольного учреждения
892,2010,FL,R1ЕV151,Оплата посещения  дошкольного учреждения: домохозяйством,Оплата посещения  дошкольного учреждения: домохозяйством
893,2010,FL,R1ЕV152,"Оплата посещения  дошкольного учреждения: предприятием, организацией по месту работы","Оплата посещения  дошкольного учреждения: предприятием, организацией по месту работы"
894,2010,FL,R1ЕV153,"Оплата посещения  дошкольного учреждения: спонсорами, родственниками- не членами д/х","Оплата посещения  дошкольного учреждения: спонсорами, родственниками- не членами д/х"
895,2010,FL,R1ЕV16,"Сумма, заплаченная домохозяйством за посещение ребенком дошкольного учреждения","Сумма, заплаченная домохозяйством за посещение ребенком дошкольного учреждения"
896,2010,FL,R1ЕV171,"Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: покупка обучающих программ, плата за материалы или оборудование занятий","Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: покупка обучающих программ, плата за материалы или оборудование занятий"
897,2010,FL,R1ЕV172,"Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: питание (организованное)","Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: питание (организованное)"
898,2010,FL,R1ЕV173,"Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: плата за уборку, ремонт и охрану дошкольного заведения","Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: плата за уборку, ремонт и охрану дошкольного заведения"
899,2010,FL,R1ЕV174,"Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: спонсорские взносы, подарки воспитателям и т.п.","Другие расходы, связанные с пребыванием ребенка в дошкольном учреждении: спонсорские взносы, подарки воспитателям и т.п."
900,2010,FL,R1ЕV18,"Кто присматривает за ребенком, не посещающим дошкольное учреждение","Кто присматривает за ребенком, не посещающим дошкольное учреждение"
901,2010,FL,R1ЕV191,Плата за присмотр за ребенком: домохозяйством,Плата за присмотр за ребенком: домохозяйством
902,2010,FL,R1ЕV192,"Плата за присмотр за ребенком: спонсорами, родственниками - не членами д/х","Плата за присмотр за ребенком: спонсорами, родственниками - не членами д/х"
903,2010,FL,R1ЕV20,Сколько платит Ваша семья за присмотр ребенка,Сколько платит Ваша семья за присмотр ребенка
904,2010,FL,R1ЕV21,Посещение ребенком дополнительных занятий,Посещение ребенком дополнительных занятий
905,2010,FL,R1ЕV22,Оплачивались ли дополнительные занятия из средств домохозяйства,Оплачивались ли дополнительные занятия из средств домохозяйства
906,2010,FL,R1ЕV231,"Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: оплата занятий по организованной коллективной форме или по индивидуальной программе","Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: оплата занятий по организованной коллективной форме или по индивидуальной программе"
907,2010,FL,R1ЕV232,"Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: покупка учебников, методических материалов, книг, канцтоваров, игр и игрушек","Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: покупка учебников, методических материалов, книг, канцтоваров, игр и игрушек"
908,2010,FL,R1ЕV233,"Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: покупка материалов или оборудования для занятий","Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: покупка материалов или оборудования для занятий"
909,2010,FL,R1ЕV234,"Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: спонсорские взносы, подарки воспитателям и т.п.","Расходы, связанные с пребыванием ребенка в дополнительных дошкольных учреждениях: спонсорские взносы, подарки воспитателям и т.п."
910,2010,FL,R1ЕV24,Необходимость индивидуальной медицинской или психолого-педагогической поддержке,Необходимость индивидуальной медицинской или психолого-педагогической поддержке
911,2010,FL,R1ЕV251,Посещение специального (коррекционного) учреждения на постоянной основе,Посещение специального (коррекционного) учреждения на постоянной основе
912,2010,FL,R1ЕV252,Посещение врачей и специалистов-педагогов,Посещение врачей и специалистов-педагогов
913,2010,FL,R1ЕV26,Сколько платит Ваша семья за индивидуальную медицинскую или психолого-педагогическую поддержку,Сколько платит Ваша семья за индивидуальную медицинскую или психолого-педагогическую поддержку
914,2010,FN,PER,Период разработки,Период разработки
915,2010,FN,TER,Шифр территории,Шифр территории
916,2010,FN,MEST,Тип населенного пункта,Тип населенного пункта
917,2010,FN,BUD,Номер бюджета,Номер бюджета
918,2010,FN,R1VV11,Код главы домохозяйства,Код главы домохозяйства
919,2010,FN,R1VV12,Код супруга (и) главы домохозяйства,Код супруга (и) главы домохозяйства
920,2010,FN,R1VV21,График работы главы домохозяйства,График работы главы домохозяйства
921,2010,FN,R1VV22,График работы супруга(и)  главы домохозяйства,График работы супруга(и)  главы домохозяйства
922,2010,FN,R1VV31,"Форма собственности предприятия, на котором работает глава домохозяйства","Форма собственности предприятия, на котором работает глава домохозяйства"
923,2010,FN,R1VV32,"Форма собственности предприятия, на котором работает супруг(а) главы домохозяйства","Форма собственности предприятия, на котором работает супруг(а) главы домохозяйства"
924,2010,FN,R1VV41,Основной вид деятельности предприятия по основному месту работы главы домохозяйства,Основной вид деятельности предприятия по основному месту работы главы домохозяйства
925,2010,FN,R1VV42,Основной вид деятельности предприятия по основному месту работы супруга(и) главы домохозяйства,Основной вид деятельности предприятия по основному месту работы супруга(и) главы домохозяйства
926,2010,FN,R1VV51,Профессия  главы домохозяйства по основному месту работы,Профессия  главы домохозяйства по основному месту работы
927,2010,FN,R1VV52,Профессия супруга(и) главы домохозяйства по основному месту работы,Профессия супруга(и) главы домохозяйства по основному месту работы
928,2010,FN,R2V1,Основной источник средств к существованию домохозяйства,Основной источник средств к существованию домохозяйства
929,2010,FN,R2V2,Примерный денежный доход домохозяйства (код интервала),Примерный денежный доход домохозяйства (код интервала)
930,2010,FN,R2V31,Выплаты по страхованию жизни,Выплаты по страхованию жизни
931,2010,FN,R2V32,"Выплаты по другим видам страхования (здоровье, имущество, жилье)","Выплаты по другим видам страхования (здоровье, имущество, жилье)"
932,2010,FN,R2V33,"Помощь или подарки от детей, родственникам и других лиц","Помощь или подарки от детей, родственникам и других лиц"
933,2010,FN,R2V34,Получение наследства,Получение наследства
934,2010,FN,R2V35,Получение выигрышей от участия в лотереях и играх,Получение выигрышей от участия в лотереях и играх
935,2010,FN,R2V36,Помощь в связи с особыми обстоятельствами и др. поступления,Помощь в связи с особыми обстоятельствами и др. поступления
936,2010,FN,R2V41,Суммы полученных денег: от выплат по страхованию жизни,Суммы полученных денег: от выплат по страхованию жизни
937,2010,FN,R2V42,"Суммы полученных денег: от выплат по другим видам страхования (здоровье, имущество, жилье)","Суммы полученных денег: от выплат по другим видам страхования (здоровье, имущество, жилье)"
938,2010,FN,R2V43,"Суммы полученных денег: от помощи или подарки от детей, родственникам и других лиц","Суммы полученных денег: от помощи или подарки от детей, родственникам и других лиц"
939,2010,FN,R2V44,Суммы полученных денег: от полученного наследства,Суммы полученных денег: от полученного наследства
940,2010,FN,R2V45,Суммы полученных денег: от полученных выигрышей от участия в лотереях и играх,Суммы полученных денег: от полученных выигрышей от участия в лотереях и играх
941,2010,FN,R2V46,Суммы полученных денег: от помощи в связи с особыми обстоятельствами и др. поступления,Суммы полученных денег: от помощи в связи с особыми обстоятельствами и др. поступления
942,2010,FN,R2V51,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: зерно,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: зерно
943,2010,FN,R2V52,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: продовольственные товары,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: продовольственные товары
944,2010,FN,R2V53,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: непродовольственные товары,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: непродовольственные товары
945,2010,FN,R2V54,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: бесплатное питание,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: бесплатное питание
946,2010,FN,R2V55,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата  транспортных расходов,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата  транспортных расходов
947,2010,FN,R2V56,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата жилья и коммунальных услуг,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата жилья и коммунальных услуг
948,2010,FN,R2V57,"Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата ремонта, стр-ва и приобретения жилья","Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата ремонта, стр-ва и приобретения жилья"
949,2010,FN,R2V58,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата медицинского обслуживания и отдыха,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата медицинского обслуживания и отдыха
950,2010,FN,R2V59,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата содержания детей в детучреждениях,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата содержания детей в детучреждениях
951,2010,FN,R2V510,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата обучения,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата обучения
952,2010,FN,R2V61,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: зерно,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: зерно
953,2010,FN,R2V62,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: продовольственные товары,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: продовольственные товары
954,2010,FN,R2V63,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: непродовольственные товары,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: непродовольственные товары
955,2010,FN,R2V64,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: бесплатное питание,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: бесплатное питание
956,2010,FN,R2V65,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата  транспортных расходов,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата  транспортных расходов
957,2010,FN,R2V66,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата жилья и коммунальных услуг,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата жилья и коммунальных услуг
958,2010,FN,R2V67,"Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата ремонта, стр-ва и приобретения жилья","Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата ремонта, стр-ва и приобретения жилья"
959,2010,FN,R2V68,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата медицинского обслуживания и отдыха,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата медицинского обслуживания и отдыха
960,2010,FN,R2V69,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата содержания детей в детучреждениях,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата содержания детей в детучреждениях
961,2010,FN,R2V610,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата обучения,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата обучения
962,2010,FN,R2V7,Расходование сбережений или взятых в долг денег,Расходование сбережений или взятых в долг денег
963,2010,FN,R2V81,Снятие денег с банковского счета,Снятие денег с банковского счета
964,2010,FN,R2V82,Расходование денежного сбережения или остатка дохода предыдущего периода,Расходование денежного сбережения или остатка дохода предыдущего периода
965,2010,FN,R2V83,Продажа ценных бумаг,Продажа ценных бумаг
966,2010,FN,R2V84,Продажа имущества или вещей,Продажа имущества или вещей
967,2010,FN,R2V85,Выручка от продажи имущества или вещей,Выручка от продажи имущества или вещей
968,2010,FN,R2V86,Продажа недвижимости,Продажа недвижимости
969,2010,FN,R2V87,"Взяли ссуду, кредит","Взяли ссуду, кредит"
970,2010,FN,R2V88,"Получение денег, взятых в долг","Получение денег, взятых в долг"
971,2010,FN,R2V89,Взяли деньги в долг,Взяли деньги в долг
972,2010,FN,R2V810,Другое,Другое
973,2010,FN,R2V9,Общая сумма дополнительных денежных средств,Общая сумма дополнительных денежных средств
974,2010,FN,R2V10,"Сумма израсходованная на покупку валюты, пополнение банковского счета, дача в долг","Сумма израсходованная на покупку валюты, пополнение банковского счета, дача в долг"
975,2010,FN,R2V11,Остатки денежных средств за текущий период,Остатки денежных средств за текущий период
976,2010,FH,PER,Период разработки,Период разработки
977,2010,FH,TER,Шифр территории,Шифр территории
978,2010,FH,MEST,Тип населенного пункта,Тип населенного пункта
979,2010,FH,BUD,Номер бюджета,Номер бюджета
980,2010,FH,R3GV1,Форма собственности основного жилья,Форма собственности основного жилья
981,2010,FH,R3GV2,Доля средств домохозяйства в оплате жилья,Доля средств домохозяйства в оплате жилья
982,2010,FH,R3GV31,"Государства, муниципалитета","Государства, муниципалитета"
983,2010,FH,R3GV32,Предприятия по месту работы,Предприятия по месту работы
984,2010,FH,R3GV33,Другого домохозяйства,Другого домохозяйства
985,2010,FH,R3GV34,Благотворительной или иной организация,Благотворительной или иной организация
986,2010,FH,R3GV4,Наличие оплаты основного жилья за последние 3 месяца,Наличие оплаты основного жилья за последние 3 месяца
987,2010,FH,R3GV5,Причина неоплаты жилья,Причина неоплаты жилья
988,2010,FH,R3GV6,Плата за аренду жилье у частных лиц,Плата за аренду жилье у частных лиц
989,2010,FH,R3GV91,Другого жилья помимо основного,Другого жилья помимо основного
990,2010,FH,R3GV92,Индивидуального дома или части дома,Индивидуального дома или части дома
