,year,file,var,english,russian
922,2010,FN,R1VV31,Ownership of the enterprise that is running the household head,"Форма собственности предприятия, на котором работает глава домохозяйства"
923,2010,FN,R1VV32,Ownership of the enterprise that is running the spouse (s) of the household head,"Форма собственности предприятия, на котором работает супруг(а) главы домохозяйства"
924,2010,FN,R1VV41,The main activity of the company in the main job of head of household,Основной вид деятельности предприятия по основному месту работы главы домохозяйства
925,2010,FN,R1VV42,The main activity of the company at the principal place of spouse (s) of the household head,Основной вид деятельности предприятия по основному месту работы супруга(и) главы домохозяйства
926,2010,FN,R1VV51,Occupation of head of household on the main job,Профессия  главы домохозяйства по основному месту работы
927,2010,FN,R1VV52,Occupation of spouse (s) of the household head in the main job,Профессия супруга(и) главы домохозяйства по основному месту работы
928,2010,FN,R2V1,The main source of livelihood of the household,Основной источник средств к существованию домохозяйства
929,2010,FN,R2V2,The approximate cash income households (code interval),Примерный денежный доход домохозяйства (код интервала)
930,2010,FN,R2V31,Payment of life insurance,Выплаты по страхованию жизни
931,2010,FN,R2V32,"Payments for other types of insurance (health, property, housing)","Выплаты по другим видам страхования (здоровье, имущество, жилье)"
932,2010,FN,R2V33,"Help or gifts from children, relatives and other persons","Помощь или подарки от детей, родственникам и других лиц"
933,2010,FN,R2V34,inheritance,Получение наследства
934,2010,FN,R2V35,Gains from participation in lotteries and games,Получение выигрышей от участия в лотереях и играх
935,2010,FN,R2V36,Assistance in connection with the special circumstances and others. Income,Помощь в связи с особыми обстоятельствами и др. поступления
936,2010,FN,R2V41,The sum of money received from payments for life insurance,Суммы полученных денег: от выплат по страхованию жизни
937,2010,FN,R2V42,"The sum of money received from payments for other types of insurance (health, property, housing)","Суммы полученных денег: от выплат по другим видам страхования (здоровье, имущество, жилье)"
938,2010,FN,R2V43,"Amounts received money from aid or gifts from children, relatives and other persons","Суммы полученных денег: от помощи или подарки от детей, родственникам и других лиц"
939,2010,FN,R2V44,The sum of money received from the resulting inheritance,Суммы полученных денег: от полученного наследства
940,2010,FN,R2V45,The sum of money received from gains from participation in lotteries and games,Суммы полученных денег: от полученных выигрышей от участия в лотереях и играх
941,2010,FN,R2V46,"The sum of money received from assistance due to special circumstances, and others. Income",Суммы полученных денег: от помощи в связи с особыми обстоятельствами и др. поступления
942,2010,FN,R2V51,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: grain",Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: зерно
943,2010,FN,R2V52,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: food products",Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: продовольственные товары
944,2010,FN,R2V53,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: non-food products",Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: непродовольственные товары
945,2010,FN,R2V54,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: a free meal",Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: бесплатное питание
946,2010,FN,R2V55,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of transportation costs",Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата  транспортных расходов
947,2010,FN,R2V56,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of housing and communal services",Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата жилья и коммунальных услуг
948,2010,FN,R2V57,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of repair, pp Islands and home","Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата ремонта, стр-ва и приобретения жилья"
949,2010,FN,R2V58,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of health care and recreation",Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата медицинского обслуживания и отдыха
950,2010,FN,R2V59,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of children in detuchrezhdeniyah",Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата содержания детей в детучреждениях
951,2010,FN,R2V510,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: tuition",Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата обучения
952,2010,FN,R2V61,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: grain",Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: зерно
953,2010,FN,R2V62,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: food products",Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: продовольственные товары
954,2010,FN,R2V63,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: non-food products",Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: непродовольственные товары
955,2010,FN,R2V64,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: a free meal",Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: бесплатное питание
956,2010,FN,R2V65,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of transportation costs",Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата  транспортных расходов
957,2010,FN,R2V66,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of housing and communal services",Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата жилья и коммунальных услуг
958,2010,FN,R2V67,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of repair, pp Islands and home","Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата ремонта, стр-ва и приобретения жилья"
959,2010,FN,R2V68,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of health care and recreation",Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата медицинского обслуживания и отдыха
960,2010,FN,R2V69,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of children in detuchrezhdeniyah",Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата содержания детей в детучреждениях
961,2010,FN,R2V610,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: tuition",Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата обучения
962,2010,FN,R2V7,Expenditure savings or borrowed money,Расходование сбережений или взятых в долг денег
963,2010,FN,R2V81,Withdrawing money from your bank account,Снятие денег с банковского счета
964,2010,FN,R2V82,Debit balance of savings or income of the previous period,Расходование денежного сбережения или остатка дохода предыдущего периода
965,2010,FN,R2V83,Sales of securities,Продажа ценных бумаг
966,2010,FN,R2V84,Sale of property or things,Продажа имущества или вещей
967,2010,FN,R2V85,Proceeds from the sale of property or things,Выручка от продажи имущества или вещей
968,2010,FN,R2V86,property For Sale,Продажа недвижимости
969,2010,FN,R2V87,"Have taken a loan, credit","Взяли ссуду, кредит"
970,2010,FN,R2V88,Getting the money borrowed,"Получение денег, взятых в долг"
971,2010,FN,R2V89,Took the money in the debt,Взяли деньги в долг
972,2010,FN,R2V810,other,Другое
973,2010,FN,R2V9,The total amount of additional funds,Общая сумма дополнительных денежных средств
974,2010,FN,R2V10,"The sum spent for the purchase of foreign currency, the completion of the bank account, giving a loan","Сумма израсходованная на покупку валюты, пополнение банковского счета, дача в долг"
975,2010,FN,R2V11,Cash balances for the current period,Остатки денежных средств за текущий период
976,2010,FH,PER,development period,Период разработки
977,2010,FH,TER,cipher territory,Шифр территории
978,2010,FH,MEST,Type of settlement,Тип населенного пункта
979,2010,FH,BUD,number budget,Номер бюджета
980,2010,FH,R3GV1,Ownership of the main housing,Форма собственности основного жилья
981,2010,FH,R3GV2,The share of households in housing costs,Доля средств домохозяйства в оплате жилья
982,2010,FH,R3GV31,"State, municipality","Государства, муниципалитета"
983,2010,FH,R3GV32,Companies in the workplace,Предприятия по месту работы
984,2010,FH,R3GV33,other households,Другого домохозяйства
985,2010,FH,R3GV34,Charity or other organization,Благотворительной или иной организация
986,2010,FH,R3GV4,Availability Payment of housing over the past 3 months,Наличие оплаты основного жилья за последние 3 месяца
987,2010,FH,R3GV5,The reason for non-payment of housing,Причина неоплаты жилья
988,2010,FH,R3GV6,Fee for rent housing from private individuals,Плата за аренду жилье у частных лиц
989,2010,FH,R3GV91,Another addition to the main housing,Другого жилья помимо основного
990,2010,FH,R3GV92,Individual house or the house,Индивидуального дома или части дома
991,2010,FH,R3GV93,Cottages or houses for seasonal residence,Дачи или дома для сезонного проживания
992,2010,FH,R3GV94,garage stationary,Гаража стационарного
993,2010,FH,R3GV95,other buildings,Другого строения
994,2010,FH,R3GV15,The presence of the construction or repair of real estate,Наличие  строительства или ремонта недвижимости
995,2010,FH,R3GV16,"Type of construction, where major works were carried out","Тип постройки, где проводились основные работы"
996,2010,FH,R3GV17,Type of work done,Вид проводимых работ
997,2010,FH,R3GV18,Artist major works,Исполнитель основных работ
998,2011,FC,PER,development period,Период разработки
999,2011,FC,TER,cipher territory,Шифр территории
1000,2011,FC,MEST,Type of settlement,Тип населенного пункта
1001,2011,FC,BUD,number budget,Номер бюджета
1002,2011,FC,CHLICO,Number of persons in the household,Число лиц в домохозяйстве
1003,2011,FC,CHLICN,The number of persons in the household cash,Число наличных лиц в домохозяйстве
1004,2011,FC,CHISL,Grouped according to the number of persons per household cash (5 groups),Группировка по числу наличных лиц в домохозяйстве  (5 групп)
1005,2011,FC,CHDET,The actual number of children under 16 years,Фактическое число детей до 16 лет
1006,2011,FC,CHISD,Grouping by the number of children under 16 in the household (5 groups),Группировка по числу детей до 16 лет в домохозяйстве  (5 групп)
1007,2011,FC,CLDP,The number of man-days supply,Число человеко-дней питания
1008,2011,FC,DOXODSN,cash income,Денежный доход 
1009,2011,FC,DOXODN,Per capita income,Среднедушевой денежный доход
1010,2011,FC,RASRESS,disposable resources,Располагаемые ресурсы 
1011,2011,FC,RASRES,Per capita disposable resources,Среднедушевые располагаемые ресурсы
1012,2011,FC,DECILR,Deciles of per capita disposable resources,Дециль по среднедушевым располагаемым ресурсам
1013,2011,FC,RASSQ,Final consumption expenditure,Расход на конечное потребление 
1014,2011,FC,RASQ,Per capita expenditures on final consumption,Среднедушевой расход на конечное потребление
1015,2011,FC,POTRAS,consumer spending,Потребительские расходы
1016,2011,FC,PROD,Expenditure on food,Расходы на покупку продуктов питания
1017,2011,FC,PITRES,Spending on food away from home,Расходы на питание вне дома
1018,2011,FC,ALK,Expenditures for the purchase of alcoholic beverages,Расходы на покупку алкогольных напитков
1019,2011,FC,NEPROD,Expenditures for the purchase of non-food goods,Расходы на покупку непродовольственных товаров
1020,2011,FC,USLUG,'Fees,Расходы на оплату услуг
1021,2011,FC,PROMPOT,Expenditure on intermediate consumption and gross capital formation,Расходы на промежуточное потребление и валовое накопление
1022,2011,FC,NALOG,"Taxes, fees, charges","Налоги, сборы, платежи"
1023,2011,FC,DRRAS,other costs,Другие расходы
1024,2011,FC,DENRAS,cash expenditures,Денежные расходы
1025,2011,FC,FAKT,Increase in financial assets,Прирост финансовых активов
1026,2011,FC,NATDOX,receipts in kind,Натуральные поступления
1027,2011,FC,R1GV91,Subsidies for housing and communal services received by transfer to bank accounts,"Субсидии на оплату жилья и коммунальных услуг, получаемые перечислением на банковские счета"
1028,2011,FC,R1GV92,Subsidies for housing and utilities included in the invoice,"Субсидии на оплату жилья и коммунальных услуг, включенные в счета на оплату"
1029,2011,FC,R1GV93,Other monetary compensation for housing and communal services,Иные денежные компенсации на оплату жилья и коммунальных услуг
1030,2011,FC,R1GV94,Benefits (discounts) for electricity bills,Льготы (скидки) при оплате счетов за электричество
1031,2011,FC,R1GV95,Benefits (discounts) when paying bills for telephone services,Льготы (скидки) при оплате счетов за услуги телефонной сети
1032,2011,FC,R1GV96,Benefits (discounts) for the purchase of fuel,Льготы (скидки) на покупку топлива
1033,2011,FC,R1GV97,Benefits to pay for garbage removal and disinfection of municipal solid waste,Льготы по оплате за вывоз мусора и обеззараживание твердых бытовых отходов
1034,2011,FC,R1GV98,One-time assistance for housing repairs and other.,Единовременная помощь на ремонт жилья и др.
1035,2011,FC,R1GV99,None of the above,Ничего из перечисленного
1036,2011,FC,R1GV10,Handling any of the household members in the social security authorities with a statement on the provision of financial assistance due to insufficient income,Обращение кого-либо из членов домохозяйства в органы социальной  защиты с заявлением об оказании материальной помощи в связи с недостаточностью дохода
1037,2011,FC,R1GV111,Getting the household Social Security Income (families or living alone citizens) within the last three months,Получение домохозяйством социального пособия малоимущим (семьям или одиноко проживающим гражданам) в течение последних трех месяцев
1038,2011,FC,R1GV112,Getting household assistance Emergency in the last three months,Получение домохозяйством помощи по чрезвычайным обстоятельствам в течение последних трех месяцев
1039,2011,FC,R1GV113,Lack of households enumerated types of material assistance from the social security authorities during the last three months,Отсутствие у домохозяйства перечисленных видов материальной помощи от органов социальной защиты в течение последних трех месяцев
1040,2011,FC,R1GV121,Lump-sum payments at the expense of the parent capital,Единовременная денежная выплата за счет средств материнского капитала
1041,2011,FC,R1GV122,Monthly child allowance,Ежемесячное пособие на ребенка
1042,2011,FC,R1GV123,"Monthly child soldier, military service","Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву"
1043,2011,FC,R1GV124,Benefits and payments for the maintenance of children without one or two parents (excluding pensions survivor),"Пособия и выплаты на содержание детей, оставшихся без одного или двоих родителей (за исключением пенсий по случаю потери кормильца)"
1044,2011,FC,R1GV125,Monthly compensation fee for attending kindergartens or other institutions of primary and secondary education,Ежемесячной компенсации платы за посещение детских дошкольных учреждений или других учреждений основного и дополнительного образования
1045,2011,FC,R1GV126,Free vacation milk supply,Бесплатный отпуск  молочного питания
1046,2011,FC,R1GV127,Free meals in an educational institution,Бесплатное питание в образовательном учреждении
1047,2011,FC,R1GV128,"Other benefits or subsidies to certain categories of families (large, single-parent families, etc.).","Другие пособия или субсидии отдельным категориям семей (многодетные, неполные семьи и др.)"
1048,2011,FC,R1GV129,None of the above,Ничего из перечисленного
1049,2011,FC,KVZV,weighting factor,Коэффициент взвешивания
1050,2011,FL,PER,development period,Период разработки
1051,2011,FL,TER,cipher territory,Шифр территории
1052,2011,FL,MEST,Type of settlement,Тип населенного пункта
1053,2011,FL,BUD,number budget,Номер бюджета
1054,2011,FL,LICO,Code household member (s),Код члена домохозяйства (лица)
1055,2011,FL,POL,Paul,Пол
1056,2011,FL,R1АV2,The number of complete years,Число исполнившихся лет
1057,2011,FL,R1АV3,"Towards members of d / s, write the first","Отношение к члену д/х, записанному первым"
1058,2011,FL,R1АV4,Individual code of the mother (father),Индивидуальный код матери (отца)
1059,2011,FL,R1АV5,The number of days of absence for the last 3 months,Число дней отсутствия за последние 3 месяца
1060,2011,FL,R1АV6,The reason for the absence of the last 3 months,Причина  отсутствия за последние 3 месяца
1061,2011,FL,R1АV7,marital status,Семейное положение
1062,2011,FL,R1АV10,education Level,Уровень образования
1063,2011,FL,R1ВV1,Having a job in the last 3 months,Наличие работы за последние 3 месяца
1064,2011,FL,R1ВV2,The reason for absence from work,Причина отсутствия на работе
1065,2011,FL,R1BV3,The reason for lack of work,Причина отсутствия работы
1066,2011,FL,RABN,Number of working weeks,Число отработанных недель
1067,2011,FL,ISKN,The number of weeks worked and was looking for work,Число недель не работал и искал работу
1068,2011,FL,OTDN,The number of weeks worked and not looking for work,Число недель не работал и не искал работу
1069,2011,FL,R1ВV7,Status on the main job,Статус по основному месту работы
1070,2011,FL,R1BV8,An additional gainful employment,Наличие дополнительного доходного занятия
1071,2011,FL,R1BV9,Status under the additional workplace,Статус по дополнительному месту работы
1072,2011,FL,R1BV10,The number of weeks of employment for the extra work over the last 3 months,Число недель занятости на дополнительной работе за последние 3 месяца
1073,2011,FL,R1BV111,"Symptom main finding work there, where the person","Признак нахождения основной работы там, где проживает данное лицо"
1074,2011,FL,R1BV112,Sign of finding employment in another region,Признак нахождения основной работы в другом регионе
1075,2011,FL,R1BV12,Region code finding basic work,Код региона нахождения основной работы 
1076,2011,FL,R1BV15,Availability of registration with the Employment Service as unemployed,Наличие регистрации в Службе занятости как безработный 
1077,2011,FL,R1BV16,The presence of unemployment benefits,Наличие пособия по  безработице
1078,2011,FL,R1V17,Category characterizing the position of the last 3 months,"Категория, характеризующая положение за последние 3 месяца  "
1079,2011,FL,R1BV18,Evidence of pension insurance,Наличие свидетельства пенсионного страхования 
1080,2011,FL,R1BV19,Availability of information on the amounts listed in the Pension Fund,Наличие информации о перечисленных суммах в Пенсионный фонд 
1081,2011,FL,R1GV1,Entitlement to a pension,Наличие права на получении пенсии
1082,2011,FL,R1GV21,The first type of pension,1-ый вид пенсии
1083,2011,FL,R1GV22,The second type of pension,2-ой вид  пенсии
1084,2011,FL,R1GV3,The amount of pensions paid in the last 3 months,"Сумма пенсии, выплаченная за последние 3 месяца"
1085,2011,FL,R1GV41,First code to discounts on the right to receive state social support,1-ый код льготной категории на право  получения государственной социальной поддержки
1086,2011,FL,R1GV42,Second code to discounts on the right to receive state social support,2-ой код льготной категории на право  получения государственной социальной поддержки
1087,2011,FL,R1GV43,Does not apply to any of the privileged categories of eligibility for state social support,Не относится ни к одной из льготных категорий  на право  получения государственной социальной поддержки
1088,2011,FL,R1GV5,The fact of using privileges during the last three months,Факт пользования льготами в течение последних трех месяцев
1089,2011,FL,R1GV61,Enjoy free drug supply,Пользовались бесплатным лекарственным обеспечением
1090,2011,FL,R1GV62,Receive free spa treatment,Получали бесплатное санаторно-курортное лечение
1091,2011,FL,R1GV63,Enjoy free or discounted travel on intercity transport to the place of treatment,Пользовались бесплатным или льготным проездом на междугородном транспорте к месту лечения и обратно
1092,2011,FL,R1GV64,Enjoy free travel commuter rail,Пользовались бесплатным проездом пригородным железнодорожным транспортом
1093,2011,FL,R1GV71,First code privileged category,1-ый код льготной категории
1094,2011,FL,R1GV72,2nd code privileged category,2-ой код льготной категории
1095,2011,FL,R1GV73,Third code privileged category,3-ий код льготной категории 
1096,2011,FL,R1GV74,Does not apply to any of the categories B.9,Не относится ни к одной из категории в.9
1097,2011,FL,R1GV81,Social support in the last three months to pay for travel in public transport,Социальная поддержка за последние три месяца по оплате проезда в городском транспорте
1098,2011,FL,R1GV82,Social support in the last three months to pay for travel in suburban transport,Социальная поддержка за последние три месяца по оплате проезда в пригородном транспорте
1099,2011,FL,R1GV83,Social support in the last three months to pay for travel in long-distance transport,Социальная поддержка за последние три месяца по оплате проезда в междугородном транспорте
1100,2011,FL,R1GV84,Social support in the last three months on payment of medicines,Социальная поддержка за последние три месяца по оплате лекарств
1101,2011,FL,R1GV85,Social support in the last three months to pay for prosthetics,Социальная поддержка за последние три месяца по оплате за протезирование
1102,2011,FL,R1GV86,Social support in the last three months of payment vouchers for spa treatment,Социальная поддержка за последние три месяца по оплате путевок для санаторно-курортного лечения
1103,2011,FL,R1GV87,The provision of services by the social security authorities (at home and in day care facilities),Предоставление услуг от органов социальной защиты (на дому и в учреждениях дневного пребывания)
1104,2011,FL,R1GV88,"Provision of in-kind assistance in the form of food packages, clothing and other. Essentials","Предоставление натуральной помощи в виде продуктовых наборов, одежды и др. предметов первой необходимости "
1105,2011,FL,R1GV89,None of these benefits were not provided,Никакие из перечисленных льгот не предоставлялись
1106,2011,FL,R1DV1,Whether purchased within the last three months of medication or drugs,Приобретались ли в течение последних трех месяцев лекарства или медикаменты
1107,2011,FL,R1DV2,At whose expense to purchase drugs or medications,За чей счет приобретались лекарства или медикаменты
1108,2011,FL,R1DV3,Your costs for the purchase of drugs or medicines on average per month,Ваши расходы на приобретение лекарств или медикаментов в среднем за месяц
1109,2011,FL,R1DV4,Approximate savings of an average of one month from the acquisition of free medicines or purchased at a reduced price,Примерная экономия в среднем за один месяц от приобретения бесплатных лекарств или приобретенных по льготной цене
1110,2011,FL,R1DV51,Treatment in a medical institution for a reason: disease,Обращения в медицинское учреждение по причине: заболевание
1111,2011,FL,R1DV52,"Treatment in a medical institution for a reason: the rehabilitation of this illness, the effects of trauma, injury","Обращения в медицинское учреждение по причине: реабилитация перенесенного заболевания, последствия травм, ранений"
1112,2011,FL,R1DV53,Treatment in a medical institution for a reason: to obtain a prescription,Обращения в медицинское учреждение по причине: получение рецепта
1113,2011,FL,R1DV54,"Treatment in a medical institution for a reason: to obtain medical certificates, statements, etc.","Обращения в медицинское учреждение по причине: получение медицинских справок, выписок и т.п."
1114,2011,FL,R1DV55,Treatment in a medical facility due to: pediatric observation of young children,Обращения в медицинское учреждение по причине: педиатрическое наблюдение за детьми раннего возраста
1115,2011,FL,R1DV56,Treatment in a medical institution for a reason: routine inspection,Обращения в медицинское учреждение по причине: профилактический осмотр
1116,2011,FL,R1DV57,Treatment in a medical institution for a reason: Other,Обращения в медицинское учреждение по причине: другое
1117,2011,FL,R1DV58,Treatment in a medical institution for a reason: it was not necessary,Обращения в медицинское учреждение по причине: не было необходимости
1118,2011,FL,R1DV6,The fact that access to medical care,Факт обращения за медицинской помощью
1119,2011,FL,R1DV71,Applying for outpatient dispensary or via,Обращение за амбулаторно-поликлинической или диспансерной помощью
1120,2011,FL,R1DV72,Applying for dental care,Обращение за стоматологической помощью
1121,2011,FL,R1DV73,Applying for ambulance,Обращение за скорой помощью
1122,2011,FL,R1DV74,Applying for hospital care,Обращение за стационарной помощью
1123,2011,FL,R1DV8,"Availability Payment (formal or informal) care, or other health care provider",Наличие оплаты (официальной или неофициальной) медицинской помощи или других медицинских услуг
1124,2011,FL,R1DV91,The amount spent on health care or payment for health care services: for the reception and consultations with general practitioners,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прием и консультации у врачей общего профиля"
1125,2011,FL,R1DV92,The amount spent on health care or payment for health care services: for receiving and advice from medical specialists,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прием и консультации у врачей специалистов"
1126,2011,FL,R1DV93,The amount spent on health care or payment for health care services: for surgery,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за хирургические операции"
1127,2011,FL,R1DV94,"The amount spent on health care or payment for health care services: for staying in the nursing home, assisted delivery","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за пребывание в родильном доме, родовспоможение"
1128,2011,FL,R1DV95,"The amount spent on health care or payment for health care services: for medical procedures (injections, IVs, etc.), nursing","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за медицинские процедуры (инъекции, капельницы и т.п.), уход за больными"
1129,2011,FL,R1DV96,"The amount spent on health care or payment for health care services: for laboratory tests and medical research (ultrasound, x-rays, tests, etc.)","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лабораторные анализы и медицинское исследование (УЗИ, рентген, анализы и т.п.)"
1130,2011,FL,R1DV97,"The amount spent on health care or payment for health care services: for massage, manual therapy, physiotherapy, etc.","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за массаж, мануальную терапию, лечебную гимнастику и т.п."
1131,2011,FL,R1DV98,The amount spent on health care or payment for health care: for medicines and medical supplies at admission,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медицинские материалы при госпитализации"
1132,2011,FL,R1DV99,"The amount spent on health care or payment for health care services: for other medical services (issuing medical certificates-ing, transportation to the place of treatment, etc.)","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прочие медицинские услуги(выдача мед-ских справок, перевоз к месту лечения и т.п.)"
1133,2011,FL,R1DV910,The amount spent on health care or payment for health care services: for dental treatment,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лечение зубов"
1134,2011,FL,R1DV911,The amount spent on health care or payment for health care services: for dentures,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за зубное протезирование"
1135,2011,FL,R1DV912,"The amount spent on health care or payment for health care services: for preventive examinations and consultations with specialists (orthodontists, paradontologa etc.)","Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за профилактические осмотры и консультации специалистов(ортодонтов, парадонтологов и т.п.)"
1136,2011,FL,R1DV913,The amount spent on health care or payment for health care services: for dental surgery,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за стоматологические хирургические операции"
1137,2011,FL,R1DV914,The amount spent on health care or payment for health care services: for export and render first aid,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за вывоз и оказание скорой помощи"
1138,2011,FL,R1DV915,The amount spent on health care or payment for health care services: in the direction of hospitalization,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за направление на госпитализацию"
1139,2011,FL,R1DV916,The amount spent on health care or payment for health care services: for drugs,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медикаменты"
1140,2011,FL,R1DV917,The amount spent on health care or payment for health care services: for transportation to the place of treatment,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за перевозку к месту лечения и обратно"
1141,2011,FL,R1DV10,The reason for not seeking medical care,Причина необращения за медицинской помощью
1142,2011,FL,R1DV111,Year last visit therapists,Год последнего посещения терапевтов
1143,2011,FL,R1DV112,Year last visit medical specialists,Год последнего посещения врачей-специалистов
1144,2011,FL,R1DV113,Year last visit dentists,Год последнего посещения врачей-стоматологов
1145,2011,FL,R1ЕV1,place of study,Место учебы
1146,2011,FL,R1ЕV2,Location of placement,Расположение места учебы
1147,2011,FL,R1ЕV3,The region code of placement,Код региона места учебы
1148,2011,FL,R1ЕV4,Ownership of the institution,Форма собственности учебного заведения
1149,2011,FL,R1ЕV5,Paid or free training,Платное или бесплатное обучение
1150,2011,FL,R1ЕV61,Tuition fee: self or your household,Плата за учебу: сам или Ваше домохозяйство
