varcode,russian,english
rh2422.3,Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада школы) ,Estimate your costs in rubles: Fee for preparatory courses outside (your creche / kindergarten school)
rh2412.4,В последние 12 месяцев у Вашей семьи были расходысвяз.с поступл.2-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторамилогопедамивоспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе) ,In the last 12 months of your family were spending svyaz.s postupl.2 second child in (these nurseries / det.sad / school): Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)
rh2422.4,Оцените Ваши затраты в рублях: Плата за занятия с репетиторамилогопедамивоспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе) ,Estimate your costs in rubles: Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)
rh2412.6,В последние 12 месяцев у Вашей семьи были расходы связанные с поступлением  2-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое ,In the last 12 months of your family were the costs associated with the receipt of the 2nd child in (these nursery / kindergarten this / that school): Other
rh24126s,Другоечто именно к h2412.6 ,Another what to h2412.6
rh2422.6,Оцените Ваши затраты в рублях: Другое ,Estimate your costs in rubles: Other
rh23_3,В каком году 3-й ребенок пошел в (эти ясли/ этот детский сад/ эту школу)? ,In what year was the third child went to (these nursery / kindergarten this / this school)?
rh241.3,0 - НЕ БЫЛО РАСХОДОВ СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 3-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ) ,0 - there was COSTS OF RECEIPTS OF 3RD CHILD (these KINDERGARTEN / THIS KINDERGARTEN / this school)
rh2413.1,В последние 12 месяцев у Вашей семьи были расходы связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос в  т.ч. в виде добровольных пожертвований или в неденежной форме ,In the last 12 months of your family were the costs associated with entering the 3rd child in (these nursery / kindergarten this / that school): Entry fee including in the form of donations or in-kind
rh2423.1,Оцените Ваши затраты в рублях): Вступительный взнос в  т.ч. в виде добровольных пожертвований или в неденежной форме ,Estimate your costs in rubles): Entry fee including in the form of donations or in-kind
rh2413.2,В последние 12 месяцев у Вашей семьи были расходы связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду школе) ,In the last 12 months of your family were the costs associated with entering the 3rd child in (these nursery / kindergarten this / that school): Fee for training courses in (your manger / kindergarten school)
rh2423.2,Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду школе) ,Estimate your costs in rubles: Fee for training courses in (your creche / nursery school school)
rh2413.3,В последние 12 месяцев у Вашей семьи были расходы связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада школы) ,In the last 12 months of your family were the costs associated with entering the 3rd child in (these nursery / kindergarten this / that school): Fee for preparatory courses outside (your crèche / kindergarten school)
rh2423.3,Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада школы) ,Estimate your costs in rubles: Fee for preparatory courses outside (your creche / kindergarten school)
rh2413.4,В последние 12 месяцев у Вашей семьи были расходысвяз.с поступл.3-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторамилогопедамивоспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе) ,In the last 12 months of your family were spending svyaz.s postupl.3 second child in (these nurseries / det.sad / school): Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)
rh2423.4,Оцените Ваши затраты в рублях: Плата за занятия с репетиторамилогопедамивоспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе) ,Estimate your costs in rubles: Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)
rh2413.6,В последние 12 месяцев у Вашей семьи были расходы связанные с поступлением  3-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое ,In the last 12 months of your family were the costs associated with entering the 3rd child in (these nursery / kindergarten this / that school): Other
rh24136s,Другоечто именно к h2413.6 ,Another what to h2413.6
rh2423.6,Оцените Ваши затраты в рублях: Другое ,Estimate your costs in rubles: Other
rh23_4,В каком году 4-й ребенок пошел в (эти ясли/ этот детский сад/ эту школу)? ,In what year was the 4th child went to (these nursery / kindergarten this / this school)?
rh241.4,0 - НЕ БЫЛО РАСХОДОВ СВЯЗАННЫХ С ПОСТУПЛЕНИЕМ 4-ГО РЕБЕНКА В (ЭТИ ЯСЛИ/ ЭТОТ ДЕТСКИЙ САД/ ЭТУ ШКОЛУ) ,0 - there was COSTS OF RECEIPTS 4th child in (these KINDERGARTEN / THIS KINDERGARTEN / this school)
rh2414.1,В последние 12 месяцев у Вашей семьи были расходы связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Вступительный взнос в  т.ч. в виде добровольных пожертвований или в неденежной форме ,In the last 12 months of your family were the costs associated with the receipt of the 4th child in (these nursery / kindergarten this / that school): Entry fee including in the form of donations or in-kind
rh2424.1,Оцените Ваши затраты в рублях: Вступительный взнос в  т.ч. в виде добровольных пожертвований или в неденежной форме ,Estimate your costs in rubles: Entrance fee including in the form of donations or in-kind
rh2414.2,В последние 12 месяцев у Вашей семьи были расходы связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы в (ваших яслях/детском саду школе) ,In the last 12 months of your family were the costs associated with the receipt of the 4th child in (these nursery / kindergarten this / that school): Fee for training courses in (your manger / kindergarten school)
rh2424.2,Оцените Ваши затраты в рублях: Плата за подготовительные курсы в (ваших яслях/детском саду школе) ,Estimate your costs in rubles: Fee for training courses in (your creche / nursery school school)
rh2414.3,В последние 12 месяцев у Вашей семьи были расходы связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Плата за подготовительные курсы вне (ваших яслей/детского сада школы) ,In the last 12 months of your family were the costs associated with the receipt of the 4th child in (these nursery / kindergarten this / that school): Fee for preparatory courses outside (your crèche / kindergarten school)
rh2424.3,Оцените Ваши затраты в рублях: Плата за подготовительные курсы вне (ваших яслей/детского сада школы) ,Estimate your costs in rubles: Fee for preparatory courses outside (your creche / kindergarten school)
rh2414.4,В последние 12 месяцев у Вашей семьи были расходысвяз.с поступл.4-го ребенка в (эти ясли/дет.сад/школу):Плата за занятия с репетиторамилогопедамивоспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе) ,In the last 12 months of your family were spending svyaz.s postupl.4 second child in (these nurseries / det.sad / school): Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)
rh2424.4,Оцените Ваши затраты в рублях: Плата за занятия с репетиторамилогопедамивоспитат.или психологами для подгот.ребенка  к яслям/дет.саду/школе) ,Estimate your costs in rubles: Fee for tutoring speech therapists psychologists vospitat.ili for podgot.rebenka to the manger / det.sad / school)
rh2414.6,В последние 12 месяцев у Вашей семьи были расходы связанные с поступлением  4-го ребенка в (эти ясли/ этот детский сад/ эту школу): Другое ,In the last 12 months of your family were the costs associated with the receipt of the 4th child in (these nursery / kindergarten this / that school): Other
rh24146s,Другоечто именно к h2414.6 ,Another what to h2414.6
rh2424.6,Оцените Ваши затраты в рублях: Другое ,Estimate your costs in rubles: Other
rh25.1.1,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате? ,How exactly to make payments in (your nursery / det.sad / school) for the 1st child: On the bank account or accounts (nurseries / kindergarten / school) with the issuance of the payment?
rh25.1.2,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)? ,How exactly to make payments in (your nursery / det.sad / school) for the 1st child: some goods or materials in (nursery / kindergarten / school)?
rh25.1.3,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: Просто в руки кому-то из сотрудников? ,How exactly to make payments in (your nursery / det.sad / school) for the 1st child: Just to hand someone from the staff?
rh25.1.6,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенка: По-другому? ,How exactly to make payments in (your nursery / det.sad / school) for the 1st child: different?
rh25.16s,По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 1-го ребенкакак именно: ,In another way to make payments in (your nursery / det.sad / school) for the 1st child as follows:
rh25.2.1,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате? ,How exactly to make payments in (your nursery / det.sad / school) for the 2nd child: On the bank account or accounts (creche / kindergarten / school) with the issuance of the payment?
rh25.2.2,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)? ,How exactly to make payments in (your nursery / det.sad / school) for the 2nd child: some goods or materials in (nursery / kindergarten / school)?
rh25.2.3,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: Просто в руки кому-то из сотрудников? ,How exactly to make payments in (your nursery / det.sad / school) for the 2nd child: Just to hand someone from the staff?
rh25.2.6,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка: По-другому? ,How exactly to make payments in (your nursery / det.sad / school) for the 2nd child: different?
rh25.26s,По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 2-го ребенка как именно: ,In another way to make payments in (your nursery / det.sad / school) for the 2nd child as follows:
rh25.3.1,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате? ,How exactly to make payments in (your nursery / det.sad / school) for 3rd child: On the bank account or accounts (creche / kindergarten / school) with the issuance of the payment?
rh25.3.2,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)? ,How exactly to make payments in (your nursery / det.sad / school) for 3rd child: some goods or materials in (nursery / kindergarten / school)?
rh25.3.3,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: Просто в руки кому-то из сотрудников? ,How exactly to make payments in (your nursery / det.sad / school) for 3rd child: Just to hand someone from the staff?
rh25.3.6,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка: По-другому? ,How exactly to make payments in (your nursery / det.sad / school) for 3rd child: different?
rh25.36s,По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 3-го ребенка как именно: ,In another way to make payments in (your nursery / det.sad / school) for the third child as follows:
rh25.4.1,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: На счет в банке или в бухгалтерию (яслей/детского сада/школы) с выдачей документа об оплате? ,How exactly to make payments in (your nursery / det.sad / school) for the 4th child: On the bank account or accounts (creche / kindergarten / school) with the issuance of the payment?
rh25.4.2,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: Какими-то товарами или материалами в (ясли/детский сад/ школу)? ,How exactly to make payments in (your nursery / det.sad / school) for the 4th child: some goods or materials in (nursery / kindergarten / school)?
rh25.4.3,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: Просто в руки кому-то из сотрудников? ,How exactly to make payments in (your nursery / det.sad / school) for the 4th child: Just to hand someone from the staff?
rh25.4.6,Как именно осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка: По-другому? ,How exactly to make payments in (your nursery / det.sad / school) for the 4th child: different?
rh25.46s,По-другому осуществлялись платежи в (ваши ясли/дет.сад/школу) для 4-го ребенка как именно: ,In another way to make payments in (your nursery / det.sad / school) for the 4th child as follows:
rh26.1,Ваша семья платила за учебники и учебные пособия по которым 1-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да то сколько Вы заплатили? ,Your family pays for textbooks and manuals on which the 1st child is engaged in this academic year? Do not include here costs kants.tovary and stuff. If so how much you paid?
rh26.2,Ваша семья платила за учебники и учебные пособия по которым 2-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да то сколько Вы заплатили? ,Your family pays for textbooks and manuals on which the 2nd child is engaged in this academic year? Do not include here costs kants.tovary and stuff. If so how much you paid?
rh26.3,Ваша семья платила за учебники и учебные пособия по которым 3-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да то сколько Вы заплатили? ,Your family pays for textbooks and manuals on which third child is engaged in this academic year? Do not include here costs kants.tovary and stuff. If so how much you paid?
rh26.4,Ваша семья платила за учебники и учебные пособия по которым 4-й ребенок занимается в этом учебном году? Не учитывайте здесь расходы на канц.товары и прочее. Если да то сколько Вы заплатили? ,Your family pays for textbooks and manuals on which the 4th child is engaged in this academic year? Do not include here costs kants.tovary and stuff. If so how much you paid?
rh27.1,(Кроме затрат на учебники)Ваша семья тратила что-нибудь на подгот.1-го ребенка к текущ. учебн.году:канц.принадл.необходимую одеждуобувьи пр.обязат.в(дет.саду/школе) вещи?Если дато сколько Вы потратили на все это? ,(Except for the cost of textbooks) your family spend anything on podgot.1 second child to the current. uchebn.godu: kants.prinadl. necessary clothing footwear and pr.obyazat.v (det.sad / school) things? If so how much you spent on this?
rh27.2,(Кроме затрат на учебники)Ваша семья тратила что-нибудь на подгот.2-го ребенка к текущ. учебн.году:канц.принадл.необходимую одеждуобувь и пр.обязат.в(дет.саду/школе) вещи?Если дато сколько Вы потратили на все это? ,(Except for the cost of textbooks) your family spend anything on podgot.2 second child to the current. uchebn.godu: kants.prinadl. necessary clothing footwear and pr.obyazat.v (det.sad / school) things? If so how much you spent on this?
rh27.3,(Кроме затрат на учебники)Ваша семья тратила что-нибудь на подгот.3-го ребенка к текущ. учебн.году:канц.принадл.необходимую одеждуобувь и пр.обязат.в(дет.саду/школе) вещи?Если дато сколько Вы потратили на все это? ,(Except for the cost of textbooks) your family spend anything on podgot.3 second child to the current. uchebn.godu: kants.prinadl. necessary clothing footwear and pr.obyazat.v (det.sad / school) things? If so how much you spent on this?
rh27.4,(Кроме затрат на учебники)Ваша семья тратила что-нибудь на подгот.4-го ребенка к текущ. учебн.году:канц.принадл.необходимую одеждуобувь и пр.обязат.в(дет.саду/школе) вещи?Если дато сколько Вы потратили на все это? ,(Except for the cost of textbooks) your family spend anything on podgot.4 second child to the current. uchebn.godu: kants.prinadl. necessary clothing footwear and pr.obyazat.v (det.sad / school) things? If so how much you spent on this?
rh28.1,Ваша семья платит за пребывание 1-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа? ,Your family pays for the stay of the 1st child in the manger / in det.sad / tuition by the main program at the school under the contract or any other official document?
rh28.2,Ваша семья платит за пребывание 2-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа? ,Your family pays for the stay of the 2nd child in the manger / in det.sad / tuition by the main program at the school under the contract or any other official document?
rh28.3,Ваша семья платит за пребывание 3-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа? ,Your family pays for the stay of the 3rd child in the manger / in det.sad / tuition by the main program at the school under the contract or any other official document?
rh28.4,Ваша семья платит за пребывание 4-го ребенка в яслях/в дет.саду/ за обучение по основной программе в школе на основании договора или любого другого официального документа? ,Your family pays for the stay of the 4th child in a manger / in det.sad / tuition by the main program at the school under the contract or any other official document?
rh29.1,Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 1-го ребенка? ,How many rubles on average you pay per month (training / stay) 1st child?
rh29.2,Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 2-го ребенка? ,How many rubles on average you pay per month (training / stay) 2nd child?
rh29.3,Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 3-го ребенка? ,How many rubles on average you pay per month (training / stay) third child?
rh29.4,Сколько рублей в среднем Вы платите за месяц (обучения/пребывания) 4-го ребенка? ,How many rubles on average you pay per month (training / stay) 4th child?
rh30.1,1-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе) не входящие в основную программу но настоятельно рекомендованные для посещения работниками (дет.сада/школы)? ,1st child attends any dopolnit.zanyatiya on academic subjects in (det.sad / school) are not included in the basic program but it is strongly recommended to visit the workers (det.sad / school)?
rh30.2,2-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе) не входящие в основную программу но настоятельно рекомендованные для посещения работниками (дет.сада/школы)? ,2nd child attends any dopolnit.zanyatiya on academic subjects in (det.sad / school) are not included in the basic program but it is strongly recommended to visit the workers (det.sad / school)?
rh30.3,3-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе) не входящие в основную программу но настоятельно рекомендованные для посещения работниками (дет.сада/школы)? ,3rd child attends any dopolnit.zanyatiya on academic subjects in (det.sad / school) are not included in the basic program but it is strongly recommended to visit the workers (det.sad / school)?
rh30.4,4-й ребенок посещает какие-либо дополнит.занятия по учебным предметам в (дет.саду/школе) не входящие в основную программу но настоятельно рекомендованные для посещения работниками (дет.сада/школы)? ,4th child attends any dopolnit.zanyatiya on academic subjects in (det.sad / school) are not included in the basic program but it is strongly recommended to visit the workers (det.sad / school)?
rh31.1,Сколько рублей в среднем за месяц обучения Вы платите за 1-го ребенка за эти дополнительные занятия? ,How many rubles on average per month of training you are paying for the 1st child for these extra classes?
rh31.2,Сколько рублей в среднем за месяц обучения Вы платите за 2-го ребенка за эти дополнительные занятия? ,How many rubles on average per month of training you pay for 2nd child for these extra classes?
rh31.3,Сколько рублей в среднем за месяц обучения Вы платите за 3-го ребенка за эти дополнительные занятия? ,How many rubles on average per month of training you are paying for the 3rd child for these extra classes?
rh31.4,Сколько рублей в среднем за месяц обучения Вы платите за 4-го ребенка за эти дополнительные занятия? ,How many rubles per month on average you pay for the training of the 4th child for these extra classes?
rh32.1,Кто в первую очередь определяет размер платы за эти дополнительные занятия за 1- го ребенка? ,Who first determine the fee for these extra classes for 1 st child?
rh32.1s,Другие кто именно? ,Others who?
rh32.2,Кто в первую очередь определяет размер платы за эти дополнительные занятия за 2- го ребенка? ,Who first determine the fee for these extra classes for 2 nd child?
rh32.2s,Другие кто именно? ,Others who?
rh32.3,Кто в первую очередь определяет размер платы за эти дополнительные занятия за 3- го ребенка? ,Who first determine the fee for these extra classes for 3- second child?
rh32.3s,Другие кто именно? ,Others who?
rh32.4,Кто в первую очередь определяет размер платы за эти дополнительные занятия за 4- го ребенка? ,Who first determine the fee for these extra classes for 4 th child?
rh32.4s,Другие кто именно? ,Others who?
rh331.1,1-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам которые Вы выбрали сами? Это могут быть занятия как в (саду/школе) так и вне (него/нее). ,1st child attends any optional add. classes in academic subjects that you have chosen for yourself? It can be occupied as a (garden / school) and outside (him / her).
rh331.2,2-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам которые Вы выбрали сами могут быть занятия как в (саду/школе) так и вне (него/нее). ,2nd child attends any optional add. classes in academic subjects that you have chosen for yourself can be occupied as a (garden / school) and outside (him / her).
rh331.3,3-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам которые Вы выбрали сами? Это могут быть занятия как в (саду/школе) так и вне (него/нее). ,3rd child attends any optional add. classes in academic subjects that you have chosen for yourself? It can be occupied as a (garden / school) and outside (him / her).
rh331.4,4-й ребенок посещает какие-либо необязательные дополнит. занятия по учебным предметам которые Вы выбрали сами? Это могут быть занятия как в (саду/школе) так и вне (него/нее). ,4th child attends any optional add. classes in academic subjects that you have chosen for yourself? It can be occupied as a (garden / school) and outside (him / her).
rh3321.1,Где именно1-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)? ,Where imenno1 th child attends classes for these additional academic subjects: B (your kindergarten / your school)?
rh3331.1,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе) ,How many rubles on average you pay for a month in extra classes (kindergarten your / your school)
rh3321.4,Где именно1-й ребенок посещает занятия по этим дополнительным учебным предметам: При каком-то высшем или средне-специальном учебном заведении? ,Where imenno1 th child attends classes for these additional academic subjects: While some higher or secondary special educational institutions?
rh3331.4,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в высшем или средне-специальном учебном заведении ,How many rubles on average you pay for the month of additional training in higher and secondary specialized educational institutions
rh3321.2,Где именно 1-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении напр.на курсах в кружках в клубахв др. (садах/ школах) или в специализированных школах? ,Where is the 1st child attends classes for these additional academic subjects: In another institution eg. The courses in circles in clubs at al. (Orchards / schools) or in specialized schools?
rh3331.2,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в другом учреждении напр.на курсах в кружках в клубахв др. (садах/ школах) или в специализированных школах? ,How many rubles on average you pay per month extra classes at another institution eg. The courses in circles in clubs at al. (Orchards / schools) or in specialized schools?
rh3321.3,Где именно 1-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами частными преподавателями? ,Where is the 1st child attends classes for these additional academic subjects: tutoring private tutors?
rh3331.3,Сколько рублей в среднем Вы платите за месяц дополнительных занятий с репетиторами частными преподавателями? ,How many rubles on average you pay per month extra tutoring private tutors?
rh3322.1,Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)? ,Where is the 2nd child attends classes for these additional academic subjects: B (your kindergarten / your school)?
rh3332.1,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе) ,How many rubles on average you pay for a month in extra classes (kindergarten your / your school)
rh3322.4,Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: При каком-то высшем или средне-специальном учебном заведении? ,Where is the 2nd child attends classes for these additional academic subjects: While some higher or secondary special educational institutions?
rh3332.4,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в высшем или средне-специальном учебном заведении ,How many rubles on average you pay for the month of additional training in higher and secondary specialized educational institutions
rh3322.2,Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении напр.на курсах в кружках в клубахв др. (садах/ школах) или в специализированных школах? ,Where is the 2nd child attends classes for these additional academic subjects: In another institution eg. The courses in circles in clubs at al. (Orchards / schools) or in specialized schools?
rh3332.2,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в другом учреждении напр.на курсах в кружках в клубахв др. (садах/ школах) или в специализированных школах ,How many rubles on average you pay per month extra classes at another institution eg. The courses in circles in clubs at al. (Orchards / schools) or in specialized schools
rh3322.3,Где именно 2-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами частными преподавателями? ,Where is the 2nd child attends classes for these additional academic subjects: tutoring private tutors?
rh3332.3,Сколько рублей в среднем Вы платите за месяц дополнительных занятий с репетиторами частными преподавателями ,How many rubles on average you pay per month extra tutoring private tutors
rh3323.1,Где именно 3-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)? ,Where is the 3rd child attends classes for these additional academic subjects: B (your kindergarten / your school)?
rh3333.1,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе)? ,How many rubles on average you pay for a month in extra classes (kindergarten your / your school)?
rh3323.4,Где именно 3-й ребенок посещает занятия по этим дополнительным учебным предметам: При каком-то высшем или средне-специальном учебном заведении? ,Where is the 3rd child attends classes for these additional academic subjects: While some higher or secondary special educational institutions?
rh3333.4,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в высшем или средне-специальном учебном заведении ,How many rubles on average you pay for the month of additional training in higher and secondary specialized educational institutions
rh3323.2,Где именно 3-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении напр.на курсах в кружках в клубахв др. (садах/ школах) или в специализированных школах? ,Where is the 3rd child attends classes for these additional academic subjects: In another institution eg. The courses in circles in clubs at al. (Orchards / schools) or in specialized schools?
rh3333.2,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в другом учреждении напр.на курсах в кружках в клубахв др. (садах/ школах) или в специализированных школах? ,How many rubles on average you pay per month extra classes at another institution eg. The courses in circles in clubs at al. (Orchards / schools) or in specialized schools?
rh3323.3,Где именно 3-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами частными преподавателями? ,Where is the 3rd child attends classes for these additional academic subjects: tutoring private tutors?
rh3333.3,Сколько рублей в среднем Вы платите за месяц дополнительных занятий с репетиторами частными преподавателями? ,How many rubles on average you pay per month extra tutoring private tutors?
rh3324.1,Где именно 4-й ребенок посещает занятия по этим дополнительным учебным предметам: В (вашем детском саду/ вашей школе)? ,Where is the 4th child attends classes for these additional academic subjects: B (your kindergarten / your school)?
rh3334.1,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в (вашем детском саду/ вашей школе)? ,How many rubles on average you pay for a month in extra classes (kindergarten your / your school)?
rh3324.4,Где именно 4-й ребенок посещает занятия по этим дополнительным учебным предметам: При каком-то высшем или средне-специальном учебном заведении? ,Where is the 4th child attends classes for these additional academic subjects: While some higher or secondary special educational institutions?
rh3334.4,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в высшем или средне-специальном учебном заведении ,How many rubles on average you pay for the month of additional training in higher and secondary specialized educational institutions
rh3324.2,Где именно 4-й ребенок посещает занятия по этим дополнительным учебным предметам: В другом учреждении напр.на курсах в кружках в клубахв др. (садах/ школах) или в специализированных школах? ,Where is the 4th child attends classes for these additional academic subjects: In another institution eg. The courses in circles in clubs at al. (Orchards / schools) or in specialized schools?
rh3334.2,Сколько рублей в среднем Вы платите за месяц дополнительных занятий в другом учреждении напр.на курсах в кружках в клубахв др. (садах/ школах) или в специализированных школах? ,How many rubles on average you pay per month extra classes at another institution eg. The courses in circles in clubs at al. (Orchards / schools) or in specialized schools?
rh3324.3,Где именно 4-й ребенок посещает занятия по этим дополнительным учебным предметам: С репетиторами частными преподавателями? ,Where is the 4th child attends classes for these additional academic subjects: tutoring private tutors?
rh3334.3,Сколько рублей в среднем Вы платите за месяц дополнительных занятий с репетиторами частными преподавателями? ,How many rubles on average you pay per month extra tutoring private tutors?
