,year,file,var,russian,english
947,2010,FN,R2V56,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата жилья и коммунальных услуг,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of housing and communal services"
948,2010,FN,R2V57,"Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата ремонта, стр-ва и приобретения жилья","Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of repair, pp Islands and home"
949,2010,FN,R2V58,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата медицинского обслуживания и отдыха,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of health care and recreation"
950,2010,FN,R2V59,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата содержания детей в детучреждениях,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of children in detuchrezhdeniyah"
951,2010,FN,R2V510,Получали ли члены домохозяйства товары или помощь в счет оплаты труда или в виде соц. пакета по месту работы: оплата обучения,"Have members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: tuition"
952,2010,FN,R2V61,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: зерно,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: grain"
953,2010,FN,R2V62,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: продовольственные товары,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: food products"
954,2010,FN,R2V63,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: непродовольственные товары,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: non-food products"
955,2010,FN,R2V64,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: бесплатное питание,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: a free meal"
956,2010,FN,R2V65,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата  транспортных расходов,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of transportation costs"
957,2010,FN,R2V66,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата жилья и коммунальных услуг,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of housing and communal services"
958,2010,FN,R2V67,"Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата ремонта, стр-ва и приобретения жилья","Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of repair, pp Islands and home"
959,2010,FN,R2V68,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата медицинского обслуживания и отдыха,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of health care and recreation"
960,2010,FN,R2V69,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата содержания детей в детучреждениях,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: the payment of children in detuchrezhdeniyah"
961,2010,FN,R2V610,Оценка полученных членами домохозяйства товаров или помощи в счет оплаты труда или в виде соц. пакета по месту работы: оплата обучения,"Evaluation of the members of the household goods or assistance in respect of wages, or in the form of social services. package in the workplace: tuition"
962,2010,FN,R2V7,Расходование сбережений или взятых в долг денег,Expenditure savings or borrowed money
963,2010,FN,R2V81,Снятие денег с банковского счета,Withdrawing money from your bank account
964,2010,FN,R2V82,Расходование денежного сбережения или остатка дохода предыдущего периода,Debit balance of savings or income of the previous period
965,2010,FN,R2V83,Продажа ценных бумаг,Sales of securities
966,2010,FN,R2V84,Продажа имущества или вещей,Sale of property or things
967,2010,FN,R2V85,Выручка от продажи имущества или вещей,Proceeds from the sale of property or things
968,2010,FN,R2V86,Продажа недвижимости,property For Sale
969,2010,FN,R2V87,"Взяли ссуду, кредит","Have taken a loan, credit"
970,2010,FN,R2V88,"Получение денег, взятых в долг",Getting the money borrowed
971,2010,FN,R2V89,Взяли деньги в долг,Took the money in the debt
972,2010,FN,R2V810,Другое,other
973,2010,FN,R2V9,Общая сумма дополнительных денежных средств,The total amount of additional funds
974,2010,FN,R2V10,"Сумма израсходованная на покупку валюты, пополнение банковского счета, дача в долг","The sum spent for the purchase of foreign currency, the completion of the bank account, giving a loan"
975,2010,FN,R2V11,Остатки денежных средств за текущий период,Cash balances for the current period
976,2010,FH,PER,Период разработки,development period
977,2010,FH,TER,Шифр территории,cipher territory
978,2010,FH,MEST,Тип населенного пункта,Type of settlement
979,2010,FH,BUD,Номер бюджета,number budget
980,2010,FH,R3GV1,Форма собственности основного жилья,Ownership of the main housing
981,2010,FH,R3GV2,Доля средств домохозяйства в оплате жилья,The share of households in housing costs
982,2010,FH,R3GV31,"Государства, муниципалитета","State, municipality"
983,2010,FH,R3GV32,Предприятия по месту работы,Companies in the workplace
984,2010,FH,R3GV33,Другого домохозяйства,other households
985,2010,FH,R3GV34,Благотворительной или иной организация,Charity or other organization
986,2010,FH,R3GV4,Наличие оплаты основного жилья за последние 3 месяца,Availability Payment of housing over the past 3 months
987,2010,FH,R3GV5,Причина неоплаты жилья,The reason for non-payment of housing
988,2010,FH,R3GV6,Плата за аренду жилье у частных лиц,Fee for rent housing from private individuals
989,2010,FH,R3GV91,Другого жилья помимо основного,Another addition to the main housing
990,2010,FH,R3GV92,Индивидуального дома или части дома,Individual house or the house
991,2010,FH,R3GV93,Дачи или дома для сезонного проживания,Cottages or houses for seasonal residence
992,2010,FH,R3GV94,Гаража стационарного,garage stationary
993,2010,FH,R3GV95,Другого строения,other buildings
994,2010,FH,R3GV15,Наличие  строительства или ремонта недвижимости,The presence of the construction or repair of real estate
995,2010,FH,R3GV16,"Тип постройки, где проводились основные работы","Type of construction, where major works were carried out"
996,2010,FH,R3GV17,Вид проводимых работ,Type of work done
997,2010,FH,R3GV18,Исполнитель основных работ,Artist major works
998,2011,FC,PER,Период разработки,development period
999,2011,FC,TER,Шифр территории,cipher territory
1000,2011,FC,MEST,Тип населенного пункта,Type of settlement
1001,2011,FC,BUD,Номер бюджета,number budget
1002,2011,FC,CHLICO,Число лиц в домохозяйстве,Number of persons in the household
1003,2011,FC,CHLICN,Число наличных лиц в домохозяйстве,The number of persons in the household cash
1004,2011,FC,CHISL,Группировка по числу наличных лиц в домохозяйстве  (5 групп),Grouped according to the number of persons per household cash (5 groups)
1005,2011,FC,CHDET,Фактическое число детей до 16 лет,The actual number of children under 16 years
1006,2011,FC,CHISD,Группировка по числу детей до 16 лет в домохозяйстве  (5 групп),Grouping by the number of children under 16 in the household (5 groups)
1007,2011,FC,CLDP,Число человеко-дней питания,The number of man-days supply
1008,2011,FC,DOXODSN,Денежный доход ,cash income
1009,2011,FC,DOXODN,Среднедушевой денежный доход,Per capita income
1010,2011,FC,RASRESS,Располагаемые ресурсы ,disposable resources
1011,2011,FC,RASRES,Среднедушевые располагаемые ресурсы,Per capita disposable resources
1012,2011,FC,DECILR,Дециль по среднедушевым располагаемым ресурсам,Deciles of per capita disposable resources
1013,2011,FC,RASSQ,Расход на конечное потребление ,Final consumption expenditure
1014,2011,FC,RASQ,Среднедушевой расход на конечное потребление,Per capita expenditures on final consumption
1015,2011,FC,POTRAS,Потребительские расходы,consumer spending
1016,2011,FC,PROD,Расходы на покупку продуктов питания,Expenditure on food
1017,2011,FC,PITRES,Расходы на питание вне дома,Spending on food away from home
1018,2011,FC,ALK,Расходы на покупку алкогольных напитков,Expenditures for the purchase of alcoholic beverages
1019,2011,FC,NEPROD,Расходы на покупку непродовольственных товаров,Expenditures for the purchase of non-food goods
1020,2011,FC,USLUG,Расходы на оплату услуг,'Fees
1021,2011,FC,PROMPOT,Расходы на промежуточное потребление и валовое накопление,Expenditure on intermediate consumption and gross capital formation
1022,2011,FC,NALOG,"Налоги, сборы, платежи","Taxes, fees, charges"
1023,2011,FC,DRRAS,Другие расходы,other costs
1024,2011,FC,DENRAS,Денежные расходы,cash expenditures
1025,2011,FC,FAKT,Прирост финансовых активов,Increase in financial assets
1026,2011,FC,NATDOX,Натуральные поступления,receipts in kind
1027,2011,FC,R1GV91,"Субсидии на оплату жилья и коммунальных услуг, получаемые перечислением на банковские счета",Subsidies for housing and communal services received by transfer to bank accounts
1028,2011,FC,R1GV92,"Субсидии на оплату жилья и коммунальных услуг, включенные в счета на оплату",Subsidies for housing and utilities included in the invoice
1029,2011,FC,R1GV93,Иные денежные компенсации на оплату жилья и коммунальных услуг,Other monetary compensation for housing and communal services
1030,2011,FC,R1GV94,Льготы (скидки) при оплате счетов за электричество,Benefits (discounts) for electricity bills
1031,2011,FC,R1GV95,Льготы (скидки) при оплате счетов за услуги телефонной сети,Benefits (discounts) when paying bills for telephone services
1032,2011,FC,R1GV96,Льготы (скидки) на покупку топлива,Benefits (discounts) for the purchase of fuel
1033,2011,FC,R1GV97,Льготы по оплате за вывоз мусора и обеззараживание твердых бытовых отходов,Benefits to pay for garbage removal and disinfection of municipal solid waste
1034,2011,FC,R1GV98,Единовременная помощь на ремонт жилья и др.,One-time assistance for housing repairs and other.
1035,2011,FC,R1GV99,Ничего из перечисленного,None of the above
1036,2011,FC,R1GV10,Обращение кого-либо из членов домохозяйства в органы социальной  защиты с заявлением об оказании материальной помощи в связи с недостаточностью дохода,Handling any of the household members in the social security authorities with a statement on the provision of financial assistance due to insufficient income
1037,2011,FC,R1GV111,Получение домохозяйством социального пособия малоимущим (семьям или одиноко проживающим гражданам) в течение последних трех месяцев,Getting the household Social Security Income (families or living alone citizens) within the last three months
1038,2011,FC,R1GV112,Получение домохозяйством помощи по чрезвычайным обстоятельствам в течение последних трех месяцев,Getting household assistance Emergency in the last three months
1039,2011,FC,R1GV113,Отсутствие у домохозяйства перечисленных видов материальной помощи от органов социальной защиты в течение последних трех месяцев,Lack of households enumerated types of material assistance from the social security authorities during the last three months
1040,2011,FC,R1GV121,Единовременная денежная выплата за счет средств материнского капитала,Lump-sum payments at the expense of the parent capital
1041,2011,FC,R1GV122,Ежемесячное пособие на ребенка,Monthly child allowance
1042,2011,FC,R1GV123,"Ежемесячное пособие на ребенка военнослужащего, проходящего военную службу по призыву","Monthly child soldier, military service"
1043,2011,FC,R1GV124,"Пособия и выплаты на содержание детей, оставшихся без одного или двоих родителей (за исключением пенсий по случаю потери кормильца)",Benefits and payments for the maintenance of children without one or two parents (excluding pensions survivor)
1044,2011,FC,R1GV125,Ежемесячной компенсации платы за посещение детских дошкольных учреждений или других учреждений основного и дополнительного образования,Monthly compensation fee for attending kindergartens or other institutions of primary and secondary education
1045,2011,FC,R1GV126,Бесплатный отпуск  молочного питания,Free vacation milk supply
1046,2011,FC,R1GV127,Бесплатное питание в образовательном учреждении,Free meals in an educational institution
1047,2011,FC,R1GV128,"Другие пособия или субсидии отдельным категориям семей (многодетные, неполные семьи и др.)","Other benefits or subsidies to certain categories of families (large, single-parent families, etc.)."
1048,2011,FC,R1GV129,Ничего из перечисленного,None of the above
1049,2011,FC,KVZV,Коэффициент взвешивания,weighting factor
1050,2011,FL,PER,Период разработки,development period
1051,2011,FL,TER,Шифр территории,cipher territory
1052,2011,FL,MEST,Тип населенного пункта,Type of settlement
1053,2011,FL,BUD,Номер бюджета,number budget
1054,2011,FL,LICO,Код члена домохозяйства (лица),Code household member (s)
1055,2011,FL,POL,Пол,Paul
1056,2011,FL,R1АV2,Число исполнившихся лет,The number of complete years
1057,2011,FL,R1АV3,"Отношение к члену д/х, записанному первым","Towards members of d / s, write the first"
1058,2011,FL,R1АV4,Индивидуальный код матери (отца),Individual code of the mother (father)
1059,2011,FL,R1АV5,Число дней отсутствия за последние 3 месяца,The number of days of absence for the last 3 months
1060,2011,FL,R1АV6,Причина  отсутствия за последние 3 месяца,The reason for the absence of the last 3 months
1061,2011,FL,R1АV7,Семейное положение,marital status
1062,2011,FL,R1АV10,Уровень образования,education Level
1063,2011,FL,R1ВV1,Наличие работы за последние 3 месяца,Having a job in the last 3 months
1064,2011,FL,R1ВV2,Причина отсутствия на работе,The reason for absence from work
1065,2011,FL,R1BV3,Причина отсутствия работы,The reason for lack of work
1066,2011,FL,RABN,Число отработанных недель,Number of working weeks
1067,2011,FL,ISKN,Число недель не работал и искал работу,The number of weeks worked and was looking for work
1068,2011,FL,OTDN,Число недель не работал и не искал работу,The number of weeks worked and not looking for work
1069,2011,FL,R1ВV7,Статус по основному месту работы,Status on the main job
1070,2011,FL,R1BV8,Наличие дополнительного доходного занятия,An additional gainful employment
1071,2011,FL,R1BV9,Статус по дополнительному месту работы,Status under the additional workplace
1072,2011,FL,R1BV10,Число недель занятости на дополнительной работе за последние 3 месяца,The number of weeks of employment for the extra work over the last 3 months
1073,2011,FL,R1BV111,"Признак нахождения основной работы там, где проживает данное лицо","Symptom main finding work there, where the person"
1074,2011,FL,R1BV112,Признак нахождения основной работы в другом регионе,Sign of finding employment in another region
1075,2011,FL,R1BV12,Код региона нахождения основной работы ,Region code finding basic work
1076,2011,FL,R1BV15,Наличие регистрации в Службе занятости как безработный ,Availability of registration with the Employment Service as unemployed
1077,2011,FL,R1BV16,Наличие пособия по  безработице,The presence of unemployment benefits
1078,2011,FL,R1V17,"Категория, характеризующая положение за последние 3 месяца  ",Category characterizing the position of the last 3 months
1079,2011,FL,R1BV18,Наличие свидетельства пенсионного страхования ,Evidence of pension insurance
1080,2011,FL,R1BV19,Наличие информации о перечисленных суммах в Пенсионный фонд ,Availability of information on the amounts listed in the Pension Fund
1081,2011,FL,R1GV1,Наличие права на получении пенсии,Entitlement to a pension
1082,2011,FL,R1GV21,1-ый вид пенсии,The first type of pension
1083,2011,FL,R1GV22,2-ой вид  пенсии,The second type of pension
1084,2011,FL,R1GV3,"Сумма пенсии, выплаченная за последние 3 месяца",The amount of pensions paid in the last 3 months
1085,2011,FL,R1GV41,1-ый код льготной категории на право  получения государственной социальной поддержки,First code to discounts on the right to receive state social support
1086,2011,FL,R1GV42,2-ой код льготной категории на право  получения государственной социальной поддержки,Second code to discounts on the right to receive state social support
1087,2011,FL,R1GV43,Не относится ни к одной из льготных категорий  на право  получения государственной социальной поддержки,Does not apply to any of the privileged categories of eligibility for state social support
1088,2011,FL,R1GV5,Факт пользования льготами в течение последних трех месяцев,The fact of using privileges during the last three months
1089,2011,FL,R1GV61,Пользовались бесплатным лекарственным обеспечением,Enjoy free drug supply
1090,2011,FL,R1GV62,Получали бесплатное санаторно-курортное лечение,Receive free spa treatment
1091,2011,FL,R1GV63,Пользовались бесплатным или льготным проездом на междугородном транспорте к месту лечения и обратно,Enjoy free or discounted travel on intercity transport to the place of treatment
1092,2011,FL,R1GV64,Пользовались бесплатным проездом пригородным железнодорожным транспортом,Enjoy free travel commuter rail
1093,2011,FL,R1GV71,1-ый код льготной категории,First code privileged category
1094,2011,FL,R1GV72,2-ой код льготной категории,2nd code privileged category
1095,2011,FL,R1GV73,3-ий код льготной категории ,Third code privileged category
1096,2011,FL,R1GV74,Не относится ни к одной из категории в.9,Does not apply to any of the categories B.9
1097,2011,FL,R1GV81,Социальная поддержка за последние три месяца по оплате проезда в городском транспорте,Social support in the last three months to pay for travel in public transport
1098,2011,FL,R1GV82,Социальная поддержка за последние три месяца по оплате проезда в пригородном транспорте,Social support in the last three months to pay for travel in suburban transport
1099,2011,FL,R1GV83,Социальная поддержка за последние три месяца по оплате проезда в междугородном транспорте,Social support in the last three months to pay for travel in long-distance transport
1100,2011,FL,R1GV84,Социальная поддержка за последние три месяца по оплате лекарств,Social support in the last three months on payment of medicines
1101,2011,FL,R1GV85,Социальная поддержка за последние три месяца по оплате за протезирование,Social support in the last three months to pay for prosthetics
1102,2011,FL,R1GV86,Социальная поддержка за последние три месяца по оплате путевок для санаторно-курортного лечения,Social support in the last three months of payment vouchers for spa treatment
1103,2011,FL,R1GV87,Предоставление услуг от органов социальной защиты (на дому и в учреждениях дневного пребывания),The provision of services by the social security authorities (at home and in day care facilities)
1104,2011,FL,R1GV88,"Предоставление натуральной помощи в виде продуктовых наборов, одежды и др. предметов первой необходимости ","Provision of in-kind assistance in the form of food packages, clothing and other. Essentials"
1105,2011,FL,R1GV89,Никакие из перечисленных льгот не предоставлялись,None of these benefits were not provided
1106,2011,FL,R1DV1,Приобретались ли в течение последних трех месяцев лекарства или медикаменты,Whether purchased within the last three months of medication or drugs
1107,2011,FL,R1DV2,За чей счет приобретались лекарства или медикаменты,At whose expense to purchase drugs or medications
1108,2011,FL,R1DV3,Ваши расходы на приобретение лекарств или медикаментов в среднем за месяц,Your costs for the purchase of drugs or medicines on average per month
1109,2011,FL,R1DV4,Примерная экономия в среднем за один месяц от приобретения бесплатных лекарств или приобретенных по льготной цене,Approximate savings of an average of one month from the acquisition of free medicines or purchased at a reduced price
1110,2011,FL,R1DV51,Обращения в медицинское учреждение по причине: заболевание,Treatment in a medical institution for a reason: disease
1111,2011,FL,R1DV52,"Обращения в медицинское учреждение по причине: реабилитация перенесенного заболевания, последствия травм, ранений","Treatment in a medical institution for a reason: the rehabilitation of this illness, the effects of trauma, injury"
1112,2011,FL,R1DV53,Обращения в медицинское учреждение по причине: получение рецепта,Treatment in a medical institution for a reason: to obtain a prescription
1113,2011,FL,R1DV54,"Обращения в медицинское учреждение по причине: получение медицинских справок, выписок и т.п.","Treatment in a medical institution for a reason: to obtain medical certificates, statements, etc."
1114,2011,FL,R1DV55,Обращения в медицинское учреждение по причине: педиатрическое наблюдение за детьми раннего возраста,Treatment in a medical facility due to: pediatric observation of young children
1115,2011,FL,R1DV56,Обращения в медицинское учреждение по причине: профилактический осмотр,Treatment in a medical institution for a reason: routine inspection
1116,2011,FL,R1DV57,Обращения в медицинское учреждение по причине: другое,Treatment in a medical institution for a reason: Other
1117,2011,FL,R1DV58,Обращения в медицинское учреждение по причине: не было необходимости,Treatment in a medical institution for a reason: it was not necessary
1118,2011,FL,R1DV6,Факт обращения за медицинской помощью,The fact that access to medical care
1119,2011,FL,R1DV71,Обращение за амбулаторно-поликлинической или диспансерной помощью,Applying for outpatient dispensary or via
1120,2011,FL,R1DV72,Обращение за стоматологической помощью,Applying for dental care
1121,2011,FL,R1DV73,Обращение за скорой помощью,Applying for ambulance
1122,2011,FL,R1DV74,Обращение за стационарной помощью,Applying for hospital care
1123,2011,FL,R1DV8,Наличие оплаты (официальной или неофициальной) медицинской помощи или других медицинских услуг,"Availability Payment (formal or informal) care, or other health care provider"
1124,2011,FL,R1DV91,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прием и консультации у врачей общего профиля",The amount spent on health care or payment for health care services: for the reception and consultations with general practitioners
1125,2011,FL,R1DV92,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прием и консультации у врачей специалистов",The amount spent on health care or payment for health care services: for receiving and advice from medical specialists
1126,2011,FL,R1DV93,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за хирургические операции",The amount spent on health care or payment for health care services: for surgery
1127,2011,FL,R1DV94,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за пребывание в родильном доме, родовспоможение","The amount spent on health care or payment for health care services: for staying in the nursing home, assisted delivery"
1128,2011,FL,R1DV95,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за медицинские процедуры (инъекции, капельницы и т.п.), уход за больными","The amount spent on health care or payment for health care services: for medical procedures (injections, IVs, etc.), nursing"
1129,2011,FL,R1DV96,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лабораторные анализы и медицинское исследование (УЗИ, рентген, анализы и т.п.)","The amount spent on health care or payment for health care services: for laboratory tests and medical research (ultrasound, x-rays, tests, etc.)"
1130,2011,FL,R1DV97,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за массаж, мануальную терапию, лечебную гимнастику и т.п.","The amount spent on health care or payment for health care services: for massage, manual therapy, physiotherapy, etc."
1131,2011,FL,R1DV98,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медицинские материалы при госпитализации",The amount spent on health care or payment for health care: for medicines and medical supplies at admission
1132,2011,FL,R1DV99,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за прочие медицинские услуги(выдача мед-ских справок, перевоз к месту лечения и т.п.)","The amount spent on health care or payment for health care services: for other medical services (issuing medical certificates-ing, transportation to the place of treatment, etc.)"
1133,2011,FL,R1DV910,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лечение зубов",The amount spent on health care or payment for health care services: for dental treatment
1134,2011,FL,R1DV911,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за зубное протезирование",The amount spent on health care or payment for health care services: for dentures
1135,2011,FL,R1DV912,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за профилактические осмотры и консультации специалистов(ортодонтов, парадонтологов и т.п.)","The amount spent on health care or payment for health care services: for preventive examinations and consultations with specialists (orthodontists, paradontologa etc.)"
1136,2011,FL,R1DV913,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за стоматологические хирургические операции",The amount spent on health care or payment for health care services: for dental surgery
1137,2011,FL,R1DV914,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за вывоз и оказание скорой помощи",The amount spent on health care or payment for health care services: for export and render first aid
1138,2011,FL,R1DV915,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за направление на госпитализацию",The amount spent on health care or payment for health care services: in the direction of hospitalization
1139,2011,FL,R1DV916,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за лекарства и медикаменты",The amount spent on health care or payment for health care services: for drugs
1140,2011,FL,R1DV917,"Суммы, затраченные на оплату медицинской помощи или медицинских услуг: за перевозку к месту лечения и обратно",The amount spent on health care or payment for health care services: for transportation to the place of treatment
1141,2011,FL,R1DV10,Причина необращения за медицинской помощью,The reason for not seeking medical care
1142,2011,FL,R1DV111,Год последнего посещения терапевтов,Year last visit therapists
1143,2011,FL,R1DV112,Год последнего посещения врачей-специалистов,Year last visit medical specialists
1144,2011,FL,R1DV113,Год последнего посещения врачей-стоматологов,Year last visit dentists
1145,2011,FL,R1ЕV1,Место учебы,place of study
1146,2011,FL,R1ЕV2,Расположение места учебы,Location of placement
1147,2011,FL,R1ЕV3,Код региона места учебы,The region code of placement
1148,2011,FL,R1ЕV4,Форма собственности учебного заведения,Ownership of the institution
1149,2011,FL,R1ЕV5,Платное или бесплатное обучение,Paid or free training
1150,2011,FL,R1ЕV61,Плата за учебу: сам или Ваше домохозяйство,Tuition fee: self or your household
1151,2011,FL,R1ЕV62,"Плата за учебу: предприятие, организация по месту работы",Tuition fee: enterprise organization in the workplace
1152,2011,FL,R1ЕV63,"Плата за учебу: спонсоры, родственники","Tuition fee: sponsors, relatives"
1153,2011,FL,R1ЕV7,Сколько Ваше домохозяйство заплатило за учебу,How much your household paid for the study
1154,2011,FL,R1ЕV81,"Покупка учебников, обучающих программ, канцелярских товаров и т.п.","Purchase of textbooks, training programs, office supplies, etc."
1155,2011,FL,R1ЕV82,Плата за группу продленного дня,The fee for day care
1156,2011,FL,R1ЕV83,"Покупка школьной формы, форменной или рабочей одежды","Buying school uniforms, uniforms or work clothes"
1157,2011,FL,R1ЕV84,"Оплата за пересдачу зачетов, экзаменов и т.п..","Fee to re-tests, exams etc .."
1158,2011,FL,R1ЕV85,Плата за покупку материалов или оборудования для учебного заведения,Payment for the purchase of materials or equipment for educational institutions
1159,2011,FL,R1ЕV86,Транспортные расходы,transportation costs
1160,2011,FL,R1ЕV87,Питание (организованное),Power (organized)
1161,2011,FL,R1ЕV88,"Плата за уборку, ремонт и охрану учебного заведения","Fee for cleaning, repair and protection of the institution"
1162,2011,FL,R1ЕV89,"Оплата общежития, наем жилья","Payment hostels, tenancy"
1163,2011,FL,R1ЕV810,"Спонсорские взносы, подарки преподавателям и т.п.","Sponsorship contributions, gifts for teachers, etc."
1164,2011,FL,R1ЕV9,Посещение дополнительных занятий,Visiting extra classes
1165,2011,FL,R1ЕV10,Оплата этих занятий  домохозяйством,Payment for these classes household
1166,2011,FL,R1ЕV111,"Расходы, связанные с дополнительным обучением: оплата занятий по договору с образовательным учреждением",Costs associated with the additional training: payment of employment on contract with an educational institution
1167,2011,FL,R1ЕV112,"Расходы, связанные с дополнительным обучением: оплата занятий по договору с частным лицом",Costs associated with the additional training: lessons payment under a contract with a private person
1168,2011,FL,R1ЕV113,"Расходы, связанные с дополнительным обучением: покупка учебников, методических материалов","Costs associated with the additional training: purchase of textbooks, teaching materials"
1169,2011,FL,R1ЕV114,"Расходы, связанные с дополнительным обучением: покупка материалов или оборудования для занятий",Costs associated with the additional training: the purchase of materials or equipment for training
1170,2011,FL,R1ЕV115,"Расходы, связанные с дополнительным обучением: покупка предметов, одежды и обуви для занятий спортом",Costs associated with the additional training: purchase items of clothing and footwear for sports
1171,2011,FL,R1ЕV116,"Расходы, связанные с дополнительным обучением: спонсорские взносы, подарки преподавателям","Costs associated with the additional training: sponsorship contributions, gifts for teachers"
1172,2011,FL,R1ЕV117,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: плата за подготовительные курсы и занятия",Costs associated with the preparation of learning in an educational institution: fees for training courses and classes
1173,2011,FL,R1ЕV118,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: оплата репетиторов",Costs associated with the preparation of learning in an educational institution: payment tutors
1174,2011,FL,R1ЕV119,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: покупка учебников, методических материалов","Costs associated with the preparation for training in educational institution: the purchase of textbooks, teaching materials"
1175,2011,FL,R1ЕV1110,"Расходы, связанные с подготовкой к обучению в образовательном учреждении: вступительные (спонсорские) взносы, затраты на оформление, подарки преподавателям","Costs associated with the preparation for training in educational institution: the entrance (sponsored) contributions, the cost of design, gifts for teachers"
1176,2011,FL,R1ЕV12,Посещает ли ребенок дошкольное образовательное учреждение,Does the child attend preschool educational institution
1177,2011,FL,R1ЕV13,Статус  посещаемого дошкольного учреждения,Status attend preschool
1178,2011,FL,R1ЕV14,Платное или бесплатное посещение дошкольного учреждения,Paid or free access to preschool
1179,2011,FL,R1ЕV151,Оплата посещения  дошкольного учреждения: домохозяйством,Payment visiting preschool: household
